25268508, -3.141593, -0.007800, -0.982800, -0.007800, -0.982800
25273508, -3.141593, -0.007800, -0.975000, -0.015600, -0.982800
25278508, -3.141593, -0.007800, -0.975000, -0.015600, -0.982800
25283508, -3.141593, -0.007800, -0.982800, -0.007800, -0.982800
25288508, -3.141593, -0.007800, -0.982800, -0.007800, -0.982800
25293508, -3.141593, -0.007800, -0.990600, -0.007800, -0.982800
25298508, -3.141593, -0.007800, -0.990600, -0.007800, -0.982800
25303508, -3.141593, -0.007800, -0.990600, -0.015600, -0.982800
25308508, -3.141593, -0.007800, -0.990600, -0.015600, -0.982800
25313508, -3.141593, -0.007800, -0.982800, -0.007800, -0.975000
25318508, -3.141593, -0.007800, -0.982800, -0.007800, -0.975000
25323508, -3.141593, -0.015600, -0.982800, -0.007800, -0.982800
25328508, -3.141593, -0.015600, -0.982800, -0.007800, -0.982800
25333508, -3.141593, -0.007800, -0.990600, -0.007800, -0.982800
25338508, -3.141593, -0.007800, -0.990600, -0.007800, -0.982800
25343508, -3.141593, -0.015600, -0.982800, -0.015600, -0.982800
25348508, -3.141593, -0.015600, -0.982800, -0.015600, -0.982800
25353508, -3.141593, -0.007800, -0.990600, -0.007800, -0.982800
25358508, -3.141593, -0.007800, -0.990600, -0.007800, -0.982800
25363508, -3.141593, -0.007800, -0.982800, -0.015600, -0.982800
25368508, -3.141593, -0.007800, -0.982800, -0.015600, -0.982800
25373508, -3.141593, -0.007800, -0.990600, -0.007800, -0.975000
25378508, -3.141593, -0.007800, -0.982800, -0.007800, -0.975000
25383508, -3.141593, -0.007800, -0.982800, -0.015600, -0.982800
25388508, -3.141593, -0.007800, -0.982800, -0.015600, -0.982800
25393508, -3.141593, -0.007800, -0.982800, -0.015600, -0.982800
25398508, -3.141593, -0.007800, -0.982800, 0.000000, -0.990600
25403508, -3.141593, -0.007800, -0.982800, 0.000000, -0.990600
25408508, -3.141593, -0.015600, -0.982800, -0.015600, -0.982800
25413509, -3.141593, -0.015600, -0.982800, -0.015600, -0.982800
25418508, -3.141593, -0.007800, -0.982800, -0.007800, -0.982800
25423508, -3.141593, -0.007800, -0.982800, -0.007800, -0.982800
25428508, -3.141593, -0.015600, -0.982800, -0.007800, -0.975000
25433508, -3.141593, -0.015600, -0.982800, -0.007800, -0.975000
25438508, -3.141593, -0.007800, -0.990600, -0.007800, -0.990600
25443508, -3.141593, -0.007800, -0.990600, -0.007800, -0.990600
25448508, -3.141593, -0.007800, -0.990600, -0.007800, -0.982800
25453508, -3.141593, -0.007800, -0.990600, -0.007800, -0.982800
25458508, -3.141593, -0.015600, -0.990600, -0.007800, -0.990600
25463508, -3.141593, -0.015600, -0.990600, -0.007800, -0.990600
25468508, -3.141593, -0.007800, -0.975000, -0.015600, -0.975000
25473508, -3.141593, -0.007800, -0.975000, -0.015600, -0.975000
25478508, -3.141593, -0.015600, -0.982800, -0.015600, -0.982800
25483508, -3.141593, -0.015600, -0.982800, -0.015600, -0.982800
