9945926, -3.140964, 0.000000, 0.000000, 0.000000, 0.000000
9950961, -3.140964, -0.020564, -0.965782, -0.014891, -0.982091
9956074, -3.140964, -0.004255, -0.989182, -0.007091, -0.980673
9961183, -3.140964, -0.004255, -0.969327, 0.004255, -0.970746
9966297, -3.140964, -0.009218, -0.975000, -0.001418, -0.984927
9971411, -3.140964, -0.012055, -0.976418, -0.014182, -0.970745
9976525, -3.140964, -0.002127, -0.979964, 0.005673, -0.985636
9981641, -3.140336, -0.004255, -0.975000, -0.003545, -0.967909
9986754, -3.140336, -0.004255, -0.987764, -0.015600, -0.982091
9991866, -3.140336, -0.002836, -0.979964, -0.011345, -0.979254
9996982, -3.140336, -0.004964, -0.985636, 0.002127, -0.987055
10002095, -3.140336, -0.008509, -0.975709, -0.011345, -0.967200
10007208, -3.140336, -0.007091, -0.970036, -0.014182, -0.970745
10012319, -3.140336, -0.009218, -0.971455, -0.009927, -0.977836
10017433, -3.140336, -0.004964, -0.978545, -0.001418, -0.979254
10022547, -3.139708, -0.007091, -0.986345, 0.007091, -0.992727
10027661, -3.139708, -0.004964, -0.977127, -0.009218, -0.978545
10032775, -3.139708, -0.006382, -0.972164, -0.012764, -0.980673
10037887, -3.139708, -0.004255, -0.985636, -0.004964, -0.982091
10042998, -3.139708, -0.007800, -0.982800, 0.002836, -0.984927
10048110, -3.139708, 0.000709, -0.982800, 0.004255, -0.979964
10053219, -3.139708, -0.012055, -0.978545, -0.003545, -0.977127
10058331, -3.139708, -0.004255, -0.989891, 0.002836, -0.982091
10063439, -3.139079, -0.002127, -0.987055, 0.001418, -0.982091
10068550, -3.139079, -0.007091, -0.974291, 0.001418, -0.970036
10073664, -3.139079, -0.014182, -0.983509, -0.000709, -0.994855
10078776, -3.139079, -0.007091, -0.975709, -0.002836, -0.982800
10083895, -3.139079, -0.006382, -0.974291, -0.012764, -0.976418
10089008, -3.139079, -0.014182, -0.964364, -0.008509, -0.961527
10094122, -3.139079, -0.005673, -0.978545, 0.002127, -0.984218
10099236, -3.139079, -0.012764, -0.977836, -0.014891, -0.972164
10104352, -3.139079, 0.001418, -0.984218, 0.002836, -0.977836
10109466, -3.139079, -0.003545, -0.974291, -0.002127, -0.975000
10114581, -3.139079, -0.009927, -0.976418, -0.005673, -0.971455
10119703, -3.139079, -0.018436, -0.978546, -0.008509, -0.987764
10124817, -3.139079, -0.006382, -0.978546, -0.004964, -0.973582
10129929, -3.139079, 0.000000, -0.972873, 0.002836, -0.971455
10135024, -3.139079, -0.006382, -0.973582, -0.014891, -0.971455
10140136, -3.139079, -0.003545, -0.984927, -0.009218, -0.977127
10145251, -3.139079, 0.000709, -0.982800, -0.006382, -0.982800
10150360, -3.139079, 0.000000, -0.978545, -0.005673, -0.983509
10155453, -3.139079, -0.007800, -0.978545, -0.019855, -0.974291
10160566, -3.138451, -0.012055, -0.985636, -0.004964, -0.974291
10165685, -3.138451, -0.008509, -0.990600, -0.004255, -0.984218
10170798, -3.138451, -0.005673, -0.977127, 0.007091, -0.975000
10175907, -3.138451, -0.014891, -0.971455, -0.005673, -0.979964
10181021, -3.138451, -0.004964, -0.977836, -0.014182, -0.977127
10186134, -3.138451, 0.000000, -0.982091, 0.002836, -0.984218
10191228, -3.138451, -0.004255, -0.976418, 0.002127, -0.977836
10196342, -3.138451, -0.012764, -0.982800, 0.000709, -0.973582
10201455, -3.138451, -0.018436, -0.976418, -0.009927, -0.979964
10206577, -3.138451, -0.008509, -0.979964, 0.003545, -0.978545
10211690, -3.138451, -0.005673, -0.983509, -0.001418, -0.982800
10216804, -3.138451, -0.010636, -0.971455, -0.007091, -0.972873
10221916, -3.139079, -0.002127, -0.977836, -0.015600, -0.975709
10227031, -3.139079, -0.014891, -0.989182, -0.016309, -0.984927
10232145, -3.139079, -0.015600, -0.978545, -0.007091, -0.970745
10237256, -3.139079, 0.003545, -0.984218, 0.000000, -0.980673
10242349, -3.139079, -0.017018, -0.974291, -0.010636, -0.975000
10247461, -3.139079, 0.004255, -0.982091, -0.004964, -0.972164
10252571, -3.139079, 0.039709, -0.986345, 0.004964, -0.966491
10257682, -3.139079, 0.007800, -0.987054, 0.000709, -0.975709
10262794, -3.139079, -0.032618, -0.975709, -0.003545, -0.984218
10267911, -3.139079, 0.002127, -0.987764, 0.004964, -0.989182
10273024, -3.139079, 0.024818, -0.975000, 0.010636, -0.979255
10278142, -3.139079, 0.022691, -0.975709, 0.002127, -0.968618
10283257, -3.138451, 0.000709, -0.967909, -0.002127, -0.967909
10288369, -3.138451, -0.009927, -0.973582, -0.001418, -0.977127
10293484, -3.138451, 0.012055, -0.985636, 0.017727, -0.979964
10298598, -3.138451, 0.023400, -0.984218, -0.003545, -0.965073
10303713, -3.137823, 0.011345, -0.972164, 0.002127, -0.967909
10308826, -3.137823, -0.000709, -0.981382, 0.005673, -0.981382
