time(s),reference current(A),current(A),rw angle(rad),pendulum angle(rad),xa,ya,xb,yb
8.35024, -3.732, -0.001, 512.3414, -3.7454, -0.1170, -0.9594, -0.3120, -0.8814
8.35229, -3.858, 0.000, 512.3414, -3.7391, -0.1170, -0.9672, -0.2886, -0.9204
8.35449, -3.987, 0.001, 512.3414, -3.7328, -0.1092, -0.9438, -0.3042, -0.9204
8.35657, -4.102, 0.002, 512.3414, -3.7278, -0.1092, -0.9672, -0.2652, -0.9204
8.35825, -4.191, 0.003, 512.3414, -3.7222, -0.0780, -0.9906, -0.2652, -0.9204
8.36029, -4.293, 0.002, 512.4723, -3.7159, -0.0936, -0.9906, -0.2808, -0.9360
8.36223, -4.384, -0.002, 512.4723, -3.7096, -0.1014, -0.9984, -0.2886, -0.9126
8.36426, -4.473, -0.002, 512.4723, -3.7052, -0.0936, -0.9906, -0.3042, -0.9282
8.36572, -4.533, -0.001, 512.4723, -3.6983, -0.0858, -1.0140, -0.3042, -0.9438
8.36789, -4.616, 0.000, 512.4723, -3.6933, -0.1092, -1.0140, -0.2964, -0.9516
8.36939, -4.668, 0.000, 512.4723, -3.6889, -0.0936, -1.0062, -0.2886, -0.9438
8.37082, -4.715, 0.001, 512.4723, -3.6838, -0.1014, -1.0218, -0.2652, -0.9828
8.37234, -4.761, 0.002, 512.4723, -3.6788, -0.1092, -1.0296, -0.2574, -0.9828
8.37386, -4.803, 0.003, 512.4723, -3.6738, -0.1014, -1.0452, -0.2808, -0.9828
8.37536, -4.840, 0.003, 512.4723, -3.6688, -0.1014, -1.0452, -0.2496, -0.9828
8.37681, -4.873, 0.003, 512.6032, -3.6631, -0.1170, -1.0530, -0.2574, -0.9750
8.37833, -4.903, 0.002, 512.6032, -3.6581, -0.1014, -1.0686, -0.2496, -1.0140
8.37987, -4.930, -0.001, 512.6032, -3.6524, -0.0624, -1.0842, -0.2496, -0.9672
8.38138, -4.952, -0.002, 512.6032, -3.6449, -0.0780, -1.0764, -0.2418, -0.9750
8.38349, -4.975, -0.001, 512.6032, -3.6386, -0.0702, -1.1154, -0.2652, -0.9750
8.38529, -4.989, 0.000, 512.6032, -3.6311, -0.0702, -1.1154, -0.2574, -0.9984
8.38725, -4.998, 0.001, 512.6032, -3.6235, -0.0858, -1.1388, -0.2496, -1.0140
8.38927, -5.000, 0.002, 512.6032, -3.6166, -0.0936, -1.1076, -0.2496, -1.0296
8.39125, -4.994, 0.003, 512.6032, -3.6084, -0.1014, -1.1154, -0.2496, -1.0218
8.39328, -4.981, 0.002, 512.7341, -3.6009, -0.1170, -1.1154, -0.2418, -1.0062
8.39523, -4.962, 0.000, 512.7341, -3.5934, -0.0936, -1.1388, -0.2262, -0.9750
8.39725, -4.935, -0.002, 512.7341, -3.5852, -0.0546, -1.1700, -0.1950, -1.0218
8.39927, -4.901, -0.001, 512.7341, -3.5776, -0.0702, -1.1856, -0.2106, -1.0140
8.40128, -4.859, -0.001, 512.7341, -3.5714, -0.1014, -1.1700, -0.2106, -1.0452
8.40273, -4.825, 0.000, 512.7341, -3.5638, -0.0624, -1.1934, -0.2184, -1.0452
8.40468, -4.773, 0.000, 512.7341, -3.5582, -0.0780, -1.1934, -0.2106, -1.0452
8.40612, -4.731, 0.001, 512.7341, -3.5519, -0.0858, -1.2090, -0.2106, -1.0686
8.40764, -4.682, 0.002, 512.7341, -3.5437, -0.0858, -1.2012, -0.2184, -1.0530
8.40958, -4.614, 0.003, 512.7341, -3.5362, -0.1014, -1.2402, -0.2418, -1.0686
8.41138, -4.545, 0.001, 512.8650, -3.5286, -0.1092, -1.2168, -0.2184, -1.0764
8.41324, -4.469, 0.000, 512.8650, -3.5198, -0.1170, -1.2480, -0.2028, -1.0764
8.41528, -4.379, -0.001, 512.8650, -3.5110, -0.0702, -1.2402, -0.1950, -1.0686
8.41731, -4.282, 0.000, 512.8650, -3.5029, -0.0858, -1.2480, -0.1638, -1.0998
8.41924, -4.185, 0.000, 512.8650, -3.4966, -0.0858, -1.2480, -0.1560, -1.0998
8.42067, -4.109, -0.001, 512.8650, -3.4897, -0.0546, -1.2792, -0.1716, -1.0998
8.42223, -4.023, -0.001, 512.8650, -3.4834, -0.0702, -1.2558, -0.1482, -1.0998
8.42369, -3.939, 0.000, 512.8650, -3.4765, -0.0624, -1.2792, -0.1482, -1.1076
8.42520, -3.848, 0.001, 512.8650, -3.4696, -0.0858, -1.2870, -0.1794, -1.0998
8.42674, -3.753, 0.002, 512.8650, -3.4608, -0.0624, -1.2870, -0.1716, -1.1232
8.42870, -3.627, 0.001, 512.8650, -3.4545, -0.0858, -1.2870, -0.1794, -1.1154
8.43024, -3.525, 0.001, 512.9959, -3.4451, -0.0936, -1.2792, -0.1950, -1.1232
8.43222, -3.389, -0.001, 512.9959, -3.4356, -0.0702, -1.3026, -0.1872, -1.1310
8.43428, -3.242, -0.001, 512.9959, -3.4294, -0.0702, -1.2948, -0.1326, -1.1466
8.43574, -3.136, 0.000, 512.9959, -3.4225, -0.0858, -1.2870, -0.1482, -1.1466
8.43723, -3.024, -0.001, 512.9959, -3.4155, -0.0780, -1.3182, -0.1248, -1.1466
8.43877, -2.906, -0.001, 512.9959, -3.4086, -0.0780, -1.3026, -0.1170, -1.1544
8.44023, -2.791, -0.001, 512.9959, -3.4017, -0.0780, -1.3494, -0.0858, -1.1466
8.44168, -2.676, 0.000, 512.9959, -3.3948, -0.0858, -1.3338, -0.1248, -1.1388
8.44317, -2.555, 0.000, 512.9959, -3.3879, -0.0780, -1.3338, -0.1170, -1.1466
8.44460, -2.436, 0.000, 512.9959, -3.3816, -0.0780, -1.3416, -0.1092, -1.1466
8.44604, -2.316, 0.001, 512.9959, -3.3747, -0.0546, -1.3260, -0.1014, -1.1622
8.44756, -2.187, 0.000, 512.9959, -3.3672, -0.0858, -1.3572, -0.1092, -1.1778
8.44905, -2.058, 0.001, 512.9959, -3.3602, -0.0546, -1.3494, -0.1170, -1.1622
8.45057, -1.925, 0.002, 512.9959, -3.3508, -0.0936, -1.3416, -0.1092, -1.1544
8.45258, -1.747, 0.000, 513.1268, -3.3427, -0.0780, -1.3494, -0.1248, -1.1778
8.45427, -1.595, 0.000, 513.1268, -3.3357, -0.0858, -1.3494, -0.1170, -1.1778
8.45570, -1.465, -0.001, 513.1268, -3.3257, -0.0702, -1.3650, -0.0858, -1.1856
8.45782, -1.271, -0.001, 513.1268, -3.3188, -0.0858, -1.3650, -0.0702, -1.1778
8.45928, -1.135, 0.000, 513.1268, -3.3094, -0.0624, -1.3728, -0.0468, -1.1778
8.46120, -0.956, 0.000, 513.1268, -3.3024, -0.0624, -1.3806, -0.0312, -1.1778
8.46263, -0.821, 0.001, 513.1268, -3.2924, -0.0702, -1.3884, -0.0468, -1.1778
8.46470, -0.626, 0.000, 513.1268, -3.2848, -0.0702, -1.3962, -0.0546, -1.1778
8.46622, -0.482, 0.000, 513.1268, -3.2779, -0.0624, -1.4040, -0.0624, -1.2012
8.46765, -0.346, 0.001, 513.1268, -3.2704, -0.0702, -1.3884, -0.0468, -1.1778
8.46920, -0.198, 0.000, 513.1268, -3.2629, -0.0546, -1.3884, -0.0390, -1.1934
8.47070, -0.055, 0.001, 513.1268, -3.2553, -0.0624, -1.3806, -0.0468, -1.1856
8.47229, 0.098, 0.000, 513.2577, -3.2453, -0.0624, -1.3962, -0.0390, -1.1934
8.47427, 0.286, 0.000, 513.2577, -3.2384, -0.0624, -1.3962, -0.0468, -1.1856
8.47570, 0.423, -0.001, 513.2577, -3.2308, -0.0624, -1.3962, -0.0234, -1.2012
8.47724, 0.569, 0.000, 513.2577, -3.2233, -0.0390, -1.3884, -0.0078, -1.1856
8.47874, 0.711, 0.000, 513.2577, -3.2164, -0.0546, -1.3884, 0.0000, -1.2090
8.48015, 0.845, -0.001, 513.2577, -3.2088, -0.0624, -1.4040, 0.0000, -1.1934
8.48169, 0.990, 0.000, 513.2577, -3.2013, -0.0312, -1.4118, 0.0078, -1.1856
8.48321, 1.131, -0.001, 513.2577, -3.1906, -0.0624, -1.4118, 0.0156, -1.2012
8.48538, 1.333, 0.000, 513.2577, -3.1818, -0.0624, -1.4040, 0.0000, -1.1856
8.48720, 1.500, 0.001, 513.2577, -3.1718, -0.0546, -1.4118, 0.0000, -1.2012
8.48921, 1.682, 0.000, 513.2577, -3.1611, -0.0702, -1.3962, 0.0000, -1.1778
8.49135, 1.874, 0.001, 513.2577, -3.1510, -0.0468, -1.4196, 0.0078, -1.2090
8.49338, 2.052, 0.000, 513.3886, -3.1416, -0.0390, -1.4430, 0.0078, -1.1856
8.49530, 2.218, -0.001, 513.3886, -3.1315, -0.0468, -1.4040, 0.0312, -1.2168
8.49752, 2.407, 0.000, 513.3886, -3.1227, -0.0390, -1.4040, 0.0390, -1.2012
8.49929, 2.554, -0.001, 513.3886, -3.1121, -0.0312, -1.4118, 0.0546, -1.1856
8.50142, 2.727, 0.000, 513.3886, -3.1026, -0.0468, -1.3962, 0.0702, -1.1544
8.50329, 2.876, 0.000, 513.3886, -3.0957, -0.0312, -1.4040, 0.0546, -1.1778
8.50472, 2.987, -0.001, 513.3886, -3.0882, -0.0312, -1.4118, 0.0702, -1.2012
8.50628, 3.106, 0.000, 513.3886, -3.0806, -0.0312, -1.3962, 0.0546, -1.1856
8.50780, 3.219, 0.001, 513.3886, -3.0731, -0.0312, -1.3884, 0.0546, -1.1934
8.50941, 3.335, 0.000, 513.3886, -3.0637, -0.0312, -1.4118, 0.0546, -1.1700
8.51125, 3.464, 0.000, 513.3886, -3.0568, -0.0312, -1.4040, 0.0390, -1.1778
8.51268, 3.562, 0.001, 513.3886, -3.0492, -0.0390, -1.3884, 0.0468, -1.1622
8.51423, 3.665, 0.000, 513.3886, -3.0417, -0.0624, -1.3884, 0.0780, -1.1778
8.51576, 3.763, 0.000, 513.5195, -3.0342, -0.0468, -1.4040, 0.1092, -1.1934
8.51729, 3.858, 0.001, 513.5195, -3.0241, -0.0390, -1.3884, 0.1092, -1.1700
8.51939, 3.983, -0.001, 513.5195, -3.0153, -0.0390, -1.3728, 0.1092, -1.1700
8.52124, 4.088, 0.000, 513.5195, -3.0046, -0.0078, -1.3962, 0.1404, -1.1856
8.52338, 4.203, -0.001, 513.5195, -2.9958, -0.0156, -1.3650, 0.1170, -1.1700
8.52529, 4.300, 0.000, 513.5195, -2.9858, -0.0156, -1.3962, 0.1170, -1.1778
8.52727, 4.393, 0.000, 513.5195, -2.9789, -0.0078, -1.4040, 0.1170, -1.1700
8.52870, 4.457, 0.000, 513.5195, -2.9726, -0.0156, -1.3806, 0.1092, -1.1934
8.53013, 4.518, -0.001, 513.5195, -2.9650, -0.0156, -1.3572, 0.1092, -1.1622
8.53166, 4.579, 0.000, 513.5195, -2.9575, 0.0000, -1.3494, 0.1014, -1.1388
8.53325, 4.638, 0.001, 513.5195, -2.9481, -0.0234, -1.3260, 0.1092, -1.1544
8.53529, 4.708, 0.000, 513.5195, -2.9386, -0.0234, -1.3182, 0.1248, -1.1310
8.53723, 4.767, 0.000, 513.6504, -2.9292, -0.0312, -1.3416, 0.1248, -1.1232
8.53922, 4.822, -0.001, 513.6504, -2.9198, 0.0000, -1.3416, 0.1482, -1.1232
8.54129, 4.871, 0.000, 513.6504, -2.9097, -0.0234, -1.3260, 0.1872, -1.1778
8.54338, 4.912, 0.000, 513.6504, -2.9035, 0.0000, -1.3260, 0.1872, -1.1466
8.54479, 4.936, -0.001, 513.6504, -2.8947, 0.0000, -1.3260, 0.1872, -1.1310
8.54668, 4.961, 0.000, 513.6504, -2.8878, 0.0000, -1.3260, 0.1482, -1.1232
8.54825, 4.978, -0.001, 513.6504, -2.8783, 0.0000, -1.2870, 0.1716, -1.1310
8.55023, 4.992, 0.000, 513.6504, -2.8695, 0.0000, -1.2870, 0.1794, -1.1310
8.55225, 4.999, 0.001, 513.6504, -2.8601, -0.0078, -1.2792, 0.1716, -1.0998
8.55439, 4.999, 0.000, 513.6504, -2.8513, -0.0234, -1.2558, 0.1794, -1.0920
8.55624, 4.991, 0.001, 513.6504, -2.8425, -0.0156, -1.2636, 0.1950, -1.0842
8.55829, 4.975, 0.000, 513.7813, -2.8337, -0.0234, -1.2480, 0.1872, -1.0764
8.56026, 4.953, -0.001, 513.7813, -2.8255, -0.0156, -1.2402, 0.2262, -1.0686
8.56224, 4.923, 0.000, 513.7813, -2.8155, 0.0078, -1.2402, 0.2184, -1.0998
8.56448, 4.881, -0.001, 513.7813, -2.8080, 0.0234, -1.2480, 0.2340, -1.0920
8.56624, 4.841, -0.001, 513.7813, -2.8017, 0.0000, -1.2324, 0.2184, -1.1076
8.56768, 4.805, 0.000, 513.7813, -2.7929, -0.0156, -1.2012, 0.2340, -1.0842
8.56977, 4.745, -0.001, 513.7813, -2.7853, 0.0156, -1.2324, 0.2262, -1.0530
8.57150, 4.690, 0.000, 513.7813, -2.7778, 0.0000, -1.2090, 0.2262, -1.0530
8.57325, 4.629, 0.001, 513.7813, -2.7703, 0.0156, -1.1934, 0.2106, -1.0452
8.57523, 4.553, 0.000, 513.7813, -2.7615, 0.0000, -1.2012, 0.2340, -1.0218
8.57724, 4.469, 0.001, 513.7813, -2.7533, 0.0000, -1.1778, 0.2184, -0.9984
8.57927, 4.378, 0.000, 513.9122, -2.7451, -0.0234, -1.1700, 0.2418, -1.0296
8.58128, 4.281, -0.001, 513.9122, -2.7370, 0.0000, -1.1544, 0.2730, -1.0296
8.58341, 4.171, 0.000, 513.9122, -2.7300, -0.0234, -1.1622, 0.2496, -1.0296
8.58524, 4.071, 0.000, 513.9122, -2.7244, -0.0078, -1.1700, 0.2652, -1.0296
8.58667, 3.989, -0.001, 513.9122, -2.7181, 0.0234, -1.1700, 0.2574, -1.0062
8.58825, 3.896, -0.001, 513.9122, -2.7125, 0.0234, -1.1466, 0.2652, -1.0140
8.58970, 3.806, 0.000, 513.9122, -2.7068, 0.0156, -1.1622, 0.2730, -1.0140
8.59121, 3.710, 0.000, 513.9122, -2.7011, 0.0234, -1.1310, 0.2496, -0.9750
8.59264, 3.616, 0.001, 513.9122, -2.6955, 0.0468, -1.1232, 0.2574, -0.9984
8.59418, 3.511, 0.000, 513.9122, -2.6873, 0.0234, -1.1154, 0.2730, -0.9672
8.59639, 3.356, 0.001, 514.0431, -2.6804, 0.0234, -1.0998, 0.2574, -0.9828
8.59830, 3.217, 0.000, 514.0431, -2.6735, 0.0078, -1.0842, 0.2496, -0.9594
8.60025, 3.070, -0.001, 514.0431, -2.6660, 0.0000, -1.0686, 0.2730, -0.9672
8.60228, 2.913, -0.002, 514.0431, -2.6590, 0.0000, -1.0686, 0.2964, -0.9828
8.60422, 2.758, -0.002, 514.0431, -2.6540, 0.0000, -1.0452, 0.3042, -0.9750
8.60565, 2.642, -0.001, 514.0431, -2.6490, 0.0000, -1.0452, 0.3042, -0.9360
8.60719, 2.514, -0.001, 514.0431, -2.6440, 0.0000, -1.0374, 0.3198, -0.9438
8.60863, 2.393, 0.000, 514.0431, -2.6389, 0.0156, -1.0608, 0.3042, -0.9438
8.61013, 2.264, 0.001, 514.0431, -2.6327, 0.0312, -1.0452, 0.2964, -0.9282
8.61200, 2.101, 0.001, 514.0431, -2.6283, 0.0156, -1.0296, 0.2808, -0.9048
8.61344, 1.973, 0.002, 514.0431, -2.6232, 0.0000, -1.0608, 0.2652, -0.8970
8.61494, 1.839, 0.002, 514.1740, -2.6182, 0.0234, -1.0452, 0.2652, -0.9438
8.61648, 1.700, 0.001, 514.1740, -2.6125, 0.0000, -0.9984, 0.2964, -0.8970
8.61828, 1.534, -0.001, 514.1740, -2.6063, 0.0312, -0.9828, 0.2652, -0.8892
8.62026, 1.351, -0.001, 514.1740, -2.6019, 0.0000, -0.9906, 0.3120, -0.8814
8.62169, 1.217, -0.002, 514.1740, -2.5975, 0.0000, -0.9672, 0.3120, -0.8970
8.62321, 1.073, -0.003, 514.1740, -2.5906, 0.0156, -0.9360, 0.3354, -0.8970
8.62540, 0.864, -0.001, 514.1740, -2.5849, 0.0078, -0.9594, 0.3276, -0.8736
8.62732, 0.681, 0.001, 514.1740, -2.5792, 0.0312, -0.9672, 0.3276, -0.8970
8.62929, 0.491, 0.000, 514.1740, -2.5736, 0.0234, -0.9594, 0.3432, -0.8658
8.63129, 0.298, 0.002, 514.3049, -2.5686, 0.0234, -0.9672, 0.3198, -0.8736
8.63329, 0.104, 0.000, 514.3049, -2.5629, 0.0234, -0.9516, 0.3042, -0.8814
8.63523, -0.084, -0.001, 514.3049, -2.5573, 0.0234, -0.9516, 0.3042, -0.8346
8.63731, -0.286, -0.002, 514.3049, -2.5522, 0.0156, -0.9516, 0.3432, -0.8346
8.63928, -0.478, -0.002, 514.3049, -2.5485, 0.0234, -0.9126, 0.3198, -0.8502
8.64073, -0.617, -0.001, 514.3049, -2.5447, 0.0546, -0.9126, 0.3354, -0.8190
8.64232, -0.770, -0.001, 514.3049, -2.5409, 0.0390, -0.9126, 0.3510, -0.8112
8.64377, -0.909, 0.000, 514.3049, -2.5372, 0.0234, -0.8658, 0.3432, -0.8268
8.64527, -1.052, 0.001, 514.3049, -2.5334, 0.0078, -0.8580, 0.3354, -0.8268
8.64680, -1.197, 0.002, 514.3049, -2.5302, 0.0234, -0.8658, 0.3354, -0.8190
8.64832, -1.340, 0.002, 514.4358, -2.5258, 0.0078, -0.8580, 0.3432, -0.8346
8.65031, -1.525, 0.000, 514.4358, -2.5208, 0.0078, -0.8580, 0.3432, -0.8424
8.65229, -1.707, -0.002, 514.4358, -2.5170, 0.0234, -0.8424, 0.3432, -0.8112
8.65427, -1.887, -0.002, 514.4358, -2.5139, 0.0468, -0.8736, 0.3432, -0.8034
8.65573, -2.018, -0.003, 514.4358, -2.5108, 0.0546, -0.8658, 0.3276, -0.8190
8.65725, -2.153, -0.002, 514.4358, -2.5076, 0.0546, -0.8658, 0.3276, -0.7878
8.65881, -2.288, -0.001, 514.4358, -2.5045, 0.0390, -0.8502, 0.3354, -0.7800
8.66032, -2.418, 0.001, 514.4358, -2.5007, 0.0312, -0.8424, 0.3588, -0.7800
8.66230, -2.585, 0.002, 514.4358, -2.4963, 0.0468, -0.8346, 0.3666, -0.7488
8.66453, -2.768, 0.002, 514.5667, -2.4932, 0.0312, -0.8112, 0.3432, -0.7488
8.66631, -2.911, -0.001, 514.5667, -2.4900, 0.0390, -0.7956, 0.3822, -0.7878
8.66825, -3.063, -0.002, 514.5667, -2.4863, 0.0234, -0.8034, 0.3822, -0.7878
8.67029, -3.217, -0.002, 514.5667, -2.4837, 0.0234, -0.8112, 0.3744, -0.7878
8.67174, -3.323, -0.003, 514.5667, -2.4819, 0.0390, -0.8268, 0.3588, -0.7800
8.67325, -3.432, -0.001, 514.5667, -2.4793, 0.0546, -0.7956, 0.3588, -0.7956
8.67477, -3.538, 0.000, 514.5667, -2.4768, 0.0468, -0.7956, 0.3432, -0.7800
8.67628, -3.641, 0.001, 514.5667, -2.4743, 0.0546, -0.7878, 0.3432, -0.7644
8.67829, -3.772, 0.002, 514.6976, -2.4712, 0.0468, -0.8034, 0.3432, -0.7176
8.68025, -3.895, 0.000, 514.6976, -2.4687, 0.0234, -0.7800, 0.3822, -0.7410
8.68228, -4.016, -0.002, 514.6976, -2.4662, 0.0078, -0.7488, 0.3744, -0.7254
8.68424, -4.127, -0.002, 514.6976, -2.4643, 0.0234, -0.7800, 0.3978, -0.7488
8.68572, -4.207, -0.002, 514.6976, -2.4630, 0.0156, -0.7566, 0.3900, -0.7410
8.68717, -4.282, -0.001, 514.6976, -2.4611, 0.0390, -0.7488, 0.3666, -0.7488
8.68870, -4.357, 0.000, 514.6976, -2.4592, 0.0546, -0.7722, 0.3744, -0.7644
8.69024, -4.429, 0.001, 514.6976, -2.4574, 0.0390, -0.7566, 0.3666, -0.7488
8.69229, -4.518, 0.002, 514.8285, -2.4555, 0.0078, -0.7488, 0.3432, -0.7254
8.69428, -4.598, -0.001, 514.8285, -2.4542, 0.0312, -0.7644, 0.3432, -0.7488
8.69629, -4.671, -0.002, 514.8285, -2.4523, 0.0468, -0.7644, 0.3666, -0.7410
8.69824, -4.736, -0.003, 514.8285, -2.4511, 0.0156, -0.7488, 0.3666, -0.7254
8.70027, -4.796, -0.001, 514.8285, -2.4492, 0.0390, -0.7488, 0.3666, -0.7176
8.70229, -4.848, 0.000, 514.8285, -2.4486, 0.0468, -0.7488, 0.3822, -0.7020
8.70422, -4.891, 0.001, 514.8285, -2.4473, 0.0312, -0.7176, 0.3900, -0.7254
8.70626, -4.928, 0.002, 514.9594, -2.4460, 0.0312, -0.7176, 0.3978, -0.7332
8.70826, -4.957, 0.000, 514.9594, -2.4454, 0.0156, -0.7410, 0.4134, -0.7332
8.71025, -4.979, -0.002, 514.9594, -2.4448, 0.0468, -0.7488, 0.3666, -0.7488
8.71231, -4.993, -0.002, 514.9594, -2.4442, 0.0702, -0.7410, 0.3666, -0.7332
8.71376, -4.999, -0.001, 514.9594, -2.4442, 0.0546, -0.7488, 0.3666, -0.7488
8.71529, -5.000, 0.000, 514.9594, -2.4435, 0.0780, -0.7566, 0.3744, -0.7410
8.71680, -4.997, 0.001, 514.9594, -2.4435, 0.0780, -0.7644, 0.3666, -0.7254
8.71834, -4.989, 0.003, 515.0903, -2.4429, 0.0312, -0.7410, 0.3588, -0.7020
8.72031, -4.972, 0.000, 515.0903, -2.4429, 0.0390, -0.7566, 0.3744, -0.6864
8.72231, -4.948, -0.003, 515.0903, -2.4429, 0.0312, -0.7254, 0.3744, -0.7020
8.72426, -4.917, -0.003, 515.0903, -2.4435, 0.0312, -0.7176, 0.3978, -0.7254
8.72571, -4.889, -0.002, 515.0903, -2.4435, 0.0624, -0.7254, 0.3822, -0.7332
8.72724, -4.856, -0.001, 515.0903, -2.4435, 0.0390, -0.7410, 0.3900, -0.7332
8.72877, -4.818, 0.000, 515.0903, -2.4442, 0.0156, -0.7254, 0.4056, -0.7410
8.73033, -4.775, 0.002, 515.0903, -2.4448, 0.0312, -0.7332, 0.3822, -0.7410
8.73231, -4.713, 0.001, 515.2212, -2.4454, 0.0546, -0.7332, 0.3588, -0.7410
8.73427, -4.646, -0.002, 515.2212, -2.4460, 0.0546, -0.7488, 0.3588, -0.7020
8.73629, -4.569, -0.003, 515.2212, -2.4473, 0.0312, -0.7488, 0.3666, -0.7332
8.73826, -4.487, -0.002, 515.2212, -2.4486, 0.0624, -0.7644, 0.3588, -0.7410
8.74025, -4.398, 0.000, 515.2212, -2.4498, 0.0468, -0.7410, 0.3510, -0.7020
8.74228, -4.300, 0.002, 515.2212, -2.4511, 0.0468, -0.7488, 0.3744, -0.7176
8.74426, -4.197, 0.001, 515.3521, -2.4523, 0.0312, -0.7332, 0.3510, -0.7176
8.74629, -4.086, -0.001, 515.3521, -2.4542, 0.0312, -0.7332, 0.3822, -0.7332
8.74826, -3.971, -0.002, 515.3521, -2.4555, 0.0624, -0.7410, 0.4212, -0.7566
8.75030, -3.846, -0.001, 515.3521, -2.4574, 0.0546, -0.7488, 0.3978, -0.7488
8.75225, -3.721, 0.000, 515.3521, -2.4599, 0.0468, -0.7644, 0.4056, -0.7722
8.75430, -3.584, 0.002, 515.3521, -2.4618, 0.0546, -0.7644, 0.3588, -0.7566
8.75626, -3.447, 0.001, 515.4830, -2.4636, 0.0234, -0.7722, 0.3510, -0.7410
8.75826, -3.302, -0.001, 515.4830, -2.4662, 0.0780, -0.8034, 0.3588, -0.7332
8.76027, -3.151, -0.002, 515.4830, -2.4687, 0.0468, -0.7878, 0.3510, -0.7332
8.76231, -2.993, -0.001, 515.4830, -2.4712, 0.0546, -0.7644, 0.3666, -0.7332
8.76427, -2.836, 0.000, 515.4830, -2.4743, 0.0312, -0.7800, 0.3588, -0.7488
8.76625, -2.674, 0.003, 515.6139, -2.4768, 0.0468, -0.7488, 0.3900, -0.7488
8.76825, -2.505, -0.001, 515.6139, -2.4800, 0.0234, -0.7644, 0.3900, -0.7644
8.77027, -2.332, -0.003, 515.6139, -2.4831, 0.0390, -0.7878, 0.4056, -0.7878
8.77231, -2.152, -0.002, 515.6139, -2.4863, 0.0546, -0.8112, 0.3900, -0.8034
8.77425, -1.979, -0.001, 515.6139, -2.4894, 0.0624, -0.8112, 0.3744, -0.7800
8.77626, -1.795, 0.001, 515.6139, -2.4932, 0.0546, -0.8580, 0.3354, -0.7722
8.77830, -1.607, 0.003, 515.7448, -2.4969, 0.0234, -0.8580, 0.3276, -0.7644
8.78029, -1.420, -0.001, 515.7448, -2.5007, 0.0312, -0.8502, 0.3120, -0.7488
8.78233, -1.226, -0.002, 515.7448, -2.5045, 0.0468, -0.8502, 0.3276, -0.7644
8.78426, -1.041, -0.001, 515.7448, -2.5082, 0.0468, -0.8580, 0.3666, -0.8112
8.78632, -0.842, 0.001, 515.7448, -2.5120, 0.0234, -0.8580, 0.3666, -0.8034
8.78825, -0.653, 0.002, 515.8757, -2.5164, 0.0312, -0.8346, 0.3666, -0.8346
8.79032, -0.451, -0.001, 515.8757, -2.5208, 0.0312, -0.8502, 0.3822, -0.8268
8.79227, -0.259, -0.002, 515.8757, -2.5252, 0.0390, -0.8502, 0.3822, -0.8424
8.79426, -0.063, -0.003, 515.8757, -2.5296, 0.0312, -0.8502, 0.3744, -0.8346
8.79624, 0.132, 0.000, 515.8757, -2.5346, 0.0312, -0.8970, 0.3354, -0.8346
8.79830, 0.334, 0.002, 516.0066, -2.5390, 0.0546, -0.9048, 0.3354, -0.8580
8.80033, 0.534, 0.001, 516.0066, -2.5441, 0.0546, -0.9438, 0.3198, -0.8268
8.80231, 0.728, -0.002, 516.0066, -2.5491, 0.0468, -0.9204, 0.3120, -0.8346
8.80426, 0.917, -0.002, 516.0066, -2.5529, 0.0546, -0.9282, 0.3198, -0.8346
8.80571, 1.058, -0.001, 516.0066, -2.5573, 0.0468, -0.9204, 0.3354, -0.8424
8.80743, 1.223, 0.001, 516.0066, -2.5623, 0.0390, -0.9282, 0.3354, -0.8502
8.80931, 1.402, 0.003, 516.1375, -2.5673, 0.0234, -0.9048, 0.3432, -0.8424
8.81127, 1.587, -0.001, 516.1375, -2.5730, 0.0234, -0.9360, 0.3588, -0.8892
8.81331, 1.777, -0.003, 516.1375, -2.5786, 0.0468, -0.9516, 0.3432, -0.8892
8.81526, 1.956, -0.002, 516.1375, -2.5843, 0.0390, -0.9672, 0.3432, -0.8814
8.81729, 2.139, 0.001, 516.1375, -2.5899, 0.0468, -0.9750, 0.3198, -0.8892
8.81926, 2.313, 0.002, 516.2684, -2.5956, 0.0468, -1.0140, 0.3120, -0.8892
8.82126, 2.486, 0.000, 516.2684, -2.6019, 0.0312, -0.9984, 0.2886, -0.8892
8.82325, 2.655, -0.003, 516.2684, -2.6082, 0.0234, -0.9984, 0.2964, -0.8892
8.82529, 2.824, -0.002, 516.2684, -2.6138, 0.0078, -0.9984, 0.2964, -0.9126
8.82726, 2.982, 0.001, 516.2684, -2.6201, 0.0156, -0.9984, 0.3042, -0.9126
8.82929, 3.141, 0.003, 516.3993, -2.6270, 0.0468, -1.0218, 0.3276, -0.9360
8.83126, 3.290, -0.001, 516.3993, -2.6333, 0.0312, -1.0140, 0.3432, -0.9594
8.83329, 3.439, -0.003, 516.3993, -2.6402, 0.0312, -0.9984, 0.3276, -0.9594
8.83530, 3.580, -0.001, 516.3993, -2.6465, 0.0234, -1.0452, 0.3198, -0.9594
8.83725, 3.713, 0.001, 516.3993, -2.6534, 0.0546, -1.0530, 0.2964, -0.9594
8.83925, 3.842, 0.003, 516.5302, -2.6603, 0.0312, -1.0842, 0.2652, -0.9438
8.84129, 3.968, 0.000, 516.5302, -2.6672, 0.0234, -1.0764, 0.2574, -0.9516
