time(s),reference current(A),current(A),cart position(m),pendulum angle(rad)
0.00000, 0.000, 0.000, 0.0000, -3.1416
0.00159, 0.050, 0.000, 0.0000, -3.1416
0.00291, 0.092, 0.000, 0.0000, -3.1416
0.00438, 0.138, 0.000, 0.0000, -3.1416
0.00589, 0.186, 0.020, 0.0000, -3.1416
0.00748, 0.236, 0.054, 0.0000, -3.1416
0.00900, 0.284, 0.112, 0.0000, -3.1416
0.01070, 0.338, 0.112, 0.0000, -3.1416
0.01245, 0.393, 0.176, 0.0001, -3.1416
0.01417, 0.447, 0.239, 0.0001, -3.1416
0.01589, 0.501, 0.313, 0.0001, -3.1416
0.01764, 0.556, 0.371, 0.0001, -3.1416
0.01938, 0.611, 0.440, 0.0002, -3.1416
0.02094, 0.660, 0.503, 0.0003, -3.1416
0.02269, 0.714, 0.503, 0.0003, -3.1408
0.02444, 0.768, 0.567, 0.0004, -3.1408
0.02619, 0.822, 0.635, 0.0005, -3.1408
0.02793, 0.876, 0.703, 0.0007, -3.1408
0.02966, 0.928, 0.762, 0.0008, -3.1408
0.03141, 0.981, 0.830, 0.0010, -3.1400
0.03306, 1.031, 0.894, 0.0012, -3.1392
0.03480, 1.083, 0.894, 0.0013, -3.1384
0.03655, 1.135, 0.957, 0.0016, -3.1377
0.03831, 1.186, 1.026, 0.0018, -3.1369
0.04005, 1.236, 1.084, 0.0021, -3.1369
0.04177, 1.286, 1.138, 0.0024, -3.1369
0.04352, 1.336, 1.201, 0.0027, -3.1361
0.04526, 1.384, 1.255, 0.0030, -3.1353
0.04686, 1.428, 1.255, 0.0034, -3.1337
0.04859, 1.476, 1.319, 0.0038, -3.1322
0.05044, 1.525, 1.372, 0.0043, -3.1314
0.05221, 1.572, 1.436, 0.0048, -3.1306
0.05395, 1.617, 1.514, 0.0053, -3.1298
0.05573, 1.663, 1.568, 0.0058, -3.1290
0.05747, 1.706, 1.626, 0.0064, -3.1275
0.05903, 1.745, 1.656, 0.0071, -3.1259
0.06086, 1.789, 1.656, 0.0078, -3.1243
0.06263, 1.831, 1.700, 0.0084, -3.1227
0.06450, 1.874, 1.744, 0.0092, -3.1196
0.06629, 1.914, 1.797, 0.0101, -3.1180
0.06816, 1.954, 1.871, 0.0110, -3.1165
0.06995, 1.992, 1.934, 0.0119, -3.1141
0.07175, 2.029, 1.963, 0.0128, -3.1133
0.07354, 2.065, 1.993, 0.0138, -3.1110
0.07533, 2.099, 2.032, 0.0149, -3.1078
0.07695, 2.129, 2.095, 0.0160, -3.1055
0.07877, 2.162, 2.095, 0.0171, -3.1015
0.08058, 2.193, 2.134, 0.0183, -3.0992
0.08238, 2.222, 2.154, 0.0196, -3.0968
0.08419, 2.251, 2.203, 0.0209, -3.0945
0.08596, 2.277, 2.247, 0.0223, -3.0913
0.08777, 2.303, 2.276, 0.0237, -3.0882
0.08956, 2.326, 2.295, 0.0252, -3.0843
0.09136, 2.349, 2.339, 0.0268, -3.0803
0.09299, 2.368, 2.364, 0.0284, -3.0764
0.09478, 2.388, 2.364, 0.0299, -3.0733
0.09658, 2.406, 2.393, 0.0316, -3.0693
0.09839, 2.423, 2.418, 0.0334, -3.0646
0.10019, 2.438, 2.442, 0.0353, -3.0615
0.10198, 2.451, 2.457, 0.0372, -3.0568
0.10378, 2.463, 2.457, 0.0392, -3.0528
0.10566, 2.474, 2.457, 0.0413, -3.0481
0.10747, 2.482, 2.379, 0.0434, -3.0426
0.10926, 2.489, 2.320, 0.0455, -3.0379
0.11088, 2.494, 2.320, 0.0478, -3.0324
0.11268, 2.498, 2.164, 0.0498, -3.0293
0.11450, 2.500, 2.085, 0.0521, -3.0230
0.11631, 2.500, 1.954, 0.0545, -3.0183
0.11810, 2.498, 1.915, 0.0568, -3.0144
0.11987, 2.495, 1.797, 0.0592, -3.0081
0.12164, 2.490, 1.758, 0.0616, -3.0034
0.12344, 2.484, 1.617, 0.0641, -2.9971
0.12505, 2.476, 1.578, 0.0666, -2.9916
0.12685, 2.466, 1.578, 0.0692, -2.9869
0.12867, 2.454, 1.475, 0.0715, -2.9806
0.13048, 2.440, 1.416, 0.0742, -2.9751
0.13229, 2.425, 1.397, 0.0768, -2.9688
0.13410, 2.408, 1.309, 0.0795, -2.9641
0.13589, 2.389, 1.309, 0.0821, -2.9578
0.13769, 2.368, 1.221, 0.0848, -2.9523
0.13949, 2.346, 1.182, 0.0876, -2.9468
0.14128, 2.321, 1.162, 0.0903, -2.9397
0.14294, 2.298, 1.094, 0.0931, -2.9335
0.14474, 2.270, 1.094, 0.0956, -2.9287
0.14666, 2.239, 1.079, 0.0985, -2.9209
0.14844, 2.208, 1.040, 0.1014, -2.9154
0.15024, 2.175, 0.987, 0.1041, -2.9107
0.15203, 2.140, 0.991, 0.1070, -2.9044
0.15384, 2.104, 0.962, 0.1098, -2.8981
0.15564, 2.066, 0.928, 0.1127, -2.8926
0.15747, 2.026, 0.923, 0.1156, -2.8856
0.15927, 1.984, 0.855, 0.1185, -2.8793
0.16090, 1.946, 0.821, 0.1215, -2.8730
0.16279, 1.899, 0.821, 0.1242, -2.8667
0.16459, 1.853, 0.835, 0.1271, -2.8612
0.16641, 1.805, 0.821, 0.1300, -2.8557
0.16832, 1.753, 0.816, 0.1331, -2.8502
0.17016, 1.702, 0.816, 0.1361, -2.8431
0.17197, 1.649, 0.781, 0.1391, -2.8369
0.17382, 1.594, 0.747, 0.1421, -2.8298
0.17563, 1.539, 0.742, 0.1451, -2.8235
0.17754, 1.479, 0.723, 0.1483, -2.8172
0.17937, 1.421, 0.708, 0.1512, -2.8117
0.18101, 1.368, 0.723, 0.1542, -2.8062
0.18282, 1.307, 0.723, 0.1569, -2.8007
0.18464, 1.245, 0.723, 0.1599, -2.7952
0.18648, 1.182, 0.698, 0.1630, -2.7882
0.18829, 1.118, 0.698, 0.1660, -2.7819
0.19010, 1.053, 0.684, 0.1690, -2.7756
0.19191, 0.987, 0.654, 0.1720, -2.7693
0.19375, 0.920, 0.654, 0.1751, -2.7630
0.19555, 0.852, 0.669, 0.1781, -2.7583
0.19738, 0.783, 0.654, 0.1811, -2.7528
0.19902, 0.720, 0.650, 0.1841, -2.7473
0.20084, 0.650, 0.650, 0.1871, -2.7426
0.20265, 0.579, 0.654, 0.1899, -2.7355
0.20445, 0.508, 0.625, 0.1929, -2.7293
0.20629, 0.435, 0.611, 0.1960, -2.7230
0.20810, 0.363, 0.620, 0.1990, -2.7175
0.20992, 0.290, 0.562, 0.2021, -2.7120
0.21172, 0.216, 0.459, 0.2050, -2.7065
0.21353, 0.143, 0.313, 0.2080, -2.7026
0.21534, 0.069, 0.220, 0.2110, -2.6963
0.21698, 0.002, 0.122, 0.2140, -2.6908
0.21889, -0.076, 0.044, 0.2171, -2.6853
0.22071, -0.151, 0.044, 0.2198, -2.6790
0.22254, -0.226, 0.020, 0.2228, -2.6727
0.22438, -0.302, -0.029, 0.2257, -2.6680
0.22621, -0.376, -0.107, 0.2287, -2.6641
0.22805, -0.452, -0.166, 0.2315, -2.6594
0.22989, -0.527, -0.269, 0.2344, -2.6554
0.23183, -0.605, -0.376, 0.2373, -2.6499
0.23367, -0.679, -0.430, 0.2402, -2.6436
0.23561, -0.757, -0.547, 0.2431, -2.6389
0.23743, -0.829, -0.620, 0.2458, -2.6334
0.23926, -0.901, -0.689, 0.2485, -2.6279
0.24092, -0.965, -0.806, 0.2511, -2.6240
0.24275, -1.036, -0.806, 0.2535, -2.6224
0.24455, -1.105, -0.855, 0.2560, -2.6185
0.24649, -1.178, -0.947, 0.2586, -2.6146
0.24843, -1.249, -1.031, 0.2612, -2.6114
0.25027, -1.316, -1.079, 0.2636, -2.6059
0.25213, -1.383, -1.201, 0.2659, -2.6020
0.25407, -1.450, -1.236, 0.2684, -2.5981
0.25587, -1.512, -1.353, 0.2706, -2.5950
0.25770, -1.574, -1.397, 0.2728, -2.5918
0.25953, -1.634, -1.495, 0.2749, -2.5895
0.26136, -1.693, -1.529, 0.2769, -2.5879
0.26304, -1.745, -1.631, 0.2789, -2.5847
0.26487, -1.800, -1.675, 0.2808, -2.5832
0.26673, -1.855, -1.675, 0.2824, -2.5800
0.26858, -1.908, -1.758, 0.2842, -2.5769
0.27043, -1.958, -1.812, 0.2860, -2.5753
0.27228, -2.007, -1.885, 0.2876, -2.5730
0.27413, -2.054, -1.939, 0.2892, -2.5722
0.27598, -2.099, -1.988, 0.2907, -2.5714
0.27783, -2.142, -2.042, 0.2921, -2.5706
0.27966, -2.182, -2.090, 0.2934, -2.5698
0.28153, -2.221, -2.149, 0.2946, -2.5698
0.28338, -2.257, -2.183, 0.2958, -2.5682
0.28506, -2.287, -2.227, 0.2969, -2.5675
0.28691, -2.319, -2.281, 0.2978, -2.5675
0.28885, -2.350, -2.281, 0.2988, -2.5675
0.29070, -2.376, -2.330, 0.2995, -2.5675
0.29256, -2.400, -2.359, 0.3003, -2.5682
0.29439, -2.422, -2.364, 0.3009, -2.5690
0.29625, -2.441, -2.403, 0.3015, -2.5714
0.29809, -2.457, -2.432, 0.3019, -2.5714
0.29995, -2.471, -2.462, 0.3023, -2.5730
0.30180, -2.482, -2.496, 0.3026, -2.5745
0.30364, -2.491, -2.520, 0.3028, -2.5753
0.30549, -2.497, -2.535, 0.3030, -2.5769
0.30732, -2.500, -2.525, 0.3030, -2.5808
0.30899, -2.500, -2.525, 0.3030, -2.5824
0.31093, -2.497, -2.510, 0.3028, -2.5847
0.31276, -2.492, -2.510, 0.3026, -2.5887
0.31470, -2.484, -2.515, 0.3023, -2.5910
0.31655, -2.473, -2.520, 0.3020, -2.5934
0.31841, -2.459, -2.530, 0.3015, -2.5965
0.32027, -2.443, -2.525, 0.3010, -2.6005
0.32210, -2.424, -2.525, 0.3005, -2.6036
0.32394, -2.402, -2.520, 0.2998, -2.6075
0.32579, -2.377, -2.510, 0.2991, -2.6130
0.32761, -2.350, -2.452, 0.2982, -2.6169
0.32947, -2.319, -2.398, 0.2974, -2.6217
0.33131, -2.286, -2.354, 0.2964, -2.6256
0.33300, -2.254, -2.359, 0.2954, -2.6303
0.33484, -2.216, -2.359, 0.2943, -2.6350
0.33669, -2.175, -2.369, 0.2933, -2.6397
0.33855, -2.131, -2.310, 0.2922, -2.6452
0.34041, -2.085, -2.217, 0.2909, -2.6499
0.34227, -2.036, -2.188, 0.2895, -2.6570
0.34414, -1.984, -2.164, 0.2881, -2.6625
0.34599, -1.931, -2.095, 0.2867, -2.6680
0.34784, -1.874, -2.027, 0.2852, -2.6751
0.34968, -1.816, -1.988, 0.2837, -2.6813
0.35163, -1.753, -1.934, 0.2821, -2.6861
0.35344, -1.691, -1.856, 0.2805, -2.6931
0.35526, -1.627, -1.788, 0.2788, -2.7002
0.35693, -1.566, -1.714, 0.2771, -2.7065
0.35877, -1.498, -1.714, 0.2755, -2.7128
0.36061, -1.428, -1.646, 0.2737, -2.7206
0.36242, -1.356, -1.573, 0.2719, -2.7269
0.36427, -1.282, -1.514, 0.2700, -2.7332
0.36609, -1.207, -1.421, 0.2681, -2.7403
0.36794, -1.129, -1.343, 0.2662, -2.7473
0.36980, -1.049, -1.250, 0.2642, -2.7552
0.37163, -0.969, -1.158, 0.2622, -2.7630
0.37348, -0.887, -1.094, 0.2602, -2.7701
0.37531, -0.805, -0.972, 0.2582, -2.7780
0.37695, -0.730, -0.913, 0.2562, -2.7858
0.37880, -0.645, -0.913, 0.2543, -2.7921
0.38064, -0.559, -0.791, 0.2522, -2.8007
0.38256, -0.468, -0.723, 0.2500, -2.8086
0.38441, -0.380, -0.611, 0.2479, -2.8156
0.38626, -0.292, -0.532, 0.2458, -2.8243
0.38811, -0.203, -0.410, 0.2437, -2.8314
0.38991, -0.115, -0.322, 0.2416, -2.8408
0.39186, -0.021, -0.210, 0.2394, -2.8486
0.39379, 0.074, -0.122, 0.2372, -2.8573
0.39562, 0.163, -0.049, 0.2351, -2.8651
0.39745, 0.252, 0.010, 0.2331, -2.8730
0.39905, 0.330, 0.068, 0.2311, -2.8801
0.40084, 0.416, 0.068, 0.2291, -2.8863
0.40265, 0.504, 0.171, 0.2273, -2.8950
0.40446, 0.590, 0.274, 0.2253, -2.9028
0.40629, 0.678, 0.381, 0.2234, -2.9107
0.40807, 0.762, 0.474, 0.2215, -2.9193
0.40988, 0.846, 0.571, 0.2196, -2.9256
0.41171, 0.931, 0.674, 0.2178, -2.9335
0.41349, 1.012, 0.777, 0.2160, -2.9405
0.41529, 1.093, 0.869, 0.2142, -2.9476
0.41703, 1.171, 0.967, 0.2124, -2.9555
0.41885, 1.250, 0.967, 0.2107, -2.9641
0.42068, 1.328, 1.060, 0.2092, -2.9688
0.42250, 1.404, 1.148, 0.2076, -2.9767
0.42433, 1.479, 1.245, 0.2061, -2.9853
0.42614, 1.551, 1.333, 0.2046, -2.9900
0.42806, 1.626, 1.421, 0.2031, -2.9979
0.42997, 1.697, 1.509, 0.2017, -3.0049
0.43180, 1.764, 1.582, 0.2005, -3.0104
0.43357, 1.826, 1.665, 0.1993, -3.0175
0.43539, 1.887, 1.758, 0.1981, -3.0238
0.43704, 1.941, 1.822, 0.1970, -3.0285
0.43885, 1.998, 1.822, 0.1961, -3.0348
0.44066, 2.052, 1.875, 0.1952, -3.0411
0.44250, 2.103, 1.954, 0.1944, -3.0466
0.44433, 2.152, 2.042, 0.1936, -3.0513
0.44615, 2.198, 2.110, 0.1928, -3.0560
0.44799, 2.241, 2.139, 0.1922, -3.0615
0.44984, 2.282, 2.168, 0.1917, -3.0662
0.45164, 2.318, 2.227, 0.1913, -3.0717
