time(s),reference current(A),current(A),cart position(m),pendulum angle(rad)
0.00000, 0.000, 0.000, 0.0000, -3.1416
0.00159, 0.050, 0.000, 0.0000, -3.1416
0.00291, 0.092, 0.000, 0.0000, -3.1416
0.00439, 0.138, 0.000, 0.0000, -3.1416
0.00588, 0.185, 0.015, 0.0000, -3.1416
0.00750, 0.237, 0.059, 0.0000, -3.1416
0.00894, 0.282, 0.107, 0.0000, -3.1416
0.01056, 0.333, 0.107, 0.0000, -3.1416
0.01229, 0.388, 0.176, 0.0000, -3.1416
0.01401, 0.442, 0.244, 0.0000, -3.1416
0.01575, 0.497, 0.303, 0.0001, -3.1416
0.01747, 0.551, 0.371, 0.0001, -3.1416
0.01902, 0.600, 0.435, 0.0001, -3.1416
0.02076, 0.654, 0.435, 0.0002, -3.1416
0.02249, 0.708, 0.503, 0.0002, -3.1416
0.02424, 0.762, 0.576, 0.0003, -3.1408
0.02598, 0.816, 0.645, 0.0003, -3.1408
0.02781, 0.872, 0.703, 0.0004, -3.1408
0.02951, 0.924, 0.767, 0.0005, -3.1400
0.03107, 0.971, 0.830, 0.0006, -3.1400
0.03282, 1.024, 0.830, 0.0008, -3.1400
0.03457, 1.076, 0.894, 0.0009, -3.1392
0.03631, 1.128, 0.952, 0.0011, -3.1392
0.03808, 1.179, 1.011, 0.0013, -3.1392
0.03982, 1.230, 1.074, 0.0015, -3.1377
0.04159, 1.281, 1.138, 0.0018, -3.1369
0.04331, 1.329, 1.201, 0.0021, -3.1361
0.04488, 1.374, 1.201, 0.0024, -3.1353
0.04663, 1.422, 1.265, 0.0027, -3.1353
0.04841, 1.471, 1.319, 0.0031, -3.1353
0.05017, 1.518, 1.382, 0.0035, -3.1345
0.05191, 1.564, 1.446, 0.0039, -3.1330
0.05365, 1.610, 1.509, 0.0044, -3.1322
0.05539, 1.654, 1.563, 0.0049, -3.1298
0.05697, 1.694, 1.607, 0.0055, -3.1282
0.05873, 1.737, 1.607, 0.0060, -3.1275
0.06048, 1.780, 1.651, 0.0066, -3.1251
0.06224, 1.821, 1.705, 0.0073, -3.1251
0.06403, 1.863, 1.748, 0.0080, -3.1235
0.06583, 1.903, 1.802, 0.0087, -3.1204
0.06760, 1.942, 1.875, 0.0096, -3.1204
0.06937, 1.980, 1.929, 0.0104, -3.1180
0.07101, 2.014, 1.963, 0.0113, -3.1149
0.07281, 2.050, 1.963, 0.0121, -3.1133
0.07460, 2.085, 1.993, 0.0132, -3.1110
0.07641, 2.119, 2.022, 0.0142, -3.1070
0.07829, 2.153, 2.090, 0.0154, -3.1055
0.08010, 2.185, 2.134, 0.0165, -3.1047
0.08199, 2.216, 2.164, 0.0177, -3.1007
0.08379, 2.244, 2.198, 0.0190, -3.0976
0.08560, 2.272, 2.252, 0.0203, -3.0945
0.08737, 2.297, 2.276, 0.0217, -3.0905
0.08901, 2.319, 2.286, 0.0232, -3.0874
0.09080, 2.342, 2.286, 0.0245, -3.0858
0.09263, 2.364, 2.335, 0.0261, -3.0819
0.09443, 2.384, 2.369, 0.0276, -3.0772
0.09625, 2.403, 2.388, 0.0293, -3.0740
0.09805, 2.420, 2.418, 0.0311, -3.0701
0.09992, 2.436, 2.432, 0.0329, -3.0662
0.10173, 2.449, 2.457, 0.0348, -3.0615
0.10350, 2.461, 2.471, 0.0366, -3.0583
0.10532, 2.472, 2.481, 0.0386, -3.0528
0.10696, 2.480, 2.481, 0.0406, -3.0481
0.10877, 2.488, 2.481, 0.0426, -3.0442
0.11057, 2.493, 2.413, 0.0447, -3.0387
0.11239, 2.497, 2.330, 0.0469, -3.0348
0.11422, 2.499, 2.159, 0.0491, -3.0301
0.11599, 2.500, 2.105, 0.0514, -3.0261
0.11780, 2.499, 1.983, 0.0537, -3.0199
0.11959, 2.496, 1.924, 0.0561, -3.0136
0.12135, 2.491, 1.792, 0.0585, -3.0096
0.12299, 2.485, 1.729, 0.0609, -3.0026
0.12478, 2.478, 1.729, 0.0631, -2.9979
0.12656, 2.468, 1.651, 0.0656, -2.9924
0.12837, 2.456, 1.573, 0.0682, -2.9877
0.13018, 2.443, 1.538, 0.0708, -2.9822
0.13198, 2.428, 1.426, 0.0734, -2.9774
0.13380, 2.411, 1.421, 0.0760, -2.9712
0.13559, 2.392, 1.333, 0.0786, -2.9641
0.13736, 2.372, 1.289, 0.0813, -2.9586
0.13901, 2.352, 1.265, 0.0840, -2.9523
0.14080, 2.328, 1.265, 0.0865, -2.9468
0.14262, 2.302, 1.177, 0.0892, -2.9421
0.14442, 2.275, 1.172, 0.0919, -2.9366
0.14623, 2.246, 1.128, 0.0947, -2.9303
0.14806, 2.214, 1.094, 0.0975, -2.9240
0.14988, 2.182, 1.094, 0.1004, -2.9178
0.15167, 2.148, 1.021, 0.1032, -2.9107
0.15345, 2.112, 0.977, 0.1060, -2.9044
0.15526, 2.074, 0.977, 0.1088, -2.8989
0.15690, 2.039, 0.977, 0.1117, -2.8926
0.15869, 1.998, 0.933, 0.1142, -2.8895
0.16051, 1.955, 0.923, 0.1171, -2.8824
0.16232, 1.911, 0.918, 0.1201, -2.8761
0.16412, 1.865, 0.855, 0.1230, -2.8691
0.16594, 1.818, 0.835, 0.1259, -2.8620
0.16784, 1.766, 0.835, 0.1290, -2.8565
0.16965, 1.716, 0.811, 0.1319, -2.8502
0.17146, 1.664, 0.816, 0.1348, -2.8447
0.17328, 1.610, 0.811, 0.1378, -2.8392
0.17494, 1.560, 0.767, 0.1408, -2.8329
0.17675, 1.504, 0.767, 0.1435, -2.8266
0.17858, 1.446, 0.757, 0.1465, -2.8204
0.18041, 1.387, 0.762, 0.1495, -2.8141
0.18221, 1.328, 0.733, 0.1524, -2.8086
0.18401, 1.267, 0.723, 0.1554, -2.8031
0.18582, 1.205, 0.733, 0.1584, -2.7968
0.18763, 1.141, 0.713, 0.1613, -2.7905
0.18946, 1.076, 0.703, 0.1644, -2.7842
0.19127, 1.011, 0.708, 0.1674, -2.7787
0.19290, 0.951, 0.694, 0.1704, -2.7732
0.19472, 0.883, 0.694, 0.1731, -2.7677
0.19654, 0.815, 0.684, 0.1761, -2.7615
0.19834, 0.746, 0.689, 0.1791, -2.7552
0.20018, 0.675, 0.679, 0.1821, -2.7489
0.20198, 0.605, 0.659, 0.1851, -2.7434
0.20380, 0.534, 0.659, 0.1882, -2.7379
0.20562, 0.462, 0.654, 0.1912, -2.7324
0.20743, 0.390, 0.625, 0.1943, -2.7269
0.20907, 0.324, 0.567, 0.1972, -2.7206
0.21096, 0.247, 0.449, 0.2004, -2.7143
0.21287, 0.170, 0.449, 0.2035, -2.7081
0.21469, 0.096, 0.322, 0.2062, -2.7033
0.21650, 0.022, 0.205, 0.2092, -2.6986
0.21830, -0.052, 0.122, 0.2121, -2.6931
0.22013, -0.127, 0.063, 0.2151, -2.6884
0.22195, -0.202, 0.005, 0.2180, -2.6829
0.22376, -0.276, -0.034, 0.2210, -2.6766
0.22561, -0.352, -0.088, 0.2239, -2.6711
0.22744, -0.427, -0.195, 0.2268, -2.6656
0.22928, -0.502, -0.269, 0.2296, -2.6609
0.23093, -0.568, -0.352, 0.2325, -2.6562
0.23278, -0.643, -0.352, 0.2350, -2.6531
0.23460, -0.716, -0.464, 0.2377, -2.6484
0.23646, -0.790, -0.518, 0.2405, -2.6429
0.23830, -0.863, -0.620, 0.2432, -2.6374
0.24013, -0.935, -0.713, 0.2458, -2.6334
0.24196, -1.005, -0.762, 0.2484, -2.6287
0.24381, -1.076, -0.884, 0.2510, -2.6248
0.24563, -1.145, -0.938, 0.2535, -2.6217
0.24747, -1.214, -1.026, 0.2559, -2.6169
0.24931, -1.281, -1.109, 0.2583, -2.6138
0.25095, -1.341, -1.172, 0.2607, -2.6114
0.25277, -1.405, -1.172, 0.2627, -2.6067
0.25464, -1.470, -1.275, 0.2650, -2.6036
0.25649, -1.533, -1.319, 0.2672, -2.5997
0.25834, -1.595, -1.421, 0.2694, -2.5965
0.26021, -1.656, -1.460, 0.2715, -2.5942
0.26215, -1.717, -1.568, 0.2735, -2.5918
0.26400, -1.774, -1.607, 0.2755, -2.5895
0.26586, -1.830, -1.695, 0.2773, -2.5871
0.26780, -1.886, -1.748, 0.2792, -2.5840
0.26965, -1.937, -1.807, 0.2809, -2.5832
0.27149, -1.987, -1.880, 0.2826, -2.5824
0.27335, -2.035, -1.934, 0.2841, -2.5792
0.27502, -2.076, -1.993, 0.2857, -2.5777
0.27695, -2.122, -2.042, 0.2871, -2.5769
0.27882, -2.164, -2.042, 0.2885, -2.5753
0.28077, -2.205, -2.100, 0.2896, -2.5745
0.28263, -2.242, -2.139, 0.2908, -2.5745
0.28451, -2.278, -2.173, 0.2919, -2.5745
0.28638, -2.310, -2.232, 0.2929, -2.5737
0.28824, -2.340, -2.291, 0.2938, -2.5737
0.29010, -2.368, -2.310, 0.2946, -2.5730
0.29197, -2.393, -2.335, 0.2954, -2.5737
0.29383, -2.416, -2.374, 0.2960, -2.5753
0.29564, -2.435, -2.413, 0.2966, -2.5777
0.29750, -2.452, -2.452, 0.2970, -2.5777
0.29935, -2.467, -2.471, 0.2974, -2.5785
0.30101, -2.478, -2.486, 0.2977, -2.5800
0.30287, -2.488, -2.486, 0.2979, -2.5816
0.30472, -2.494, -2.501, 0.2980, -2.5832
0.30655, -2.499, -2.520, 0.2981, -2.5847
0.30841, -2.500, -2.520, 0.2981, -2.5863
0.31024, -2.499, -2.515, 0.2979, -2.5895
0.31216, -2.494, -2.525, 0.2977, -2.5934
0.31404, -2.487, -2.535, 0.2974, -2.5965
0.31592, -2.477, -2.545, 0.2971, -2.6005
0.31774, -2.465, -2.510, 0.2967, -2.6028
0.31966, -2.448, -2.496, 0.2961, -2.6059
0.32150, -2.430, -2.481, 0.2955, -2.6083
0.32336, -2.409, -2.496, 0.2948, -2.6122
0.32530, -2.384, -2.496, 0.2941, -2.6177
0.32699, -2.359, -2.486, 0.2933, -2.6224
0.32885, -2.330, -2.486, 0.2924, -2.6272
0.33072, -2.297, -2.432, 0.2915, -2.6319
0.33259, -2.262, -2.359, 0.2905, -2.6350
0.33446, -2.224, -2.335, 0.2894, -2.6397
0.33631, -2.183, -2.335, 0.2883, -2.6460
0.33818, -2.140, -2.310, 0.2870, -2.6491
0.34005, -2.094, -2.237, 0.2858, -2.6562
0.34189, -2.046, -2.173, 0.2845, -2.6625
0.34376, -1.995, -2.159, 0.2831, -2.6680
0.34559, -1.942, -2.100, 0.2816, -2.6735
0.34744, -1.887, -2.022, 0.2801, -2.6798
0.34927, -1.830, -1.988, 0.2786, -2.6853
0.35095, -1.775, -1.924, 0.2770, -2.6916
0.35279, -1.713, -1.924, 0.2755, -2.6986
0.35465, -1.649, -1.861, 0.2738, -2.7041
0.35650, -1.582, -1.792, 0.2721, -2.7104
0.35835, -1.514, -1.724, 0.2704, -2.7175
0.36016, -1.445, -1.656, 0.2686, -2.7230
0.36199, -1.373, -1.558, 0.2667, -2.7308
0.36384, -1.299, -1.499, 0.2648, -2.7387
0.36567, -1.224, -1.411, 0.2629, -2.7457
0.36763, -1.142, -1.338, 0.2609, -2.7544
0.36948, -1.063, -1.265, 0.2589, -2.7607
0.37129, -0.984, -1.162, 0.2569, -2.7670
0.37305, -0.907, -1.089, 0.2548, -2.7764
0.37490, -0.824, -0.977, 0.2527, -2.7827
0.37672, -0.741, -0.977, 0.2509, -2.7905
0.37856, -0.656, -0.918, 0.2488, -2.7984
0.38042, -0.569, -0.796, 0.2467, -2.8054
0.38227, -0.482, -0.728, 0.2446, -2.8133
0.38412, -0.394, -0.606, 0.2425, -2.8219
0.38595, -0.306, -0.527, 0.2404, -2.8290
0.38787, -0.214, -0.415, 0.2382, -2.8376
0.38971, -0.125, -0.322, 0.2361, -2.8447
0.39153, -0.036, -0.225, 0.2340, -2.8526
0.39345, 0.057, -0.122, 0.2318, -2.8620
0.39526, 0.145, -0.049, 0.2297, -2.8698
0.39692, 0.226, 0.015, 0.2276, -2.8769
0.39874, 0.314, 0.015, 0.2258, -2.8848
0.40055, 0.402, 0.068, 0.2238, -2.8926
0.40245, 0.494, 0.171, 0.2217, -2.8997
0.40426, 0.581, 0.264, 0.2198, -2.9083
0.40607, 0.667, 0.386, 0.2178, -2.9154
0.40787, 0.752, 0.474, 0.2159, -2.9225
0.40968, 0.837, 0.581, 0.2141, -2.9311
0.41147, 0.920, 0.674, 0.2122, -2.9374
0.41327, 1.002, 0.772, 0.2104, -2.9452
0.41492, 1.077, 0.874, 0.2087, -2.9539
0.41673, 1.157, 0.874, 0.2071, -2.9594
0.41854, 1.236, 0.972, 0.2054, -2.9672
0.42036, 1.314, 1.055, 0.2038, -2.9743
0.42217, 1.390, 1.153, 0.2022, -2.9798
0.42398, 1.465, 1.241, 0.2007, -2.9861
0.42578, 1.537, 1.328, 0.1993, -2.9955
0.42759, 1.607, 1.426, 0.1978, -3.0018
0.42939, 1.676, 1.509, 0.1965, -3.0081
0.43101, 1.735, 1.587, 0.1952, -3.0144
0.43284, 1.800, 1.587, 0.1940, -3.0183
0.43468, 1.864, 1.661, 0.1930, -3.0246
0.43648, 1.923, 1.744, 0.1919, -3.0324
0.43841, 1.984, 1.827, 0.1908, -3.0379
0.44026, 2.040, 1.880, 0.1899, -3.0434
0.44209, 2.092, 1.939, 0.1890, -3.0497
0.44391, 2.141, 2.027, 0.1883, -3.0544
0.44576, 2.189, 2.095, 0.1876, -3.0583
0.44760, 2.232, 2.149, 0.1869, -3.0631
0.44943, 2.273, 2.188, 0.1864, -3.0678
0.45107, 2.307, 2.222, 0.1859, -3.0733
