#time, u, target_x, x, q
24.27450, -0.733, 0.0576, 0.0536, 0.0071
24.27955, -0.778, 0.0572, 0.0530, 0.0086
24.28450, -0.733, 0.0568, 0.0523, 0.0086
24.28956, -0.823, 0.0564, 0.0516, 0.0086
24.29450, -0.733, 0.0560, 0.0510, 0.0086
24.29955, -0.778, 0.0556, 0.0504, 0.0086
24.30449, -0.733, 0.0552, 0.0498, 0.0102
24.30955, -0.733, 0.0548, 0.0491, 0.0094
24.31449, -0.144, 0.0544, 0.0485, 0.0102
24.31955, 0.489, 0.0540, 0.0479, 0.0094
24.32449, 0.399, 0.0536, 0.0474, 0.0094
24.32955, -0.416, 0.0532, 0.0469, 0.0094
24.33450, -0.733, 0.0528, 0.0463, 0.0094
24.33955, -0.733, 0.0524, 0.0459, 0.0094
24.34449, -0.687, 0.0520, 0.0454, 0.0094
24.34955, -0.733, 0.0516, 0.0449, 0.0094
24.35450, -0.733, 0.0512, 0.0444, 0.0094
24.35956, -0.733, 0.0508, 0.0439, 0.0094
24.36450, -0.733, 0.0504, 0.0435, 0.0094
24.36956, -0.778, 0.0500, 0.0430, 0.0094
24.37450, -0.733, 0.0496, 0.0425, 0.0086
24.37955, -0.733, 0.0492, 0.0421, 0.0086
24.38449, -0.733, 0.0488, 0.0416, 0.0086
24.38955, -0.733, 0.0484, 0.0411, 0.0086
24.39450, -0.733, 0.0480, 0.0407, 0.0079
24.39955, -0.733, 0.0476, 0.0402, 0.0079
24.40450, -0.733, 0.0472, 0.0398, 0.0079
24.40955, -0.778, 0.0468, 0.0393, 0.0079
24.41449, -0.733, 0.0464, 0.0389, 0.0079
24.41955, -0.778, 0.0460, 0.0384, 0.0079
24.42450, -0.733, 0.0456, 0.0380, 0.0086
24.42956, -0.778, 0.0452, 0.0375, 0.0071
24.43450, -0.778, 0.0448, 0.0371, 0.0079
24.43956, -0.687, 0.0444, 0.0365, 0.0071
24.44450, -0.778, 0.0440, 0.0361, 0.0071
24.44955, -0.687, 0.0436, 0.0356, 0.0071
24.45449, -0.733, 0.0432, 0.0351, 0.0079
24.45955, -0.733, 0.0428, 0.0346, 0.0079
24.46450, -0.733, 0.0424, 0.0341, 0.0071
24.46955, -0.778, 0.0420, 0.0336, 0.0079
24.47449, -0.733, 0.0416, 0.0331, 0.0071
24.47955, -0.778, 0.0412, 0.0326, 0.0079
24.48449, -0.733, 0.0408, 0.0321, 0.0079
24.48955, 0.082, 0.0404, 0.0317, 0.0086
24.49450, 0.444, 0.0400, 0.0312, 0.0079
24.49956, 0.399, 0.0396, 0.0308, 0.0079
24.50450, 0.444, 0.0392, 0.0304, 0.0079
24.50955, -0.506, 0.0388, 0.0300, 0.0071
24.51450, -0.733, 0.0384, 0.0297, 0.0071
24.51955, -0.733, 0.0380, 0.0293, 0.0071
24.52449, -0.778, 0.0376, 0.0289, 0.0071
24.52956, -0.733, 0.0372, 0.0286, 0.0063
24.53450, -0.733, 0.0368, 0.0282, 0.0063
24.53956, -0.733, 0.0364, 0.0279, 0.0063
24.54450, -0.733, 0.0360, 0.0276, 0.0055
24.54955, -0.733, 0.0356, 0.0273, 0.0055
24.55449, -0.733, 0.0352, 0.0269, 0.0055
24.55955, -0.778, 0.0348, 0.0266, 0.0055
24.56449, -0.733, 0.0344, 0.0263, 0.0039
24.56955, -0.733, 0.0340, 0.0259, 0.0047
24.57449, -0.733, 0.0336, 0.0256, 0.0039
24.57955, -0.778, 0.0332, 0.0253, 0.0031
24.58449, -0.733, 0.0328, 0.0249, 0.0031
24.58955, -1.548, 0.0324, 0.0246, 0.0039
24.59450, -1.819, 0.0320, 0.0242, 0.0031
24.59955, -1.004, 0.0316, 0.0239, 0.0024
24.60449, -0.733, 0.0312, 0.0235, 0.0024
24.60956, -0.778, 0.0308, 0.0231, 0.0031
24.61449, -0.733, 0.0304, 0.0227, 0.0016
24.61955, -0.733, 0.0300, 0.0224, 0.0024
24.62450, -0.687, 0.0296, 0.0220, 0.0024
24.62956, -0.733, 0.0292, 0.0216, 0.0024
24.63450, -0.733, 0.0288, 0.0212, 0.0016
24.63955, -0.733, 0.0284, 0.0208, 0.0016
24.64449, -0.733, 0.0280, 0.0204, 0.0024
24.64956, -0.733, 0.0276, 0.0200, 0.0016
24.65450, -0.733, 0.0272, 0.0196, 0.0016
24.65955, -0.733, 0.0268, 0.0192, 0.0016
24.66450, -0.733, 0.0264, 0.0188, 0.0016
24.66955, -0.778, 0.0260, 0.0184, 0.0016
24.67449, -0.733, 0.0256, 0.0180, 0.0016
24.67956, -0.733, 0.0252, 0.0176, 0.0016
24.68450, -0.733, 0.0248, 0.0172, 0.0016
24.68955, -0.733, 0.0244, 0.0168, 0.0008
24.69449, -0.733, 0.0240, 0.0164, 0.0008
24.69955, -0.733, 0.0236, 0.0159, 0.0016
24.70449, -0.778, 0.0232, 0.0155, 0.0008
24.70956, -0.733, 0.0228, 0.0151, 0.0008
24.71450, -0.733, 0.0224, 0.0146, 0.0016
24.71955, -0.778, 0.0220, 0.0142, 0.0008
24.72449, -0.778, 0.0216, 0.0138, 0.0008
24.72955, -0.778, 0.0212, 0.0133, 0.0016
24.73449, -0.733, 0.0208, 0.0129, 0.0008
24.73956, -0.733, 0.0204, 0.0125, 0.0016
24.74450, -0.733, 0.0200, 0.0121, 0.0000
24.74956, -0.733, 0.0196, 0.0117, 0.0008
24.75450, -0.733, 0.0192, 0.0113, 0.0016
24.75956, -0.778, 0.0188, 0.0109, 0.0008
24.76450, -0.687, 0.0184, 0.0105, 0.0000
24.76956, -0.778, 0.0180, 0.0102, 0.0016
24.77449, -0.778, 0.0176, 0.0098, 0.0008
24.77955, -0.778, 0.0172, 0.0095, 0.0000
24.78449, -0.733, 0.0168, 0.0091, -0.0008
24.78956, -0.778, 0.0164, 0.0088, 0.0008
24.79449, -1.321, 0.0160, 0.0085, -0.0016
24.79955, -1.004, 0.0156, 0.0082, -0.0008
24.80449, -1.276, 0.0152, 0.0078, -0.0008
24.80955, -1.819, 0.0148, 0.0075, -0.0008
24.81449, -1.774, 0.0144, 0.0071, -0.0016
24.81955, -1.774, 0.0140, 0.0067, -0.0016
24.82449, -1.774, 0.0136, 0.0063, -0.0008
24.82955, -1.004, 0.0132, 0.0058, -0.0016
24.83450, -0.778, 0.0128, 0.0055, -0.0016
24.83955, -0.733, 0.0124, 0.0050, -0.0016
24.84449, -0.778, 0.0120, 0.0046, -0.0008
24.84955, -0.778, 0.0116, 0.0042, -0.0024
24.85450, -0.778, 0.0112, 0.0039, -0.0016
24.85956, -1.502, 0.0108, 0.0035, -0.0016
24.86450, -1.774, 0.0104, 0.0031, -0.0016
24.86955, -1.004, 0.0100, 0.0027, -0.0016
24.87449, -0.687, 0.0096, 0.0023, -0.0016
24.87956, -0.778, 0.0092, 0.0019, -0.0024
24.88450, -0.778, 0.0088, 0.0016, -0.0024
24.88955, -1.502, 0.0084, 0.0012, -0.0024
24.89449, -1.819, 0.0080, 0.0008, -0.0031
24.89955, -1.774, 0.0076, 0.0004, -0.0016
24.90449, -1.819, 0.0072, 0.0001, -0.0024
24.90956, -1.774, 0.0068, -0.0003, -0.0024
24.91449, -1.185, 0.0064, -0.0008, -0.0024
24.91956, -0.778, 0.0060, -0.0011, -0.0024
24.92450, -0.733, 0.0056, -0.0015, -0.0031
24.92956, -0.733, 0.0052, -0.0019, -0.0031
24.93450, -1.321, 0.0048, -0.0023, -0.0031
24.93955, -1.729, 0.0044, -0.0027, -0.0031
24.94449, -1.774, 0.0040, -0.0031, -0.0039
24.94956, -1.774, 0.0036, -0.0035, -0.0031
24.95449, -1.774, 0.0032, -0.0040, -0.0031
24.95955, -1.819, 0.0028, -0.0044, -0.0039
24.96449, -1.774, 0.0024, -0.0049, -0.0024
24.96955, -1.774, 0.0020, -0.0054, -0.0031
24.97449, -1.231, 0.0016, -0.0059, -0.0031
24.97955, -0.733, 0.0012, -0.0063, -0.0024
24.98450, -0.733, 0.0008, -0.0068, -0.0031
24.98955, -0.733, 0.0004, -0.0072, -0.0024
24.99449, -1.276, 0.0000, -0.0077, -0.0031
24.99956, -1.819, -0.0004, -0.0081, -0.0031
25.00450, -1.774, -0.0008, -0.0085, -0.0031
25.00956, -1.819, -0.0012, -0.0090, -0.0031
25.01450, -1.819, -0.0016, -0.0094, -0.0031
25.01956, -1.774, -0.0020, -0.0099, -0.0039
25.02449, -1.819, -0.0024, -0.0103, -0.0031
25.02955, -1.774, -0.0028, -0.0108, -0.0031
25.03449, -1.819, -0.0032, -0.0113, -0.0024
25.03956, -1.774, -0.0036, -0.0117, -0.0039
25.04450, -1.774, -0.0040, -0.0122, -0.0024
25.04955, -1.774, -0.0044, -0.0127, -0.0031
25.05450, -1.819, -0.0048, -0.0132, -0.0031
25.05955, -1.729, -0.0052, -0.0137, -0.0031
25.06450, -1.774, -0.0056, -0.0142, -0.0024
25.06955, -1.819, -0.0060, -0.0147, -0.0024
25.07449, -1.774, -0.0064, -0.0153, -0.0024
25.07955, -1.819, -0.0068, -0.0158, -0.0016
25.08450, -1.774, -0.0072, -0.0164, -0.0024
25.08955, -1.774, -0.0076, -0.0170, -0.0008
25.09449, -1.774, -0.0080, -0.0175, -0.0016
25.09955, -1.004, -0.0084, -0.0181, -0.0008
25.10450, -0.733, -0.0088, -0.0187, -0.0008
25.10956, -0.823, -0.0092, -0.0193, 0.0000
25.11450, -1.321, -0.0096, -0.0199, 0.0000
25.11956, -1.819, -0.0100, -0.0204, 0.0000
25.12450, -1.774, -0.0104, -0.0210, 0.0008
25.12955, -1.729, -0.0108, -0.0217, 0.0016
25.13449, -1.231, -0.0112, -0.0223, 0.0008
25.13955, -0.733, -0.0116, -0.0229, 0.0016
25.14449, -0.778, -0.0120, -0.0235, 0.0016
25.14956, -0.778, -0.0124, -0.0240, 0.0024
25.15450, -0.733, -0.0128, -0.0246, 0.0031
25.15955, -0.778, -0.0132, -0.0251, 0.0024
25.16449, -0.687, -0.0136, -0.0257, 0.0031
25.16955, -0.778, -0.0140, -0.0262, 0.0031
25.17450, -0.733, -0.0144, -0.0266, 0.0024
25.17956, -1.502, -0.0148, -0.0271, 0.0031
25.18450, -1.819, -0.0152, -0.0276, 0.0031
25.18955, -1.774, -0.0156, -0.0280, 0.0024
25.19449, -1.774, -0.0160, -0.0286, 0.0031
25.19956, -1.774, -0.0164, -0.0291, 0.0031
25.20449, -1.819, -0.0168, -0.0296, 0.0039
25.20955, -1.774, -0.0172, -0.0302, 0.0031
25.21450, -1.185, -0.0176, -0.0307, 0.0031
25.21956, -0.733, -0.0180, -0.0312, 0.0039
25.22450, -0.687, -0.0184, -0.0317, 0.0039
25.22955, -0.778, -0.0188, -0.0322, 0.0047
25.23449, -0.733, -0.0192, -0.0327, 0.0039
25.23955, -0.778, -0.0196, -0.0332, 0.0039
25.24449, -1.276, -0.0200, -0.0337, 0.0039
25.24956, -1.819, -0.0204, -0.0342, 0.0055
25.25450, -1.774, -0.0208, -0.0347, 0.0039
25.25955, -1.004, -0.0212, -0.0352, 0.0055
25.26450, -0.733, -0.0216, -0.0357, 0.0047
25.26956, -0.733, -0.0220, -0.0363, 0.0047
25.27450, -0.733, -0.0224, -0.0367, 0.0047
25.27956, -0.733, -0.0228, -0.0373, 0.0047
25.28450, -1.321, -0.0232, -0.0378, 0.0055
25.28955, -1.819, -0.0236, -0.0383, 0.0055
25.29449, -1.231, -0.0240, -0.0388, 0.0063
25.29955, -0.778, -0.0244, -0.0394, 0.0055
25.30449, -0.778, -0.0248, -0.0399, 0.0071
25.30955, -0.733, -0.0252, -0.0404, 0.0063
25.31450, -0.733, -0.0256, -0.0410, 0.0063
25.31956, -0.687, -0.0260, -0.0415, 0.0071
25.32450, -0.778, -0.0264, -0.0420, 0.0071
25.32955, -0.778, -0.0268, -0.0424, 0.0071
25.33450, -0.733, -0.0272, -0.0429, 0.0071
25.33956, -0.778, -0.0276, -0.0434, 0.0086
25.34450, -0.733, -0.0280, -0.0438, 0.0071
25.34956, 0.127, -0.0284, -0.0442, 0.0086
25.35450, -0.235, -0.0288, -0.0446, 0.0071
25.35955, -0.778, -0.0292, -0.0449, 0.0071
25.36449, -0.733, -0.0296, -0.0453, 0.0079
25.36955, -0.778, -0.0300, -0.0456, 0.0071
25.37450, -0.687, -0.0304, -0.0460, 0.0079
25.37955, -0.778, -0.0308, -0.0463, 0.0071
25.38449, -0.778, -0.0312, -0.0466, 0.0063
25.38955, -0.733, -0.0316, -0.0470, 0.0071
25.39449, -1.366, -0.0320, -0.0473, 0.0063
25.39955, -1.774, -0.0324, -0.0476, 0.0055
25.40449, -1.819, -0.0328, -0.0480, 0.0063
25.40955, -1.774, -0.0332, -0.0484, 0.0063
25.41449, -1.231, -0.0336, -0.0487, 0.0063
25.41955, -0.733, -0.0340, -0.0491, 0.0055
25.42450, -0.733, -0.0344, -0.0494, 0.0063
25.42956, -0.733, -0.0348, -0.0498, 0.0055
25.43450, -0.733, -0.0352, -0.0501, 0.0055
25.43955, -0.687, -0.0356, -0.0505, 0.0063
25.44449, -0.733, -0.0360, -0.0509, 0.0047
25.44956, -0.778, -0.0364, -0.0512, 0.0055
25.45449, -0.687, -0.0368, -0.0515, 0.0047
25.45955, -0.778, -0.0372, -0.0518, 0.0055
25.46449, -1.276, -0.0376, -0.0522, 0.0047
25.46955, -1.050, -0.0380, -0.0525, 0.0047
25.47449, -0.733, -0.0384, -0.0529, 0.0047
25.47955, -0.733, -0.0388, -0.0532, 0.0047
25.48449, -0.778, -0.0392, -0.0536, 0.0047
25.48955, -0.778, -0.0396, -0.0539, 0.0039
25.49450, -0.733, -0.0400, -0.0542, 0.0047
25.49956, -0.733, -0.0404, -0.0546, 0.0039
25.50450, -0.778, -0.0408, -0.0549, 0.0039
25.50956, -0.733, -0.0412, -0.0553, 0.0039
25.51450, -0.733, -0.0416, -0.0556, 0.0039
25.51955, -0.733, -0.0420, -0.0559, 0.0039
25.52449, -0.778, -0.0424, -0.0562, 0.0031
25.52955, -0.733, -0.0428, -0.0566, 0.0039
25.53450, -0.733, -0.0432, -0.0569, 0.0047
25.53956, -0.778, -0.0436, -0.0572, 0.0031
25.54450, -0.733, -0.0440, -0.0575, 0.0031
25.54955, -0.733, -0.0444, -0.0579, 0.0039
25.55449, -0.778, -0.0448, -0.0582, 0.0031
25.55955, -0.778, -0.0452, -0.0585, 0.0031
25.56449, -0.733, -0.0456, -0.0588, 0.0024
25.56955, -0.733, -0.0460, -0.0591, 0.0031
25.57449, -0.733, -0.0464, -0.0594, 0.0024
25.57955, -0.733, -0.0468, -0.0596, 0.0016
25.58450, -0.733, -0.0472, -0.0599, 0.0031
25.58955, -1.548, -0.0476, -0.0602, 0.0024
25.59449, -1.231, -0.0480, -0.0604, 0.0016
25.59955, -0.733, -0.0484, -0.0608, 0.0016
25.60450, -0.778, -0.0488, -0.0610, 0.0016
25.60956, -0.778, -0.0492, -0.0612, 0.0008
25.61450, -0.733, -0.0496, -0.0615, 0.0008
25.61955, -1.502, -0.0500, -0.0617, 0.0008
25.62450, -1.774, -0.0504, -0.0619, 0.0000
25.62955, -1.819, -0.0508, -0.0622, -0.0008
25.63449, -1.774, -0.0512, -0.0624, -0.0008
25.63956, -1.774, -0.0516, -0.0627, -0.0008
25.64450, -1.774, -0.0520, -0.0630, -0.0008
25.64955, -1.819, -0.0524, -0.0632, -0.0008
25.65449, -1.774, -0.0528, -0.0635, -0.0016
25.65955, -0.959, -0.0532, -0.0638, -0.0008
25.66450, -0.733, -0.0536, -0.0640, -0.0016
25.66956, -0.778, -0.0540, -0.0642, -0.0024
25.67450, -1.276, -0.0544, -0.0645, -0.0024
25.67956, -1.774, -0.0548, -0.0647, -0.0024
25.68450, -1.774, -0.0552, -0.0649, -0.0031
25.68955, -1.774, -0.0556, -0.0652, -0.0031
25.69449, -1.774, -0.0560, -0.0655, -0.0031
25.69956, -1.774, -0.0564, -0.0658, -0.0039
25.70450, -1.774, -0.0568, -0.0661, -0.0039
25.70955, -1.774, -0.0572, -0.0665, -0.0031
25.71449, -1.819, -0.0576, -0.0668, -0.0039
25.71955, -1.774, -0.0580, -0.0672, -0.0031
25.72449, -1.774, -0.0584, -0.0676, -0.0031
25.72955, -1.050, -0.0588, -0.0679, -0.0039
25.73449, -0.733, -0.0592, -0.0683, -0.0031
25.73955, -0.733, -0.0596, -0.0686, -0.0031
25.74450, -0.778, -0.0600, -0.0689, -0.0039
25.74955, -1.502, -0.0604, -0.0692, -0.0039
25.75449, -1.774, -0.0608, -0.0695, -0.0039
25.75955, -1.729, -0.0612, -0.0699, -0.0047
25.76450, -1.774, -0.0616, -0.0702, -0.0047
25.76956, -1.774, -0.0620, -0.0705, -0.0047
25.77450, -2.362, -0.0624, -0.0710, -0.0039
25.77955, -2.091, -0.0628, -0.0713, -0.0039
25.78449, -1.774, -0.0632, -0.0718, -0.0047
25.78955, -1.819, -0.0636, -0.0723, -0.0039
25.79449, -1.819, -0.0640, -0.0727, -0.0039
25.79955, -1.774, -0.0644, -0.0733, -0.0039
25.80449, -1.231, -0.0648, -0.0737, -0.0031
25.80956, -0.733, -0.0652, -0.0742, -0.0031
25.81450, -0.733, -0.0656, -0.0747, -0.0024
25.81956, -0.733, -0.0660, -0.0752, -0.0031
25.82449, -0.733, -0.0664, -0.0757, -0.0016
25.82955, -0.733, -0.0668, -0.0762, -0.0024
25.83449, -0.733, -0.0672, -0.0766, -0.0016
25.83955, -0.733, -0.0676, -0.0771, -0.0008
25.84450, -0.778, -0.0680, -0.0775, -0.0024
25.84955, -0.778, -0.0684, -0.0780, -0.0008
25.85449, -1.321, -0.0688, -0.0784, -0.0024
25.85956, -1.774, -0.0692, -0.0788, -0.0008
25.86450, -1.729, -0.0696, -0.0793, -0.0008
25.86955, -1.004, -0.0700, -0.0797, -0.0016
25.87449, -0.687, -0.0704, -0.0801, -0.0008
25.87955, -0.778, -0.0708, -0.0805, -0.0016
25.88450, -1.321, -0.0712, -0.0809, -0.0008
25.88955, -1.819, -0.0716, -0.0813, -0.0016
25.89450, -1.774, -0.0720, -0.0818, 0.0000
25.89955, -1.774, -0.0724, -0.0822, -0.0008
25.90450, -1.276, -0.0728, -0.0826, -0.0016
25.90956, -0.733, -0.0732, -0.0830, -0.0008
25.91449, -1.321, -0.0736, -0.0835, -0.0008
25.91956, -1.774, -0.0740, -0.0838, -0.0008
25.92450, -1.729, -0.0744, -0.0843, -0.0008
25.92956, -1.774, -0.0748, -0.0847, 0.0000
25.93450, -1.185, -0.0752, -0.0852, 0.0000
25.93955, -0.733, -0.0756, -0.0856, -0.0008
25.94449, -0.733, -0.0760, -0.0861, 0.0000
25.94955, -0.778, -0.0764, -0.0865, 0.0000
25.95449, -0.733, -0.0768, -0.0869, -0.0008
25.95955, -1.502, -0.0772, -0.0873, 0.0008
25.96449, -1.774, -0.0776, -0.0878, 0.0000
25.96956, -1.774, -0.0780, -0.0882, 0.0000
25.97449, -1.729, -0.0784, -0.0887, 0.0000
25.97955, -0.959, -0.0788, -0.0892, 0.0008
25.98449, -0.733, -0.0792, -0.0897, 0.0008
25.98955, -0.778, -0.0796, -0.0901, 0.0008
25.99450, -0.687, -0.0800, -0.0906, 0.0008
25.99955, -0.778, -0.0804, -0.0911, 0.0016
26.00450, -0.733, -0.0808, -0.0915, 0.0008
26.00956, -0.778, -0.0812, -0.0920, 0.0016
26.01450, -0.733, -0.0816, -0.0924, 0.0016
26.01956, -0.778, -0.0820, -0.0929, 0.0024
26.02449, -0.733, -0.0824, -0.0933, 0.0016
26.02955, -0.733, -0.0828, -0.0937, 0.0016
26.03449, -0.733, -0.0832, -0.0942, 0.0024
26.03956, -0.778, -0.0836, -0.0947, 0.0016
26.04450, -0.778, -0.0840, -0.0951, 0.0016
26.04955, -0.733, -0.0844, -0.0955, 0.0024
26.05449, -0.778, -0.0848, -0.0959, 0.0031
26.05955, -0.733, -0.0852, -0.0963, 0.0024
26.06449, -0.778, -0.0856, -0.0967, 0.0024
26.06955, -0.733, -0.0860, -0.0971, 0.0024
26.07449, -0.778, -0.0864, -0.0975, 0.0031
26.07955, -0.733, -0.0868, -0.0978, 0.0016
26.08449, -0.733, -0.0872, -0.0981, 0.0024
26.08955, -0.733, -0.0876, -0.0985, 0.0024
26.09449, -0.733, -0.0880, -0.0988, 0.0016
26.09955, -0.733, -0.0884, -0.0991, 0.0016
26.10450, -1.276, -0.0888, -0.0995, 0.0008
26.10956, -1.819, -0.0892, -0.0998, 0.0024
26.11450, -1.774, -0.0896, -0.1001, 0.0008
26.11955, -1.774, -0.0900, -0.1005, 0.0008
26.12450, -1.774, -0.0904, -0.1009, 0.0016
26.12955, -1.095, -0.0908, -0.1013, 0.0016
26.13449, -0.733, -0.0912, -0.1016, 0.0008
26.13955, -0.778, -0.0916, -0.1020, 0.0016
26.14450, -0.778, -0.0920, -0.1024, 0.0016
26.14955, -0.778, -0.0924, -0.1028, 0.0008
26.15449, -0.733, -0.0928, -0.1031, 0.0008
26.15955, -0.733, -0.0932, -0.1035, 0.0016
26.16449, -0.778, -0.0936, -0.1039, 0.0008
26.16955, -0.733, -0.0940, -0.1042, 0.0008
26.17449, -1.276, -0.0944, -0.1046, 0.0000
26.17956, -1.774, -0.0948, -0.1050, 0.0016
26.18450, -1.819, -0.0952, -0.1054, 0.0008
26.18956, -1.004, -0.0956, -0.1058, 0.0008
26.19450, -0.733, -0.0960, -0.1062, 0.0016
26.19955, -0.778, -0.0964, -0.1066, 0.0008
26.20449, -0.733, -0.0968, -0.1070, 0.0000
26.20955, -0.733, -0.0972, -0.1074, 0.0008
26.21450, -0.733, -0.0976, -0.1078, 0.0016
26.21955, -0.733, -0.0980, -0.1082, 0.0008
26.22449, -0.687, -0.0984, -0.1086, 0.0008
26.22955, -0.778, -0.0988, -0.1091, 0.0016
26.23450, -0.733, -0.0992, -0.1095, 0.0008
26.23955, -0.733, -0.0996, -0.1099, 0.0016
26.24450, -0.778, -0.1000, -0.1103, 0.0008
26.24955, -0.778, -0.1004, -0.1107, 0.0008
26.25449, -0.778, -0.1008, -0.1110, 0.0016
26.25955, -0.733, -0.1012, -0.1114, 0.0008
26.26449, -0.733, -0.1016, -0.1118, 0.0024
26.26955, -0.733, -0.1020, -0.1122, 0.0008
26.27449, -0.733, -0.1024, -0.1125, 0.0008
26.27955, -0.687, -0.1028, -0.1129, 0.0016
26.28449, -0.778, -0.1032, -0.1133, 0.0008
26.28956, -0.733, -0.1036, -0.1137, 0.0008
26.29450, -0.733, -0.1040, -0.1140, 0.0008
26.29955, -0.733, -0.1044, -0.1144, 0.0008
26.30449, -0.733, -0.1048, -0.1147, 0.0008
26.30955, -0.778, -0.1052, -0.1151, 0.0008
26.31449, -0.733, -0.1056, -0.1154, 0.0008
26.31955, -0.778, -0.1060, -0.1157, 0.0016
26.32450, -0.733, -0.1064, -0.1160, 0.0000
26.32955, -0.778, -0.1068, -0.1163, 0.0000
26.33450, -0.733, -0.1072, -0.1166, 0.0000
26.33955, -0.733, -0.1076, -0.1169, 0.0000
26.34449, -0.778, -0.1080, -0.1171, -0.0008
26.34955, -1.502, -0.1084, -0.1174, -0.0008
26.35450, -1.774, -0.1088, -0.1177, -0.0008
26.35956, -1.774, -0.1092, -0.1180, -0.0016
26.36450, -1.774, -0.1096, -0.1183, -0.0016
26.36955, -1.774, -0.1100, -0.1187, -0.0008
26.37449, -1.774, -0.1104, -0.1190, -0.0016
26.37955, -1.004, -0.1108, -0.1194, -0.0016
26.38449, -0.733, -0.1112, -0.1198, -0.0016
26.38955, -0.778, -0.1116, -0.1201, -0.0016
26.39450, -0.733, -0.1120, -0.1205, -0.0016
26.39956, -0.778, -0.1124, -0.1209, -0.0024
26.40450, -0.778, -0.1128, -0.1211, -0.0016
26.40955, -1.457, -0.1132, -0.1215, -0.0024
26.41449, -1.774, -0.1136, -0.1218, -0.0024
26.41955, -1.774, -0.1140, -0.1222, -0.0031
26.42450, -1.729, -0.1144, -0.1226, -0.0031
26.42956, -1.774, -0.1148, -0.1230, -0.0024
26.43450, -1.774, -0.1152, -0.1234, -0.0031
26.43956, -1.774, -0.1156, -0.1238, -0.0024
26.44450, -1.774, -0.1160, -0.1243, -0.0024
26.44956, -1.050, -0.1164, -0.1247, -0.0016
26.45450, -0.733, -0.1168, -0.1252, -0.0024
26.45956, -0.778, -0.1172, -0.1257, -0.0016
26.46450, -0.778, -0.1176, -0.1261, -0.0016
26.46955, -0.733, -0.1180, -0.1265, -0.0016
26.47449, -0.778, -0.1184, -0.1269, -0.0016
26.47955, -0.642, -0.1188, -0.1274, -0.0024
26.48449, -0.778, -0.1192, -0.1277, -0.0008
26.48955, -1.502, -0.1196, -0.1282, -0.0024
26.49449, -1.774, -0.1200, -0.1286, -0.0016
26.49956, -1.774, -0.1204, -0.1291, -0.0008
26.50449, -1.819, -0.1208, -0.1296, -0.0016
26.50955, -1.004, -0.1212, -0.1301, 0.0000
26.51450, -0.733, -0.1216, -0.1306, -0.0016
26.51955, -0.733, -0.1220, -0.1310, 0.0000
26.52449, -0.687, -0.1224, -0.1315, -0.0008
26.52955, -0.823, -0.1228, -0.1319, -0.0008
26.53449, -0.687, -0.1232, -0.1324, 0.0000
26.53956, -0.778, -0.1236, -0.1328, 0.0000
26.54449, -0.733, -0.1240, -0.1332, 0.0000
26.54955, -0.778, -0.1244, -0.1336, 0.0000
26.55449, -0.778, -0.1248, -0.1339, 0.0000
26.55955, -0.733, -0.1252, -0.1342, 0.0000
26.56449, -0.778, -0.1256, -0.1346, 0.0000
26.56955, -0.733, -0.1260, -0.1349, -0.0008
26.57449, -1.366, -0.1264, -0.1352, -0.0008
26.57955, -1.774, -0.1268, -0.1355, -0.0016
26.58450, -1.774, -0.1272, -0.1358, -0.0016
26.58955, -1.774, -0.1276, -0.1362, -0.0016
26.59449, -1.774, -0.1280, -0.1365, -0.0024
26.59955, -1.729, -0.1284, -0.1369, -0.0024
26.60450, -1.729, -0.1288, -0.1372, -0.0016
26.60956, -1.774, -0.1292, -0.1376, -0.0024
26.61450, -1.774, -0.1296, -0.1380, -0.0024
26.61955, -1.774, -0.1300, -0.1384, -0.0024
26.62450, -1.774, -0.1304, -0.1387, -0.0024
26.62955, -1.819, -0.1308, -0.1392, -0.0024
26.63449, -1.774, -0.1312, -0.1396, -0.0016
26.63955, -1.004, -0.1316, -0.1400, -0.0031
26.64449, -0.733, -0.1320, -0.1405, -0.0024
26.64955, -1.548, -0.1324, -0.1408, -0.0024
26.65449, -1.774, -0.1328, -0.1413, -0.0024
26.65955, -1.774, -0.1332, -0.1417, -0.0016
26.66449, -1.774, -0.1336, -0.1422, -0.0031
26.66955, -1.774, -0.1340, -0.1426, -0.0016
26.67450, -1.774, -0.1344, -0.1431, -0.0024
26.67956, -1.774, -0.1348, -0.1436, -0.0024
26.68450, -1.819, -0.1352, -0.1441, -0.0008
26.68955, -1.774, -0.1356, -0.1447, -0.0016
26.69449, -1.231, -0.1360, -0.1452, 0.0000
26.69956, -0.687, -0.1364, -0.1458, -0.0016
26.70449, -0.778, -0.1368, -0.1463, 0.0000
26.70955, -0.687, -0.1372, -0.1468, 0.0000
26.71449, -0.733, -0.1376, -0.1473, 0.0000
26.71956, -0.687, -0.1380, -0.1479, 0.0016
26.72450, -0.778, -0.1384, -0.1484, 0.0000
26.72956, -0.778, -0.1388, -0.1489, 0.0016
26.73450, -0.733, -0.1392, -0.1494, 0.0008
26.73956, -0.778, -0.1396, -0.1499, 0.0016
26.74450, -0.733, -0.1400, -0.1503, 0.0008
26.74956, -0.778, -0.1404, -0.1508, 0.0008
26.75450, -1.276, -0.1408, -0.1513, 0.0016
26.75955, -1.774, -0.1412, -0.1517, 0.0008
26.76450, -1.774, -0.1416, -0.1522, 0.0016
