#time, u, target_x, x, q
0.00000, 0.000, 0.0004, -0.0006, -0.0872
0.00494, -2.860, 0.0008, -0.0007, -0.0880
0.00988, -11.279, 0.0012, -0.0011, -0.0856
0.01482, -10.963, 0.0016, -0.0017, -0.0848
0.01976, -9.650, 0.0020, -0.0026, -0.0817
0.02470, -7.930, 0.0024, -0.0035, -0.0778
0.02964, -5.531, 0.0028, -0.0048, -0.0762
0.03458, -3.403, 0.0032, -0.0059, -0.0707
0.03955, -0.959, 0.0036, -0.0072, -0.0691
0.04449, -0.099, 0.0040, -0.0083, -0.0644
0.04956, 0.399, 0.0044, -0.0094, -0.0636
0.05450, 0.399, 0.0048, -0.0105, -0.0589
0.05955, 0.444, 0.0052, -0.0116, -0.0558
0.06449, 0.399, 0.0056, -0.0125, -0.0550
0.06955, 0.489, 0.0060, -0.0134, -0.0503
0.07449, -0.190, 0.0064, -0.0143, -0.0487
0.07955, -1.593, 0.0068, -0.0151, -0.0456
0.08450, -1.729, 0.0072, -0.0160, -0.0448
0.08955, -1.774, 0.0076, -0.0168, -0.0408
0.09449, -2.226, 0.0080, -0.0177, -0.0377
0.09956, -2.091, 0.0084, -0.0186, -0.0361
0.10450, -1.276, 0.0088, -0.0195, -0.0338
0.10956, -0.778, 0.0092, -0.0205, -0.0298
0.11450, -0.733, 0.0096, -0.0213, -0.0275
0.11955, 0.082, 0.0100, -0.0222, -0.0251
0.12449, 0.444, 0.0104, -0.0230, -0.0220
0.12956, 0.399, 0.0108, -0.0238, -0.0196
0.13449, 0.399, 0.0112, -0.0245, -0.0173
0.13955, 0.399, 0.0116, -0.0251, -0.0149
0.14449, 0.444, 0.0120, -0.0258, -0.0118
0.14955, 0.444, 0.0124, -0.0264, -0.0094
0.15449, 0.399, 0.0128, -0.0269, -0.0086
0.15956, 0.444, 0.0132, -0.0274, -0.0063
0.16450, 0.444, 0.0136, -0.0279, -0.0047
0.16955, 0.444, 0.0140, -0.0283, -0.0031
0.17449, 0.444, 0.0144, -0.0287, -0.0016
0.17955, 0.399, 0.0148, -0.0291, 0.0008
0.18449, 0.444, 0.0152, -0.0294, 0.0016
0.18956, 0.399, 0.0156, -0.0297, 0.0031
0.19450, 0.444, 0.0160, -0.0299, 0.0039
0.19955, 0.444, 0.0164, -0.0302, 0.0063
0.20450, 0.399, 0.0168, -0.0304, 0.0063
0.20955, 0.444, 0.0172, -0.0306, 0.0079
0.21449, 0.444, 0.0176, -0.0308, 0.0094
0.21955, 0.399, 0.0180, -0.0309, 0.0102
0.22449, 0.444, 0.0184, -0.0310, 0.0110
0.22956, 0.444, 0.0188, -0.0311, 0.0126
0.23450, 0.444, 0.0192, -0.0312, 0.0134
0.23956, 0.399, 0.0196, -0.0312, 0.0134
0.24450, 0.399, 0.0200, -0.0313, 0.0149
0.24955, 0.444, 0.0204, -0.0313, 0.0157
0.25449, 0.000, 0.0208, -0.0313, 0.0165
0.25955, 0.000, 0.0212, -0.0313, 0.0173
0.26449, 0.000, 0.0216, -0.0313, 0.0181
0.26956, -3.234, 0.0220, -0.0313, 0.0188
0.27450, -1.650, 0.0224, -0.0312, 0.0196
0.27955, 0.387, 0.0228, -0.0311, 0.0196
0.28449, 0.659, 0.0232, -0.0309, 0.0204
0.28956, 0.659, 0.0236, -0.0306, 0.0204
0.29450, 0.613, 0.0240, -0.0302, 0.0212
0.29956, -0.156, 0.0244, -0.0298, 0.0204
0.30450, -0.428, 0.0248, -0.0294, 0.0204
0.30955, -0.382, 0.0252, -0.0290, 0.0212
0.31449, -0.382, 0.0256, -0.0286, 0.0196
0.31955, -0.428, 0.0260, -0.0281, 0.0204
0.32449, -0.926, 0.0264, -0.0277, 0.0204
0.32956, -1.469, 0.0268, -0.0271, 0.0196
0.33450, -1.378, 0.0272, -0.0267, 0.0196
0.33955, -1.469, 0.0276, -0.0262, 0.0196
0.34449, -1.469, 0.0280, -0.0257, 0.0196
0.34956, -1.423, 0.0284, -0.0253, 0.0188
0.35450, -1.469, 0.0288, -0.0249, 0.0196
0.35955, -0.654, 0.0292, -0.0245, 0.0196
0.36449, -0.382, 0.0296, -0.0240, 0.0188
0.36955, -0.382, 0.0300, -0.0236, 0.0196
0.37449, -0.382, 0.0304, -0.0231, 0.0196
0.37955, -0.428, 0.0308, -0.0226, 0.0196
0.38450, -0.337, 0.0312, -0.0221, 0.0188
0.38955, -0.428, 0.0316, -0.0215, 0.0188
0.39450, -0.382, 0.0320, -0.0210, 0.0188
0.39955, -0.428, 0.0324, -0.0204, 0.0181
0.40450, -0.971, 0.0328, -0.0198, 0.0188
0.40956, -1.423, 0.0332, -0.0193, 0.0181
0.41450, -1.514, 0.0336, -0.0186, 0.0181
0.41956, -1.423, 0.0340, -0.0181, 0.0165
0.42450, -1.423, 0.0344, -0.0176, 0.0173
0.42956, -1.423, 0.0348, -0.0170, 0.0173
0.43450, -1.378, 0.0352, -0.0165, 0.0181
0.43955, -0.654, 0.0356, -0.0159, 0.0173
0.44450, -0.428, 0.0360, -0.0154, 0.0181
0.44955, -0.428, 0.0364, -0.0150, 0.0181
0.45449, -0.428, 0.0368, -0.0144, 0.0173
0.45955, -0.382, 0.0372, -0.0139, 0.0173
0.46449, -0.473, 0.0376, -0.0133, 0.0173
0.46956, -0.337, 0.0380, -0.0127, 0.0173
0.47450, -0.337, 0.0384, -0.0122, 0.0181
0.47956, -0.428, 0.0388, -0.0116, 0.0165
0.48450, -0.382, 0.0392, -0.0110, 0.0173
0.48956, -0.382, 0.0396, -0.0104, 0.0165
0.49450, -0.428, 0.0400, -0.0098, 0.0165
0.49955, -0.382, 0.0404, -0.0092, 0.0173
0.50449, -0.382, 0.0408, -0.0086, 0.0157
0.50955, -0.337, 0.0412, -0.0079, 0.0157
0.51449, -0.337, 0.0416, -0.0073, 0.0173
0.51955, -0.428, 0.0420, -0.0066, 0.0157
0.52449, -0.382, 0.0424, -0.0060, 0.0157
0.52955, -0.382, 0.0428, -0.0053, 0.0157
0.53449, -0.428, 0.0432, -0.0046, 0.0149
0.53956, -0.382, 0.0436, -0.0039, 0.0149
0.54450, -0.382, 0.0440, -0.0032, 0.0141
0.54955, -0.337, 0.0444, -0.0025, 0.0157
0.55449, -0.382, 0.0448, -0.0018, 0.0141
0.55956, -0.473, 0.0452, -0.0010, 0.0134
0.56449, -0.382, 0.0456, -0.0003, 0.0149
0.56955, -0.382, 0.0460, 0.0004, 0.0134
0.57449, -0.473, 0.0464, 0.0012, 0.0134
0.57955, -0.292, 0.0468, 0.0020, 0.0118
0.58449, -0.428, 0.0472, 0.0028, 0.0126
0.58955, -0.337, 0.0476, 0.0035, 0.0110
0.59450, -0.971, 0.0480, 0.0043, 0.0110
0.59955, -1.423, 0.0484, 0.0050, 0.0110
0.60450, -1.423, 0.0488, 0.0057, 0.0110
0.60955, -1.423, 0.0492, 0.0063, 0.0118
0.61450, -0.835, 0.0496, 0.0070, 0.0110
0.61955, -0.337, 0.0500, 0.0076, 0.0110
0.62450, -0.382, 0.0504, 0.0082, 0.0110
0.62955, -0.382, 0.0508, 0.0088, 0.0118
0.63450, -0.382, 0.0512, 0.0093, 0.0118
0.63955, -0.428, 0.0516, 0.0099, 0.0110
0.64449, -0.428, 0.0520, 0.0104, 0.0134
0.64955, -0.382, 0.0524, 0.0110, 0.0126
0.65450, 0.206, 0.0528, 0.0115, 0.0118
0.65956, 0.659, 0.0532, 0.0121, 0.0134
0.66450, 0.659, 0.0536, 0.0127, 0.0126
0.66956, 0.659, 0.0540, 0.0132, 0.0134
0.67449, 0.659, 0.0544, 0.0138, 0.0126
0.67955, -0.156, 0.0548, 0.0144, 0.0134
0.68449, -0.428, 0.0552, 0.0150, 0.0134
0.68956, -0.382, 0.0556, 0.0157, 0.0141
0.69450, 0.251, 0.0560, 0.0163, 0.0141
0.69955, 0.613, 0.0564, 0.0170, 0.0141
0.70449, 0.704, 0.0568, 0.0176, 0.0134
0.70956, 0.613, 0.0572, 0.0183, 0.0141
0.71449, 0.659, 0.0576, 0.0190, 0.0134
0.71955, 0.613, 0.0580, 0.0197, 0.0149
0.72450, 0.659, 0.0584, 0.0205, 0.0141
0.72956, 0.749, 0.0588, 0.0213, 0.0134
0.73450, 0.659, 0.0592, 0.0220, 0.0134
0.73955, -0.111, 0.0596, 0.0228, 0.0126
0.74449, -0.428, 0.0600, 0.0236, 0.0134
0.74955, -0.337, 0.0604, 0.0244, 0.0126
0.75450, -0.382, 0.0608, 0.0251, 0.0134
0.75955, -0.337, 0.0612, 0.0258, 0.0126
0.76449, 0.206, 0.0616, 0.0265, 0.0134
0.76955, 0.704, 0.0620, 0.0272, 0.0134
0.77449, 0.659, 0.0624, 0.0280, 0.0126
0.77955, 0.659, 0.0628, 0.0287, 0.0134
0.78450, 0.659, 0.0632, 0.0294, 0.0134
0.78956, 0.659, 0.0636, 0.0302, 0.0134
0.79450, 0.704, 0.0640, 0.0310, 0.0126
0.79955, 0.659, 0.0644, 0.0319, 0.0134
0.80449, 0.659, 0.0648, 0.0327, 0.0126
0.80955, 0.613, 0.0652, 0.0336, 0.0126
0.81449, 0.659, 0.0656, 0.0345, 0.0126
0.81955, 0.704, 0.0660, 0.0354, 0.0118
0.82449, 0.659, 0.0664, 0.0363, 0.0126
0.82955, 0.704, 0.0668, 0.0373, 0.0102
0.83449, 0.568, 0.0672, 0.0383, 0.0110
0.83955, -0.111, 0.0676, 0.0393, 0.0086
0.84450, -0.382, 0.0680, 0.0403, 0.0102
0.84955, -0.337, 0.0684, 0.0413, 0.0086
0.85450, -0.382, 0.0688, 0.0423, 0.0079
0.85955, -0.428, 0.0692, 0.0434, 0.0079
0.86450, -0.382, 0.0696, 0.0443, 0.0063
0.86956, -0.382, 0.0700, 0.0454, 0.0071
0.87450, -0.337, 0.0704, 0.0463, 0.0063
0.87955, -0.473, 0.0708, 0.0474, 0.0063
0.88449, -0.428, 0.0712, 0.0483, 0.0055
0.88955, 0.387, 0.0716, 0.0494, 0.0047
0.89450, 0.704, 0.0720, 0.0504, 0.0055
0.89955, -0.066, 0.0724, 0.0514, 0.0031
0.90450, -0.473, 0.0728, 0.0525, 0.0031
0.90956, -0.337, 0.0732, 0.0535, 0.0016
0.91450, -0.382, 0.0736, 0.0546, 0.0024
0.91955, -0.337, 0.0740, 0.0556, 0.0008
0.92449, -0.382, 0.0744, 0.0567, 0.0008
0.92955, -0.382, 0.0748, 0.0577, 0.0008
0.93449, -0.382, 0.0752, 0.0587, -0.0008
0.93956, -0.337, 0.0756, 0.0598, -0.0008
0.94450, -0.337, 0.0760, 0.0608, -0.0016
0.94956, -0.473, 0.0764, 0.0618, -0.0016
0.95449, -0.428, 0.0768, 0.0628, -0.0024
0.95955, -0.382, 0.0772, 0.0638, -0.0031
0.96449, -0.382, 0.0776, 0.0648, -0.0031
0.96956, -0.382, 0.0780, 0.0658, -0.0039
0.97450, -0.428, 0.0784, 0.0668, -0.0039
0.97956, -0.382, 0.0788, 0.0678, -0.0039
0.98450, -0.428, 0.0792, 0.0687, -0.0047
0.98955, -0.382, 0.0796, 0.0697, -0.0055
0.99449, -0.382, 0.0800, 0.0707, -0.0063
0.99955, -0.382, 0.0804, 0.0717, -0.0063
1.00450, -0.473, 0.0808, 0.0727, -0.0071
1.00956, -0.337, 0.0812, 0.0737, -0.0071
1.01450, -0.292, 0.0816, 0.0747, -0.0086
1.01955, -0.382, 0.0820, 0.0757, -0.0079
1.02449, -0.382, 0.0824, 0.0767, -0.0094
1.02955, -0.428, 0.0828, 0.0777, -0.0094
1.03449, -0.337, 0.0832, 0.0787, -0.0110
1.03955, -1.152, 0.0836, 0.0797, -0.0094
1.04449, -1.423, 0.0840, 0.0806, -0.0118
1.04956, -0.699, 0.0844, 0.0816, -0.0102
1.05450, -0.337, 0.0848, 0.0824, -0.0118
1.05955, -0.473, 0.0852, 0.0834, -0.0110
1.06449, -0.337, 0.0856, 0.0843, -0.0118
1.06955, -0.382, 0.0860, 0.0852, -0.0126
1.07449, -0.428, 0.0864, 0.0861, -0.0126
1.07955, -0.428, 0.0868, 0.0870, -0.0134
1.08449, -0.428, 0.0872, 0.0880, -0.0134
1.08956, -0.382, 0.0876, 0.0889, -0.0134
1.09449, -0.337, 0.0880, 0.0898, -0.0149
1.09956, -0.473, 0.0884, 0.0908, -0.0157
1.10450, -0.971, 0.0888, 0.0918, -0.0141
1.10955, -1.423, 0.0892, 0.0926, -0.0173
1.11450, -1.469, 0.0896, 0.0936, -0.0157
1.11955, -1.333, 0.0900, 0.0945, -0.0181
1.12450, -1.514, 0.0904, 0.0954, -0.0173
1.12955, -1.378, 0.0908, 0.0962, -0.0181
1.13449, -1.469, 0.0912, 0.0970, -0.0173
1.13955, -1.378, 0.0916, 0.0978, -0.0181
1.14450, -1.423, 0.0920, 0.0985, -0.0181
1.14956, -1.378, 0.0924, 0.0992, -0.0181
1.15450, -0.880, 0.0928, 0.1000, -0.0188
1.15956, -0.382, 0.0932, 0.1007, -0.0181
1.16450, -0.428, 0.0936, 0.1014, -0.0181
1.16955, -0.382, 0.0940, 0.1022, -0.0181
1.17449, -0.337, 0.0944, 0.1029, -0.0196
1.17955, -1.152, 0.0948, 0.1036, -0.0181
1.18449, -1.378, 0.0952, 0.1043, -0.0196
1.18955, -1.514, 0.0956, 0.1050, -0.0188
1.19449, -1.423, 0.0960, 0.1057, -0.0196
1.19956, -1.469, 0.0964, 0.1064, -0.0188
1.20450, -1.423, 0.0968, 0.1070, -0.0188
1.20956, -1.423, 0.0972, 0.1076, -0.0196
1.21450, -1.423, 0.0976, 0.1082, -0.0196
1.21955, -1.423, 0.0980, 0.1088, -0.0188
1.22449, -1.469, 0.0984, 0.1094, -0.0188
1.22956, -1.423, 0.0988, 0.1099, -0.0196
1.23450, -1.469, 0.0992, 0.1104, -0.0181
1.23955, -1.423, 0.0996, 0.1109, -0.0181
1.24449, -0.880, 0.1000, 0.1114, -0.0181
1.24955, -0.337, 0.1004, 0.1119, -0.0181
1.25449, -0.337, 0.1008, 0.1124, -0.0173
1.25955, -0.428, 0.1012, 0.1129, -0.0173
1.26450, -0.382, 0.1016, 0.1135, -0.0181
1.26956, -1.152, 0.1020, 0.1140, -0.0173
1.27450, -1.469, 0.1024, 0.1145, -0.0165
1.27955, -1.423, 0.1028, 0.1149, -0.0173
1.28449, -1.423, 0.1032, 0.1154, -0.0165
1.28956, -1.423, 0.1036, 0.1158, -0.0157
1.29449, -1.423, 0.1040, 0.1162, -0.0157
1.29955, -0.699, 0.1044, 0.1166, -0.0149
1.30449, -0.337, 0.1048, 0.1170, -0.0157
1.30956, -0.428, 0.1052, 0.1174, -0.0134
1.31449, -0.382, 0.1056, 0.1178, -0.0141
1.31955, -0.382, 0.1060, 0.1183, -0.0149
1.32449, -0.382, 0.1064, 0.1187, -0.0134
1.32956, -0.428, 0.1068, 0.1191, -0.0141
1.33450, -0.428, 0.1072, 0.1196, -0.0134
1.33955, -1.152, 0.1076, 0.1201, -0.0134
1.34449, -1.469, 0.1080, 0.1205, -0.0134
1.34956, -1.423, 0.1084, 0.1209, -0.0134
1.35450, -1.423, 0.1088, 0.1214, -0.0126
1.35955, -1.378, 0.1092, 0.1218, -0.0134
1.36450, -1.423, 0.1096, 0.1222, -0.0126
1.36955, -1.423, 0.1100, 0.1226, -0.0118
1.37450, -0.835, 0.1104, 0.1230, -0.0126
1.37955, -0.428, 0.1108, 0.1234, -0.0118
1.38449, -0.382, 0.1112, 0.1238, -0.0118
1.38955, -0.428, 0.1116, 0.1242, -0.0118
1.39449, -0.971, 0.1120, 0.1247, -0.0118
1.39955, -1.423, 0.1124, 0.1250, -0.0110
1.40449, -1.469, 0.1128, 0.1254, -0.0102
1.40956, -1.423, 0.1132, 0.1258, -0.0110
1.41450, -0.880, 0.1136, 0.1262, -0.0102
1.41955, -0.337, 0.1140, 0.1266, -0.0102
1.42449, -0.428, 0.1144, 0.1270, -0.0094
1.42956, -0.382, 0.1148, 0.1275, -0.0102
1.43450, -0.337, 0.1152, 0.1279, -0.0102
1.43955, -1.152, 0.1156, 0.1283, -0.0094
1.44450, -1.469, 0.1160, 0.1287, -0.0094
1.44955, -1.423, 0.1164, 0.1292, -0.0094
1.45449, -1.423, 0.1168, 0.1295, -0.0094
1.45955, -1.469, 0.1172, 0.1299, -0.0086
1.46449, -1.423, 0.1176, 0.1302, -0.0094
1.46955, -1.423, 0.1180, 0.1306, -0.0086
1.47449, -1.423, 0.1184, 0.1309, -0.0079
1.47956, -0.654, 0.1188, 0.1312, -0.0079
1.48450, -0.428, 0.1192, 0.1316, -0.0079
1.48955, -0.337, 0.1196, 0.1319, -0.0086
1.49450, -0.428, 0.1200, 0.1322, -0.0063
1.49955, -1.152, 0.1204, 0.1326, -0.0079
1.50450, -1.423, 0.1208, 0.1329, -0.0071
1.50955, -1.378, 0.1212, 0.1332, -0.0071
1.51450, -1.423, 0.1216, 0.1334, -0.0063
1.51956, -1.423, 0.1220, 0.1337, -0.0055
1.52450, -0.880, 0.1224, 0.1340, -0.0055
1.52955, -0.382, 0.1228, 0.1342, -0.0055
1.53449, -0.382, 0.1232, 0.1345, -0.0047
1.53955, -0.428, 0.1236, 0.1348, -0.0047
1.54449, -0.382, 0.1240, 0.1350, -0.0039
1.54956, -0.428, 0.1244, 0.1353, -0.0031
1.55449, -0.382, 0.1248, 0.1357, -0.0039
1.55956, -0.382, 0.1252, 0.1360, -0.0031
1.56449, -0.337, 0.1256, 0.1363, -0.0024
1.56955, -0.428, 0.1260, 0.1367, -0.0031
1.57449, -0.428, 0.1264, 0.1370, -0.0024
1.57955, -0.337, 0.1268, 0.1374, -0.0031
1.58449, -0.428, 0.1272, 0.1377, -0.0024
1.58955, -1.152, 0.1276, 0.1381, -0.0031
1.59449, -1.423, 0.1280, 0.1384, -0.0024
1.59955, -1.423, 0.1284, 0.1387, -0.0024
1.60449, -1.469, 0.1288, 0.1390, -0.0016
1.60955, -0.654, 0.1292, 0.1393, -0.0016
1.61449, -0.382, 0.1296, 0.1396, -0.0016
1.61955, -0.428, 0.1300, 0.1399, -0.0016
1.62450, -0.382, 0.1304, 0.1402, -0.0008
1.62955, -0.428, 0.1308, 0.1406, -0.0016
1.63449, -0.337, 0.1312, 0.1409, 0.0000
1.63955, -0.428, 0.1316, 0.1413, -0.0008
1.64449, -0.473, 0.1320, 0.1417, -0.0008
1.64955, -0.337, 0.1324, 0.1421, -0.0008
1.65449, -0.428, 0.1328, 0.1425, 0.0000
1.65956, -0.382, 0.1332, 0.1429, 0.0000
1.66450, -0.382, 0.1336, 0.1432, 0.0000
1.66955, -0.382, 0.1340, 0.1437, 0.0000
1.67449, -0.382, 0.1344, 0.1441, -0.0008
1.67955, -0.428, 0.1348, 0.1445, 0.0000
1.68449, -0.971, 0.1352, 0.1450, -0.0016
1.68955, -1.469, 0.1356, 0.1454, 0.0000
1.69449, -1.378, 0.1360, 0.1458, -0.0008
1.69955, -1.423, 0.1364, 0.1462, -0.0016
1.70449, -1.469, 0.1368, 0.1466, 0.0000
1.70955, -1.423, 0.1372, 0.1470, -0.0016
1.71449, -0.880, 0.1376, 0.1473, 0.0008
1.71955, -0.382, 0.1380, 0.1477, -0.0008
1.72449, -0.428, 0.1384, 0.1480, -0.0008
1.72956, -0.337, 0.1388, 0.1484, 0.0000
1.73450, -0.382, 0.1392, 0.1487, 0.0000
1.73955, -0.382, 0.1396, 0.1491, 0.0000
1.74449, -0.382, 0.1400, 0.1494, 0.0000
1.74955, -0.428, 0.1404, 0.1498, 0.0008
1.75450, -0.382, 0.1408, 0.1502, 0.0000
1.75955, -0.382, 0.1412, 0.1506, 0.0000
1.76449, -0.382, 0.1416, 0.1510, 0.0000
1.76956, -1.197, 0.1420, 0.1514, 0.0000
1.77450, -1.423, 0.1424, 0.1517, 0.0000
1.77955, -1.423, 0.1428, 0.1521, 0.0000
1.78449, -1.423, 0.1432, 0.1523, 0.0008
1.78955, -0.654, 0.1436, 0.1526, 0.0000
1.79449, -0.382, 0.1440, 0.1529, 0.0016
1.79956, -0.382, 0.1444, 0.1531, 0.0008
1.80449, -0.428, 0.1448, 0.1534, 0.0016
1.80956, -0.382, 0.1452, 0.1536, 0.0024
1.81449, -0.382, 0.1456, 0.1539, 0.0024
1.81955, -0.382, 0.1460, 0.1541, 0.0031
1.82449, -0.382, 0.1464, 0.1544, 0.0031
1.82955, -0.382, 0.1468, 0.1546, 0.0031
1.83449, -0.382, 0.1472, 0.1549, 0.0039
1.83955, -0.382, 0.1476, 0.1552, 0.0047
1.84449, -0.382, 0.1480, 0.1554, 0.0039
1.84955, -0.382, 0.1484, 0.1557, 0.0047
1.85449, -0.382, 0.1488, 0.1560, 0.0047
1.85955, -0.382, 0.1492, 0.1563, 0.0055
1.86450, -0.382, 0.1496, 0.1565, 0.0055
1.86955, -0.428, 0.1500, 0.1568, 0.0063
1.87450, -0.382, 0.1504, 0.1570, 0.0063
1.87956, -0.428, 0.1508, 0.1573, 0.0063
1.88449, -0.428, 0.1512, 0.1576, 0.0063
1.88955, -0.382, 0.1516, 0.1578, 0.0071
1.89449, -0.382, 0.1520, 0.1581, 0.0079
1.89955, -0.382, 0.1524, 0.1583, 0.0079
1.90449, -0.428, 0.1528, 0.1586, 0.0079
1.90956, -0.337, 0.1532, 0.1589, 0.0086
1.91450, -0.428, 0.1536, 0.1592, 0.0086
1.91956, 0.387, 0.1540, 0.1595, 0.0086
1.92450, 0.659, 0.1544, 0.1598, 0.0094
1.92956, -0.066, 0.1548, 0.1602, 0.0094
1.93450, -0.382, 0.1552, 0.1606, 0.0094
1.93955, -0.382, 0.1556, 0.1610, 0.0086
1.94449, -0.337, 0.1560, 0.1614, 0.0094
1.94955, -0.382, 0.1564, 0.1618, 0.0094
1.95449, -0.382, 0.1568, 0.1622, 0.0094
1.95955, -0.428, 0.1572, 0.1627, 0.0094
1.96449, -0.382, 0.1576, 0.1631, 0.0094
1.96955, -0.382, 0.1580, 0.1635, 0.0094
1.97449, -0.382, 0.1584, 0.1640, 0.0094
1.97956, -0.382, 0.1588, 0.1644, 0.0094
1.98450, -0.382, 0.1592, 0.1649, 0.0094
1.98955, -0.382, 0.1596, 0.1654, 0.0094
1.99449, -0.382, 0.1600, 0.1659, 0.0086
1.99956, -0.382, 0.1604, 0.1664, 0.0094
2.00449, -0.382, 0.1608, 0.1668, 0.0094
2.00955, -0.382, 0.1612, 0.1673, 0.0086
2.01450, -0.382, 0.1616, 0.1677, 0.0094
2.01955, -0.382, 0.1620, 0.1682, 0.0094
2.02449, -0.428, 0.1624, 0.1686, 0.0094
2.02955, -0.382, 0.1628, 0.1691, 0.0094
2.03449, -0.428, 0.1632, 0.1695, 0.0094
2.03955, -0.337, 0.1636, 0.1700, 0.0086
2.04449, -0.428, 0.1640, 0.1704, 0.0094
2.04955, -0.337, 0.1644, 0.1709, 0.0086
2.05449, -0.382, 0.1648, 0.1713, 0.0094
2.05956, -0.382, 0.1652, 0.1717, 0.0094
2.06450, -0.382, 0.1656, 0.1721, 0.0094
2.06956, -0.382, 0.1660, 0.1725, 0.0102
2.07450, -0.382, 0.1664, 0.1730, 0.0094
2.07955, 0.387, 0.1668, 0.1734, 0.0102
2.08449, 0.659, 0.1672, 0.1739, 0.0102
2.08956, 0.704, 0.1676, 0.1744, 0.0102
2.09450, 0.749, 0.1680, 0.1749, 0.0102
2.09956, 0.613, 0.1684, 0.1755, 0.0102
2.10450, 0.116, 0.1688, 0.1760, 0.0094
2.10955, -0.428, 0.1692, 0.1766, 0.0094
2.11449, -0.382, 0.1696, 0.1772, 0.0086
2.11956, -0.428, 0.1700, 0.1778, 0.0086
2.12450, -0.382, 0.1704, 0.1784, 0.0086
2.12955, -0.428, 0.1708, 0.1790, 0.0086
2.13450, -0.337, 0.1712, 0.1797, 0.0079
2.13956, -0.428, 0.1716, 0.1803, 0.0079
2.14450, -0.382, 0.1720, 0.1809, 0.0079
2.14955, -0.382, 0.1724, 0.1816, 0.0071
2.15450, -0.382, 0.1728, 0.1822, 0.0071
2.15956, -0.382, 0.1732, 0.1828, 0.0071
2.16450, -0.428, 0.1736, 0.1835, 0.0071
2.16955, -0.337, 0.1740, 0.1841, 0.0063
2.17449, -0.337, 0.1744, 0.1848, 0.0055
2.17955, -0.382, 0.1748, 0.1854, 0.0063
2.18450, -0.382, 0.1752, 0.1861, 0.0047
2.18955, -0.428, 0.1756, 0.1867, 0.0055
2.19449, -0.382, 0.1760, 0.1873, 0.0047
2.19956, -0.428, 0.1764, 0.1880, 0.0047
2.20450, -0.382, 0.1768, 0.1886, 0.0039
2.20955, -0.382, 0.1772, 0.1893, 0.0039
2.21449, -0.382, 0.1776, 0.1899, 0.0031
2.21956, -0.428, 0.1780, 0.1906, 0.0031
2.22450, -0.382, 0.1784, 0.1912, 0.0031
2.22955, -0.428, 0.1788, 0.1919, 0.0031
2.23449, -0.382, 0.1792, 0.1925, 0.0024
2.23955, -0.382, 0.1796, 0.1932, 0.0024
2.24449, -0.382, 0.1800, 0.1939, 0.0016
2.24955, -0.382, 0.1804, 0.1946, 0.0016
2.25449, -0.382, 0.1808, 0.1953, 0.0016
2.25955, -0.428, 0.1812, 0.1960, 0.0008
2.26449, -0.382, 0.1816, 0.1967, 0.0000
2.26955, -0.428, 0.1820, 0.1974, -0.0008
2.27449, -0.382, 0.1824, 0.1981, 0.0000
2.27955, -0.382, 0.1828, 0.1989, -0.0016
2.28449, -0.428, 0.1832, 0.1996, -0.0016
2.28955, -1.152, 0.1836, 0.2003, -0.0024
2.29449, -1.469, 0.1840, 0.2010, -0.0016
2.29955, -1.423, 0.1844, 0.2017, -0.0039
2.30449, -0.926, 0.1848, 0.2024, -0.0024
2.30956, -1.152, 0.1852, 0.2030, -0.0039
2.31449, -0.835, 0.1856, 0.2037, -0.0039
2.31955, -0.337, 0.1860, 0.2044, -0.0039
2.32450, -0.382, 0.1864, 0.2050, -0.0047
2.32956, -0.382, 0.1868, 0.2057, -0.0047
2.33449, -0.382, 0.1872, 0.2063, -0.0055
2.33956, -1.197, 0.1876, 0.2070, -0.0047
2.34450, -1.423, 0.1880, 0.2076, -0.0063
2.34955, -0.609, 0.1884, 0.2083, -0.0055
2.35450, -0.926, 0.1888, 0.2089, -0.0063
2.35955, -0.654, 0.1892, 0.2095, -0.0055
2.36450, -0.382, 0.1896, 0.2101, -0.0071
2.36955, -0.428, 0.1900, 0.2107, -0.0063
2.37450, -0.382, 0.1904, 0.2113, -0.0071
2.37955, -0.428, 0.1908, 0.2119, -0.0071
2.38449, -0.926, 0.1912, 0.2125, -0.0079
2.38956, -1.423, 0.1916, 0.2131, -0.0071
2.39450, -1.423, 0.1920, 0.2137, -0.0079
2.39955, -1.423, 0.1924, 0.2142, -0.0079
2.40449, -0.835, 0.1928, 0.2148, -0.0079
2.40956, -0.382, 0.1932, 0.2153, -0.0079
2.41450, -0.382, 0.1936, 0.2159, -0.0086
2.41955, -0.382, 0.1940, 0.2165, -0.0086
2.42449, -0.926, 0.1944, 0.2170, -0.0086
2.42955, -1.469, 0.1948, 0.2176, -0.0079
2.43450, -1.378, 0.1952, 0.2181, -0.0102
2.43956, -1.469, 0.1956, 0.2186, -0.0086
2.44450, -1.423, 0.1960, 0.2191, -0.0086
2.44955, -1.469, 0.1964, 0.2195, -0.0094
2.45449, -0.880, 0.1968, 0.2200, -0.0094
2.45955, -0.382, 0.1972, 0.2204, -0.0086
2.46449, -0.428, 0.1976, 0.2209, -0.0079
2.46955, -0.337, 0.1980, 0.2213, -0.0094
2.47449, -0.428, 0.1984, 0.2217, -0.0086
2.47956, -0.337, 0.1988, 0.2221, -0.0079
2.48450, -0.428, 0.1992, 0.2226, -0.0086
2.48955, -0.337, 0.1996, 0.2230, -0.0102
