#time refI I qb wb qc wc
0.015025, 0.000000, -0.000000, -0.000711, -0.011698, 1.569262, -0.000000
0.025032, 0.000000, -0.000000, -0.000748, 0.002816, 1.569262, -0.000000
0.035039, 0.000000, -0.000000, -0.000680, 0.017173, 1.570796, -0.000000
0.045044, 0.000000, -0.000000, -0.000574, 0.015747, 1.570796, -0.000000
0.055051, 0.000000, -0.000000, -0.000658, -0.006630, 1.569262, -0.000000
0.065057, 0.000000, -0.000000, -0.000750, -0.012142, 1.569262, -0.000000
0.075061, 0.000000, -0.000000, -0.000751, 0.001470, 1.569262, -0.000000
0.088327, 0.000000, -0.000000, -0.000657, 0.007037, 1.570796, -0.000000
0.098332, 0.000000, -0.000000, -0.000599, -0.005144, 1.570796, -0.000000
0.108336, 0.000000, -0.000000, -0.000679, -0.008600, 1.569262, -0.000000
0.118341, 0.000000, -0.000000, -0.000755, -0.002932, 1.569262, -0.000000
0.128345, 0.000000, -0.000000, -0.000678, 0.009497, 1.570796, -0.000000
0.138348, 0.000000, -0.000000, -0.000678, 0.009497, 1.570796, -0.000000
0.148356, 0.000000, -0.000000, -0.000587, -0.009796, 1.570796, -0.000000
0.158361, 0.000000, -0.000000, -0.000679, -0.006248, 1.569262, -0.000000
0.168366, 0.000000, -0.000000, -0.000697, 0.006296, 1.569262, -0.000000
0.178370, 0.000000, -0.000000, -0.000697, 0.006296, 1.570796, -0.000000
0.188377, 0.000000, -0.000000, -0.000562, 0.005798, 1.570796, -0.000000
0.198379, 0.000000, -0.000000, -0.000599, -0.004146, 1.569262, -0.000000
0.208383, 0.000000, -0.000000, -0.000712, 0.000407, 1.569262, -0.000000
0.218387, 0.000000, -0.000000, -0.000668, 0.000653, 1.569262, -0.000000
0.228390, 0.000000, -0.000000, -0.000274, 0.002366, 1.570796, -0.000000
0.238505, 0.000000, -0.000000, -0.000261, -0.007726, 1.570796, -0.000000
0.248512, 0.000000, -0.000000, -0.000394, -0.014961, 1.569262, -0.000000
0.258517, 0.000000, -0.000000, -0.000452, 0.005331, 1.569262, -0.000000
0.268525, 0.000000, -0.000000, -0.000321, 0.026033, 1.570796, -0.000000
0.278530, 0.000000, -0.000000, -0.000249, 0.001394, 1.570796, -0.000000
0.288536, 0.000000, -0.000000, -0.000342, -0.011434, 1.569262, -0.000000
0.298540, 0.000000, -0.000000, -0.000467, -0.013919, 1.569262, -0.000000
0.308544, 0.000000, -0.000000, -0.000407, 0.011379, 1.569262, -0.000000
0.318548, 0.000000, -0.000000, -0.000268, 0.009419, 1.569262, -0.000000
0.328565, 0.000000, -0.000000, -0.000268, 0.009419, 1.569262, -0.000000
0.338569, 0.000000, -0.000000, -0.000388, -0.019161, 1.569262, -0.000000
0.351381, 0.000000, -0.000000, -0.000408, 0.014747, 1.570796, -0.000000
0.361385, 0.000000, -0.000000, -0.000242, 0.026616, 1.570796, -0.000000
0.371388, 0.000000, -0.000000, -0.000242, 0.026616, 1.570796, -0.000000
0.381393, 0.000000, -0.000000, -0.000269, -0.023050, 1.569262, -0.000000
0.391398, 0.000000, -0.000000, -0.000387, -0.010998, 1.570796, -0.000000
0.401400, 0.000000, -0.000000, -0.000258, 0.025928, 1.569262, -0.000000
0.411407, 0.000000, -0.000000, -0.000127, 0.012104, 1.569262, -0.000000
0.421412, 0.000000, -0.000000, -0.000145, -0.014033, 1.569262, -0.000000
0.431415, 0.000000, -0.000000, -0.000295, -0.004749, 1.569262, -0.000000
0.441419, 0.000000, -0.000000, -0.000257, 0.017201, 1.569262, -0.000000
0.451533, 0.000000, -0.000000, -0.000058, 0.020968, 1.570796, -0.000000
0.461537, 0.000000, -0.000000, -0.000022, -0.009943, 1.570796, -0.000000
0.471586, 0.000000, -0.000000, -0.000216, -0.022904, 1.569262, -0.000000
0.481591, 0.000000, -0.000000, -0.000266, 0.001550, 1.569262, -0.000000
0.491594, 0.000000, -0.000000, -0.000078, 0.012157, 1.569262, -0.000000
0.501600, 0.000000, -0.000000, 0.000070, -0.002341, 1.570796, -0.000000
0.511605, 0.000000, -0.000000, -0.000060, -0.022209, 1.569262, -0.000000
0.521608, 0.000000, -0.000000, -0.000060, -0.022209, 1.569262, -0.000000
0.531613, 0.000000, -0.000000, 0.000002, 0.029639, 1.569262, -0.000000
0.541620, 0.000000, -0.000000, 0.000125, 0.007374, 1.569262, -0.000000
0.554327, 0.000000, -0.000000, 0.000046, -0.023058, 1.569262, -0.000000
0.564330, 0.000000, -0.000000, 0.000046, -0.023058, 1.569262, -0.000000
0.574336, 0.000000, -0.000000, -0.000071, 0.017574, 1.569262, -0.000000
0.584343, 0.000000, -0.000000, 0.000128, 0.021619, 1.569262, -0.000000
0.594346, 0.000000, -0.000000, 0.000093, -0.023884, 1.569262, -0.000000
0.604348, 0.000000, -0.000000, -0.000153, -0.016667, 1.569262, -0.000000
0.614352, 0.000000, -0.000000, -0.000134, 0.024412, 1.570796, -0.000000
0.624357, 0.000000, -0.000000, 0.000051, 0.013133, 1.569262, -0.000000
0.634361, 0.000000, -0.000000, 0.000051, 0.013133, 1.569262, -0.000000
0.654459, 0.000000, -0.000000, -0.000256, -0.003074, 1.569262, -0.000000
0.664464, 0.000000, -0.000000, -0.000065, 0.024278, 1.570796, -0.000000
0.674494, 0.000000, -0.000000, -0.000065, 0.024278, 1.569262, -0.000000
0.684498, 0.000000, -0.000000, -0.000177, -0.024604, 1.569262, -0.000000
0.694502, 0.000000, -0.000000, -0.000295, -0.000810, 1.570796, -0.000000
