time(s),reference current(A),current(A),rw angle(rad),pendulum angle(rad)
0.00000, 0.500, 0.000, 0.0000, 0.0000
0.00028, 0.500, 0.000, 0.0000, 0.0000
0.00056, 0.500, 0.000, 0.0000, 0.0000
0.00087, 0.500, 0.000, 0.0000, 0.0000
0.00116, 0.500, 0.000, 0.0000, 0.0000
0.00144, 0.500, 0.095, 0.0000, 0.0000
0.00196, 0.500, 0.095, 0.0000, 0.0000
0.00227, 0.500, 0.095, 0.0000, 0.0000
0.00257, 0.500, 0.095, 0.0000, 0.0000
0.00288, 0.500, 0.095, 0.0000, 0.0000
0.00318, 0.500, 0.095, 0.0000, 0.0000
0.00351, 0.500, 0.277, 0.0000, 0.0000
0.00396, 0.500, 0.277, 0.0000, 0.0000
0.00426, 0.500, 0.277, 0.0000, 0.0000
0.00457, 0.500, 0.277, 0.0000, 0.0000
0.00488, 0.500, 0.277, 0.0000, 0.0000
0.00518, 0.500, 0.277, 0.0000, 0.0000
0.00549, 0.500, 0.381, 0.0000, 0.0000
0.00600, 0.500, 0.381, 0.0000, 0.0000
0.00630, 0.500, 0.381, 0.0000, 0.0000
0.00661, 0.500, 0.381, 0.0000, 0.0000
0.00692, 0.500, 0.381, 0.0000, 0.0000
0.00722, 0.500, 0.381, 0.0000, 0.0000
0.00753, 0.500, 0.438, 0.0000, 0.0000
0.00800, 0.500, 0.438, 0.0000, 0.0000
0.00830, 0.500, 0.438, 0.0000, 0.0000
0.00861, 0.500, 0.438, 0.0000, 0.0000
0.00891, 0.500, 0.438, 0.0000, 0.0000
0.00922, 0.500, 0.438, 0.0000, 0.0000
0.00953, 0.500, 0.467, 0.0000, 0.0000
0.01000, 0.500, 0.467, 0.0000, 0.0000
0.01031, 0.500, 0.467, 0.0000, 0.0000
0.01061, 0.500, 0.467, 0.0000, 0.0000
0.01092, 0.500, 0.467, 0.0000, 0.0000
0.01123, 0.500, 0.467, 0.0000, 0.0000
0.01153, 0.500, 0.482, 0.0000, 0.0000
0.01201, 0.500, 0.482, 0.0000, 0.0000
0.01231, 0.500, 0.482, 0.0000, 0.0000
0.01262, 0.500, 0.482, 0.0000, 0.0000
0.01293, 0.500, 0.482, 0.0000, 0.0000
0.01324, 0.500, 0.482, 0.0000, 0.0000
0.01354, 0.500, 0.491, 0.0000, 0.0000
0.01401, 0.500, 0.491, 0.0000, 0.0000
0.01433, 0.500, 0.491, 0.0000, 0.0000
0.01466, 0.500, 0.491, 0.0000, 0.0000
0.01496, 0.500, 0.491, 0.0000, 0.0000
0.01527, 0.500, 0.491, 0.0000, 0.0000
0.01558, 0.500, 0.495, 0.0000, 0.0000
0.01601, 0.500, 0.495, 0.0000, 0.0000
0.01633, 0.500, 0.495, 0.0000, 0.0000
0.01666, 0.500, 0.495, 0.0000, 0.0000
0.01697, 0.500, 0.495, 0.0000, 0.0000
0.01729, 0.500, 0.495, 0.0000, 0.0000
0.01759, 0.500, 0.498, 0.0000, 0.0000
0.01803, 0.500, 0.498, 0.0000, 0.0000
0.01834, 0.500, 0.498, 0.0000, 0.0000
0.01865, 0.500, 0.498, 0.0000, 0.0000
0.01895, 0.500, 0.498, 0.0000, 0.0000
0.01926, 0.500, 0.498, 0.0000, 0.0000
0.01957, 0.500, 0.498, 0.0000, 0.0000
0.01988, 0.500, 0.498, 0.0000, 0.0000
0.02018, 0.500, 0.498, 0.0000, 0.0000
0.02050, 0.500, 0.499, 0.0000, 0.0000
0.02094, 0.500, 0.499, 0.0000, 0.0000
0.02125, 0.500, 0.499, 0.0000, 0.0000
0.02156, 0.500, 0.499, 0.0000, 0.0000
0.02186, 0.500, 0.499, 0.0000, 0.0000
0.02219, 0.500, 0.500, 0.0000, 0.0000
0.02260, 0.500, 0.500, 0.0000, 0.0000
0.02290, 0.500, 0.500, 0.0000, 0.0000
0.02320, 0.500, 0.500, 0.0000, 0.0000
0.02350, 0.500, 0.500, 0.0000, 0.0000
0.02381, 0.500, 0.500, 0.0000, 0.0000
0.02411, 0.500, 0.501, 0.0000, 0.0000
0.02451, 0.500, 0.501, 0.0000, 0.0000
0.02483, 0.500, 0.501, 0.0000, 0.0000
0.02514, 0.500, 0.501, 0.0000, 0.0000
0.02545, 0.500, 0.501, 0.0000, 0.0000
0.02575, 0.500, 0.499, 0.0000, 0.0000
0.02613, 0.500, 0.499, 0.0000, 0.0000
0.02644, 0.500, 0.499, 0.0000, 0.0000
0.02675, 0.500, 0.499, 0.0000, 0.0000
0.02706, 0.500, 0.499, 0.0000, 0.0000
0.02736, 0.500, 0.499, 0.0000, 0.0000
0.02767, 0.500, 0.500, 0.0000, 0.0000
0.02804, 0.500, 0.500, 0.0000, 0.0000
0.02836, 0.500, 0.500, 0.0000, 0.0000
0.02866, 0.500, 0.500, 0.0000, 0.0000
0.02897, 0.500, 0.500, 0.0000, 0.0000
0.02927, 0.500, 0.500, 0.0000, 0.0000
0.02957, 0.500, 0.500, 0.0000, 0.0000
0.02987, 0.500, 0.500, 0.0000, 0.0000
0.03019, 0.500, 0.500, 0.0000, 0.0000
0.03049, 0.500, 0.501, 0.0000, 0.0000
0.03094, 0.500, 0.501, 0.0000, 0.0000
0.03124, 0.500, 0.501, 0.0000, 0.0000
0.03155, 0.500, 0.500, 0.0000, 0.0000
0.03199, 0.500, 0.500, 0.0000, 0.0000
0.03230, 0.500, 0.500, 0.0000, 0.0000
0.03260, 0.500, 0.500, 0.0000, 0.0000
0.03290, 0.500, 0.500, 0.0000, 0.0000
0.03321, 0.500, 0.500, 0.0000, 0.0000
0.03351, 0.500, 0.500, 0.0000, 0.0000
0.03381, 0.500, 0.500, 0.0000, 0.0000
0.03413, 0.500, 0.500, 0.0000, 0.0000
0.03444, 0.500, 0.500, 0.0000, 0.0000
0.03474, 0.500, 0.500, 0.0000, 0.0000
0.03504, 0.500, 0.499, 0.0000, 0.0000
0.03543, 0.500, 0.499, 0.0000, 0.0000
0.03574, 0.500, 0.499, 0.0000, 0.0000
0.03605, 0.500, 0.499, 0.0000, 0.0000
0.03636, 0.500, 0.499, 0.0000, 0.0000
0.03667, 0.500, 0.500, 0.0000, 0.0000
0.03704, 0.500, 0.500, 0.0000, 0.0000
0.03734, 0.500, 0.500, 0.0000, 0.0000
0.03765, 0.500, 0.500, 0.0000, 0.0000
0.03795, 0.500, 0.500, 0.0000, 0.0000
0.03826, 0.500, 0.500, 0.0000, 0.0000
0.03856, 0.500, 0.500, 0.0000, 0.0000
0.03886, 0.500, 0.499, 0.0000, 0.0000
0.03924, 0.500, 0.499, 0.0000, 0.0000
0.03955, 0.500, 0.499, 0.0000, 0.0000
0.03986, 0.500, 0.499, 0.0000, 0.0000
0.04017, 0.500, 0.499, 0.0000, 0.0000
0.04047, 0.500, 0.499, 0.0000, 0.0000
0.04078, 0.500, 0.501, 0.0000, 0.0000
0.04115, 0.500, 0.501, 0.0000, 0.0000
0.04147, 0.500, 0.501, 0.0000, 0.0000
0.04179, 0.500, 0.501, 0.0000, 0.0000
0.04211, 0.500, 0.501, 0.0000, 0.0000
0.04244, 0.500, 0.501, 0.0000, 0.0000
0.04276, 0.500, 0.500, 0.0000, 0.0000
0.04312, 0.500, 0.500, 0.0000, 0.0000
0.04343, 0.500, 0.500, 0.0000, 0.0000
0.04373, 0.500, 0.500, 0.0000, 0.0000
0.04404, 0.500, 0.500, 0.0000, 0.0000
0.04434, 0.500, 0.500, 0.0000, 0.0000
0.04464, 0.500, 0.501, 0.0000, 0.0000
0.04504, 0.500, 0.501, 0.0000, 0.0000
0.04534, 0.500, 0.501, 0.0000, 0.0000
0.04565, 0.500, 0.501, 0.0000, 0.0000
0.04596, 0.500, 0.501, 0.0000, 0.0000
0.04626, 0.500, 0.501, 0.0000, 0.0000
0.04657, 0.500, 0.499, 0.0000, 0.0000
0.04701, 0.500, 0.499, 0.0000, 0.0000
0.04731, 0.500, 0.499, 0.0000, 0.0000
0.04764, 0.500, 0.499, 0.0000, 0.0000
0.04794, 0.500, 0.499, 0.0000, 0.0000
0.04825, 0.500, 0.499, 0.0000, 0.0000
0.04856, 0.500, 0.500, 0.0000, 0.0000
0.04900, 0.500, 0.500, 0.0000, 0.0000
0.04931, 0.500, 0.500, 0.0000, 0.0000
0.04961, 0.500, 0.500, 0.0000, 0.0000
0.04991, 0.500, 0.500, 0.0000, 0.0000
0.05021, 0.500, 0.500, 0.0000, 0.0000
0.05051, 0.500, 0.500, 0.0000, 0.0000
0.05083, 0.500, 0.500, 0.0000, 0.0000
0.05113, 0.500, 0.500, 0.0000, 0.0000
0.05144, 0.500, 0.500, 0.0000, 0.0000
0.05174, 0.500, 0.500, 0.0000, 0.0000
0.05205, 0.500, 0.500, 0.0000, 0.0000
