time(s),reference current(A),current(A),rw angle(rad),pendulum angle(rad)
0.00000, 0.750, 0.000, 0.0000, 0.0000
0.00028, 0.750, 0.000, 0.0000, 0.0000
0.00056, 0.750, 0.000, 0.0000, 0.0000
0.00087, 0.750, 0.000, 0.0000, 0.0000
0.00116, 0.750, 0.000, 0.0000, 0.0000
0.00144, 0.750, 0.172, 0.0000, 0.0000
0.00193, 0.750, 0.172, 0.0000, 0.0000
0.00223, 0.750, 0.172, 0.0000, 0.0000
0.00254, 0.750, 0.172, 0.0000, 0.0000
0.00285, 0.750, 0.172, 0.0000, 0.0000
0.00316, 0.750, 0.172, 0.0000, 0.0000
0.00346, 0.750, 0.441, 0.0000, 0.0000
0.00393, 0.750, 0.441, 0.0000, 0.0000
0.00423, 0.750, 0.441, 0.0000, 0.0000
0.00454, 0.750, 0.441, 0.0000, 0.0000
0.00485, 0.750, 0.441, 0.0000, 0.0000
0.00516, 0.750, 0.441, 0.0000, 0.0000
0.00546, 0.750, 0.583, 0.0000, 0.0000
0.00596, 0.750, 0.583, 0.0000, 0.0000
0.00627, 0.750, 0.583, 0.0000, 0.0000
0.00658, 0.750, 0.583, 0.0000, 0.0000
0.00689, 0.750, 0.583, 0.0000, 0.0000
0.00719, 0.750, 0.583, 0.0000, 0.0000
0.00750, 0.750, 0.666, 0.0000, 0.0000
0.00797, 0.750, 0.666, 0.0000, 0.0000
0.00828, 0.750, 0.666, 0.0000, 0.0000
0.00859, 0.750, 0.666, 0.0000, 0.0000
0.00890, 0.750, 0.666, 0.0000, 0.0000
0.00921, 0.750, 0.666, 0.0000, 0.0000
0.00951, 0.750, 0.705, 0.0000, 0.0000
0.00997, 0.750, 0.705, 0.0000, 0.0000
0.01028, 0.750, 0.705, 0.0000, 0.0000
0.01058, 0.750, 0.705, 0.0000, 0.0000
0.01089, 0.750, 0.705, 0.0000, 0.0000
0.01120, 0.750, 0.705, 0.0000, 0.0000
0.01150, 0.750, 0.726, 0.0000, 0.0000
0.01198, 0.750, 0.726, 0.0000, 0.0000
0.01229, 0.750, 0.726, 0.0000, 0.0000
0.01260, 0.750, 0.726, 0.0000, 0.0000
0.01290, 0.750, 0.726, 0.0000, 0.0000
0.01323, 0.750, 0.726, 0.0000, 0.0000
0.01354, 0.750, 0.738, 0.0000, 0.0000
0.01398, 0.750, 0.738, 0.0000, 0.0000
0.01429, 0.750, 0.738, 0.0000, 0.0000
0.01459, 0.750, 0.738, 0.0000, 0.0000
0.01490, 0.750, 0.738, 0.0000, 0.0000
0.01521, 0.750, 0.738, 0.0000, 0.0000
0.01551, 0.750, 0.741, 0.0000, 0.0000
0.01593, 0.750, 0.741, 0.0000, 0.0000
0.01623, 0.750, 0.741, 0.0000, 0.0000
