time(s),reference current(A),current(A),rw angle(rad),pendulum angle(rad)
0.00000, 0.375, 0.001, 0.0000, 0.0000
0.00030, 0.375, 0.001, 0.0000, 0.0000
0.00060, 0.375, 0.001, 0.0000, 0.0000
0.00090, 0.375, 0.033, 0.0000, 0.0000
0.00128, 0.375, 0.033, 0.0000, 0.0000
0.00161, 0.375, 0.033, 0.0000, 0.0000
0.00191, 0.375, 0.033, 0.0000, 0.0000
0.00222, 0.375, 0.033, 0.0000, 0.0000
0.00252, 0.375, 0.033, 0.0000, 0.0000
0.00282, 0.375, 0.182, 0.0000, 0.0000
0.00326, 0.375, 0.182, 0.0000, 0.0000
0.00357, 0.375, 0.182, 0.0000, 0.0000
0.00387, 0.375, 0.182, 0.0000, 0.0000
0.00418, 0.375, 0.182, 0.0000, 0.0000
0.00448, 0.375, 0.182, 0.0000, 0.0000
0.00479, 0.375, 0.273, 0.0000, 0.0000
0.00522, 0.375, 0.273, 0.0000, 0.0000
0.00554, 0.375, 0.273, 0.0000, 0.0000
0.00585, 0.375, 0.273, 0.0000, 0.0000
0.00616, 0.375, 0.273, 0.0000, 0.0000
0.00646, 0.375, 0.273, 0.0000, 0.0000
0.00677, 0.375, 0.321, 0.0000, 0.0000
0.00723, 0.375, 0.321, 0.0000, 0.0000
0.00754, 0.375, 0.321, 0.0000, 0.0000
0.00785, 0.375, 0.321, 0.0000, 0.0000
0.00815, 0.375, 0.321, 0.0000, 0.0000
0.00846, 0.375, 0.321, 0.0000, 0.0000
0.00877, 0.375, 0.346, 0.0000, 0.0000
0.00925, 0.375, 0.346, 0.0000, 0.0000
0.00957, 0.375, 0.346, 0.0000, 0.0000
0.00988, 0.375, 0.346, 0.0000, 0.0000
0.01018, 0.375, 0.346, 0.0000, 0.0000
0.01049, 0.375, 0.346, 0.0000, 0.0000
0.01079, 0.375, 0.359, 0.0000, 0.0000
0.01119, 0.375, 0.359, 0.0000, 0.0000
0.01149, 0.375, 0.359, 0.0000, 0.0000
0.01180, 0.375, 0.359, 0.0000, 0.0000
0.01211, 0.375, 0.359, 0.0000, 0.0000
0.01241, 0.375, 0.359, 0.0000, 0.0000
0.01272, 0.375, 0.367, 0.0000, 0.0000
0.01319, 0.375, 0.367, 0.0000, 0.0000
0.01349, 0.375, 0.367, 0.0000, 0.0000
0.01380, 0.375, 0.367, 0.0000, 0.0000
0.01411, 0.375, 0.367, 0.0000, 0.0000
0.01441, 0.375, 0.367, 0.0000, 0.0000
0.01472, 0.375, 0.371, 0.0000, 0.0000
0.01522, 0.375, 0.371, 0.0000, 0.0000
0.01554, 0.375, 0.371, 0.0000, 0.0000
0.01585, 0.375, 0.371, 0.0000, 0.0000
