time(s),reference current(A),current(A),rw angle(rad),pendulum angle(rad)
0.00000, 0.875, 0.001, 0.0000, 0.0000
0.00034, 0.875, 0.001, 0.0000, 0.0000
0.00065, 0.875, 0.001, 0.0000, 0.0000
0.00095, 0.875, 0.001, 0.0000, 0.0000
0.00128, 0.875, 0.001, 0.0000, 0.0000
0.00159, 0.875, 0.145, 0.0000, 0.0000
0.00197, 0.875, 0.145, 0.0000, 0.0000
0.00228, 0.875, 0.145, 0.0000, 0.0000
0.00259, 0.875, 0.145, 0.0000, 0.0000
0.00290, 0.875, 0.145, 0.0000, 0.0000
0.00322, 0.875, 0.145, 0.0000, 0.0000
0.00352, 0.875, 0.476, 0.0000, 0.0000
0.00390, 0.875, 0.476, 0.0000, 0.0000
0.00421, 0.875, 0.476, 0.0000, 0.0000
0.00452, 0.875, 0.476, 0.0000, 0.0000
0.00483, 0.875, 0.476, 0.0000, 0.0000
0.00514, 0.875, 0.476, 0.0000, 0.0000
0.00545, 0.875, 0.667, 0.0000, 0.0000
0.00586, 0.875, 0.667, 0.0000, 0.0000
0.00618, 0.875, 0.667, 0.0000, 0.0000
0.00651, 0.875, 0.667, 0.0000, 0.0000
0.00681, 0.875, 0.667, 0.0000, 0.0000
0.00712, 0.875, 0.667, 0.0000, 0.0000
0.00743, 0.875, 0.767, 0.0000, 0.0000
0.00787, 0.875, 0.767, 0.0000, 0.0000
0.00818, 0.875, 0.767, 0.0000, 0.0000
0.00849, 0.875, 0.767, 0.0000, 0.0000
0.00880, 0.875, 0.767, 0.0000, 0.0000
0.00911, 0.875, 0.767, 0.0000, 0.0000
0.00941, 0.875, 0.816, 0.0000, 0.0000
0.00986, 0.875, 0.816, 0.0000, 0.0000
0.01017, 0.875, 0.816, 0.0000, 0.0000
0.01048, 0.875, 0.816, 0.0000, 0.0000
0.01079, 0.875, 0.816, 0.0000, 0.0000
0.01110, 0.875, 0.816, 0.0000, 0.0000
0.01140, 0.875, 0.844, 0.0000, 0.0000
0.01186, 0.875, 0.844, 0.0000, 0.0000
0.01217, 0.875, 0.844, 0.0000, 0.0000
0.01248, 0.875, 0.844, 0.0000, 0.0000
0.01278, 0.875, 0.844, 0.0000, 0.0000
0.01309, 0.875, 0.844, 0.0000, 0.0000
0.01340, 0.875, 0.859, 0.0000, 0.0000
0.01386, 0.875, 0.859, 0.0000, 0.0000
0.01417, 0.875, 0.859, 0.0000, 0.0000
0.01448, 0.875, 0.859, 0.0000, 0.0000
0.01479, 0.875, 0.859, 0.0000, 0.0000
0.01510, 0.875, 0.859, 0.0000, 0.0000
0.01543, 0.875, 0.865, 0.0000, 0.0000
0.01581, 0.875, 0.865, 0.0000, 0.0000
0.01612, 0.875, 0.865, 0.0000, 0.0000
0.01642, 0.875, 0.865, 0.0000, 0.0000
0.01673, 0.875, 0.865, 0.0000, 0.0000
0.01706, 0.875, 0.865, 0.0000, 0.0000
0.01737, 0.875, 0.870, 0.0000, 0.0000
0.01785, 0.875, 0.870, 0.0000, 0.0000
0.01816, 0.875, 0.870, 0.0000, 0.0000
0.01846, 0.875, 0.870, 0.0000, 0.0000
0.01879, 0.875, 0.870, 0.0000, 0.0000
0.01910, 0.875, 0.870, 0.0000, 0.0000
0.01942, 0.875, 0.871, 0.0000, 0.0000
0.01985, 0.875, 0.871, 0.0000, 0.0000
0.02016, 0.875, 0.871, 0.0000, 0.0000
0.02046, 0.875, 0.871, 0.0000, 0.0000
0.02077, 0.875, 0.871, 0.0000, 0.0000
0.02108, 0.875, 0.871, 0.0000, 0.0000
0.02139, 0.875, 0.874, 0.0000, 0.0000
0.02185, 0.875, 0.874, 0.0000, 0.0000
0.02216, 0.875, 0.874, 0.0000, 0.0000
0.02247, 0.875, 0.874, 0.0000, 0.0000
