time(s),reference current(A),current(A),rw angle(rad),pendulum angle(rad)
0.00000, 0.250, 0.001, 0.0000, 0.0000
0.00030, 0.250, 0.000, 0.0000, 0.0000
0.00067, 0.250, 0.000, 0.0000, 0.0000
0.00098, 0.250, 0.000, 0.0000, 0.0000
0.00129, 0.250, 0.000, 0.0000, 0.0000
0.00158, 0.250, 0.000, 0.0000, 0.0000
0.00187, 0.250, 0.000, 0.0000, 0.0000
0.00216, 0.250, 0.082, 0.0000, 0.0000
0.00256, 0.250, 0.082, 0.0000, 0.0000
0.00287, 0.250, 0.082, 0.0000, 0.0000
0.00318, 0.250, 0.082, 0.0000, 0.0000
0.00349, 0.250, 0.082, 0.0000, 0.0000
0.00380, 0.250, 0.082, 0.0000, 0.0000
0.00411, 0.250, 0.160, 0.0000, 0.0000
0.00455, 0.250, 0.160, 0.0000, 0.0000
0.00487, 0.250, 0.160, 0.0000, 0.0000
0.00517, 0.250, 0.160, 0.0000, 0.0000
0.00550, 0.250, 0.160, 0.0000, 0.0000
0.00581, 0.250, 0.160, 0.0000, 0.0000
0.00612, 0.250, 0.200, 0.0000, 0.0000
0.00650, 0.250, 0.200, 0.0000, 0.0000
0.00681, 0.250, 0.200, 0.0000, 0.0000
0.00712, 0.250, 0.200, 0.0000, 0.0000
0.00743, 0.250, 0.200, 0.0000, 0.0000
0.00774, 0.250, 0.200, 0.0000, 0.0000
0.00805, 0.250, 0.225, 0.0000, 0.0000
0.00854, 0.250, 0.225, 0.0000, 0.0000
0.00885, 0.250, 0.225, 0.0000, 0.0000
0.00917, 0.250, 0.225, 0.0000, 0.0000
0.00948, 0.250, 0.225, 0.0000, 0.0000
0.00979, 0.250, 0.225, 0.0000, 0.0000
0.01010, 0.250, 0.237, 0.0000, 0.0000
0.01054, 0.250, 0.237, 0.0000, 0.0000
0.01085, 0.250, 0.237, 0.0000, 0.0000
0.01116, 0.250, 0.237, 0.0000, 0.0000
0.01148, 0.250, 0.237, 0.0000, 0.0000
0.01179, 0.250, 0.237, 0.0000, 0.0000
0.01210, 0.250, 0.243, 0.0000, 0.0000
0.01255, 0.250, 0.243, 0.0000, 0.0000
0.01286, 0.250, 0.243, 0.0000, 0.0000
0.01317, 0.250, 0.243, 0.0000, 0.0000
0.01349, 0.250, 0.243, 0.0000, 0.0000
0.01380, 0.250, 0.243, 0.0000, 0.0000
0.01411, 0.250, 0.246, 0.0000, 0.0000
0.01455, 0.250, 0.246, 0.0000, 0.0000
0.01487, 0.250, 0.246, 0.0000, 0.0000
0.01518, 0.250, 0.246, 0.0000, 0.0000
0.01549, 0.250, 0.246, 0.0000, 0.0000
0.01580, 0.250, 0.246, 0.0000, 0.0000
0.01613, 0.250, 0.247, 0.0000, 0.0000
0.01655, 0.250, 0.247, 0.0000, 0.0000
0.01687, 0.250, 0.247, 0.0000, 0.0000
0.01718, 0.250, 0.247, 0.0000, 0.0000
0.01749, 0.250, 0.247, 0.0000, 0.0000
0.01780, 0.250, 0.247, 0.0000, 0.0000
0.01811, 0.250, 0.249, 0.0000, 0.0000
0.01851, 0.250, 0.249, 0.0000, 0.0000
0.01883, 0.250, 0.249, 0.0000, 0.0000
0.01914, 0.250, 0.249, 0.0000, 0.0000
0.01945, 0.250, 0.249, 0.0000, 0.0000
0.01976, 0.250, 0.249, 0.0000, 0.0000
0.02007, 0.250, 0.249, 0.0000, 0.0000
0.02040, 0.250, 0.249, 0.0000, 0.0000
0.02071, 0.250, 0.250, 0.0000, 0.0000
0.02116, 0.250, 0.250, 0.0000, 0.0000
0.02147, 0.250, 0.250, 0.0000, 0.0000
0.02178, 0.250, 0.250, 0.0000, 0.0000
0.02208, 0.250, 0.249, 0.0000, 0.0000
0.02253, 0.250, 0.249, 0.0000, 0.0000
0.02284, 0.250, 0.249, 0.0000, 0.0000
0.02316, 0.250, 0.249, 0.0000, 0.0000
0.02347, 0.250, 0.249, 0.0000, 0.0000
0.02378, 0.250, 0.249, 0.0000, 0.0000
0.02409, 0.250, 0.250, 0.0000, 0.0000
0.02453, 0.250, 0.250, 0.0000, 0.0000
0.02484, 0.250, 0.250, 0.0000, 0.0000
0.02515, 0.250, 0.250, 0.0000, 0.0000
0.02546, 0.250, 0.250, 0.0000, 0.0000
0.02577, 0.250, 0.250, 0.0000, 0.0000
0.02608, 0.250, 0.250, 0.0000, 0.0000
0.02638, 0.250, 0.250, 0.0000, 0.0000
0.02669, 0.250, 0.250, 0.0000, 0.0000
