#time, current, target_x, x, q
0.00000, -1.435, 0.0004, -0.0004, -0.0872
0.00506, -1.435, 0.0008, -0.0005, -0.0872
0.01000, -1.327, 0.0012, -0.0009, -0.0848
0.01506, -1.111, 0.0016, -0.0015, -0.0825
0.02000, -0.896, 0.0020, -0.0023, -0.0809
0.02506, -0.572, 0.0024, -0.0033, -0.0762
0.03000, -0.356, 0.0028, -0.0043, -0.0730
0.03506, -0.248, 0.0032, -0.0054, -0.0707
0.04000, -0.248, 0.0036, -0.0064, -0.0668
0.04506, -0.248, 0.0040, -0.0075, -0.0628
0.05000, -0.248, 0.0044, -0.0084, -0.0613
0.05506, -0.248, 0.0048, -0.0094, -0.0573
0.06000, -0.248, 0.0052, -0.0103, -0.0542
0.06506, -0.248, 0.0056, -0.0111, -0.0518
0.07000, -0.356, 0.0060, -0.0119, -0.0495
0.07506, -0.356, 0.0064, -0.0127, -0.0456
0.08000, -0.356, 0.0068, -0.0134, -0.0432
0.08506, -0.356, 0.0072, -0.0141, -0.0408
0.09000, -0.356, 0.0076, -0.0149, -0.0377
0.09506, -0.356, 0.0080, -0.0156, -0.0353
0.10000, -0.248, 0.0084, -0.0163, -0.0338
0.10506, -0.248, 0.0088, -0.0170, -0.0298
0.11000, -0.248, 0.0092, -0.0177, -0.0275
0.11506, -0.248, 0.0096, -0.0183, -0.0251
0.12000, -0.248, 0.0100, -0.0189, -0.0228
0.12506, -0.248, 0.0104, -0.0195, -0.0204
0.13000, -0.248, 0.0108, -0.0200, -0.0188
0.13506, -0.248, 0.0112, -0.0204, -0.0165
0.14000, -0.248, 0.0116, -0.0209, -0.0141
0.14506, -0.248, 0.0120, -0.0213, -0.0134
0.15000, -0.248, 0.0124, -0.0217, -0.0110
0.15506, -0.248, 0.0128, -0.0221, -0.0094
0.16000, -0.248, 0.0132, -0.0225, -0.0079
0.16506, -0.248, 0.0136, -0.0228, -0.0063
0.17000, -0.248, 0.0140, -0.0231, -0.0047
0.17506, -0.248, 0.0144, -0.0234, -0.0031
0.18000, -0.248, 0.0148, -0.0236, -0.0016
0.18506, -0.248, 0.0152, -0.0238, -0.0008
0.19000, -0.248, 0.0156, -0.0240, 0.0008
0.19506, -0.248, 0.0160, -0.0242, 0.0016
0.20000, -0.248, 0.0164, -0.0244, 0.0031
0.20506, -0.248, 0.0168, -0.0245, 0.0047
0.21000, -0.248, 0.0172, -0.0246, 0.0055
0.21506, -0.248, 0.0176, -0.0246, 0.0063
0.22000, 0.344, 0.0180, -0.0246, 0.0071
0.22506, 0.344, 0.0184, -0.0245, 0.0079
0.23000, 0.452, 0.0188, -0.0243, 0.0079
0.23506, 0.344, 0.0192, -0.0240, 0.0086
0.24000, 0.344, 0.0196, -0.0237, 0.0086
0.24506, 0.344, 0.0200, -0.0233, 0.0086
0.25000, 0.236, 0.0204, -0.0229, 0.0086
0.25506, 0.236, 0.0208, -0.0225, 0.0086
0.26000, 0.128, 0.0212, -0.0220, 0.0079
0.26506, 0.128, 0.0216, -0.0216, 0.0079
0.27000, 0.128, 0.0220, -0.0212, 0.0079
0.27506, 0.128, 0.0224, -0.0208, 0.0079
0.28000, 0.128, 0.0228, -0.0204, 0.0079
0.28506, 0.128, 0.0232, -0.0201, 0.0079
0.29000, 0.128, 0.0236, -0.0197, 0.0079
0.29506, 0.128, 0.0240, -0.0194, 0.0079
0.30000, 0.236, 0.0244, -0.0191, 0.0086
0.30506, 0.236, 0.0248, -0.0189, 0.0086
0.31000, 0.236, 0.0252, -0.0186, 0.0094
0.31506, 0.236, 0.0256, -0.0183, 0.0086
0.32000, 0.236, 0.0260, -0.0180, 0.0094
0.32506, 0.236, 0.0264, -0.0177, 0.0094
0.33000, 0.236, 0.0268, -0.0174, 0.0102
0.33507, 0.236, 0.0272, -0.0171, 0.0102
0.34001, 0.236, 0.0276, -0.0168, 0.0102
0.34506, 0.236, 0.0280, -0.0165, 0.0110
0.35000, 0.236, 0.0284, -0.0163, 0.0110
0.35506, 0.236, 0.0288, -0.0160, 0.0118
0.36000, 0.236, 0.0292, -0.0157, 0.0110
0.36506, 0.236, 0.0296, -0.0154, 0.0118
0.37000, 0.236, 0.0300, -0.0152, 0.0126
0.37506, 0.236, 0.0304, -0.0149, 0.0126
0.38000, 0.236, 0.0308, -0.0146, 0.0126
0.38506, 0.236, 0.0312, -0.0144, 0.0141
0.39000, 0.344, 0.0316, -0.0141, 0.0141
0.39506, 0.344, 0.0320, -0.0138, 0.0141
0.40000, 0.344, 0.0324, -0.0135, 0.0149
0.40506, 0.344, 0.0328, -0.0131, 0.0141
0.41000, 0.236, 0.0332, -0.0127, 0.0141
0.41506, 0.236, 0.0336, -0.0124, 0.0157
0.42000, 0.236, 0.0340, -0.0120, 0.0149
0.42506, 0.236, 0.0344, -0.0116, 0.0149
0.43000, 0.236, 0.0348, -0.0113, 0.0157
0.43506, 0.344, 0.0352, -0.0109, 0.0165
0.44000, 0.344, 0.0356, -0.0106, 0.0157
0.44506, 0.344, 0.0360, -0.0103, 0.0165
0.45000, 0.344, 0.0364, -0.0100, 0.0173
0.45506, 0.344, 0.0368, -0.0095, 0.0165
0.46000, 0.344, 0.0372, -0.0091, 0.0173
0.46506, 0.344, 0.0376, -0.0087, 0.0181
0.47000, 0.344, 0.0380, -0.0082, 0.0173
0.47506, 0.344, 0.0384, -0.0078, 0.0173
0.48000, 0.344, 0.0388, -0.0073, 0.0188
0.48506, 0.344, 0.0392, -0.0068, 0.0173
0.49000, 0.344, 0.0396, -0.0063, 0.0173
0.49506, 0.344, 0.0400, -0.0058, 0.0181
0.50000, 0.344, 0.0404, -0.0053, 0.0181
0.50506, 0.344, 0.0408, -0.0049, 0.0173
0.51000, 0.344, 0.0412, -0.0044, 0.0188
0.51506, 0.344, 0.0416, -0.0039, 0.0181
0.52000, 0.344, 0.0420, -0.0033, 0.0173
0.52506, 0.344, 0.0424, -0.0029, 0.0188
0.53000, 0.344, 0.0428, -0.0023, 0.0181
0.53506, 0.344, 0.0432, -0.0018, 0.0173
0.54000, 0.344, 0.0436, -0.0012, 0.0181
0.54506, 0.344, 0.0440, -0.0006, 0.0181
0.55000, 0.344, 0.0444, -0.0001, 0.0173
0.55506, 0.344, 0.0448, 0.0004, 0.0181
0.56000, 0.344, 0.0452, 0.0010, 0.0181
0.56506, 0.344, 0.0456, 0.0016, 0.0173
0.57000, 0.344, 0.0460, 0.0022, 0.0181
0.57506, 0.344, 0.0464, 0.0028, 0.0173
0.58000, 0.344, 0.0468, 0.0033, 0.0181
0.58506, 0.344, 0.0472, 0.0039, 0.0181
0.59000, 0.344, 0.0476, 0.0045, 0.0181
0.59506, 0.344, 0.0480, 0.0050, 0.0181
0.60000, 0.344, 0.0484, 0.0057, 0.0181
0.60506, 0.344, 0.0488, 0.0062, 0.0181
0.61000, 0.344, 0.0492, 0.0068, 0.0181
0.61506, 0.344, 0.0496, 0.0074, 0.0181
0.62000, 0.344, 0.0500, 0.0080, 0.0181
0.62506, 0.344, 0.0504, 0.0086, 0.0188
0.63000, 0.452, 0.0508, 0.0091, 0.0188
0.63506, 0.452, 0.0512, 0.0097, 0.0181
0.64000, 0.452, 0.0516, 0.0103, 0.0196
0.64506, 0.452, 0.0520, 0.0109, 0.0188
0.65000, 0.452, 0.0524, 0.0116, 0.0188
0.65506, 0.452, 0.0528, 0.0122, 0.0196
0.66000, 0.452, 0.0532, 0.0129, 0.0181
0.66506, 0.344, 0.0536, 0.0136, 0.0188
0.67000, 0.344, 0.0540, 0.0144, 0.0188
0.67506, 0.344, 0.0544, 0.0151, 0.0181
0.68000, 0.344, 0.0548, 0.0159, 0.0181
0.68506, 0.344, 0.0552, 0.0166, 0.0181
0.69000, 0.344, 0.0556, 0.0173, 0.0181
0.69506, 0.452, 0.0560, 0.0181, 0.0173
0.70001, 0.452, 0.0564, 0.0188, 0.0181
0.70506, 0.452, 0.0568, 0.0196, 0.0181
0.71000, 0.452, 0.0572, 0.0204, 0.0173
0.71506, 0.452, 0.0576, 0.0212, 0.0165
0.72000, 0.344, 0.0580, 0.0221, 0.0173
0.72506, 0.344, 0.0584, 0.0230, 0.0165
0.73001, 0.344, 0.0588, 0.0238, 0.0149
0.73506, 0.344, 0.0592, 0.0247, 0.0173
0.74000, 0.452, 0.0596, 0.0255, 0.0157
0.74506, 0.452, 0.0600, 0.0265, 0.0149
0.75000, 0.452, 0.0604, 0.0274, 0.0149
0.75506, 0.344, 0.0608, 0.0283, 0.0149
0.76000, 0.344, 0.0612, 0.0293, 0.0134
0.76506, 0.344, 0.0616, 0.0303, 0.0134
0.77000, 0.344, 0.0620, 0.0312, 0.0141
0.77506, 0.344, 0.0624, 0.0322, 0.0110
0.78000, 0.344, 0.0628, 0.0332, 0.0118
0.78506, 0.344, 0.0632, 0.0341, 0.0118
0.79000, 0.344, 0.0636, 0.0352, 0.0110
0.79506, 0.344, 0.0640, 0.0362, 0.0094
0.80000, 0.344, 0.0644, 0.0372, 0.0110
0.80506, 0.344, 0.0648, 0.0382, 0.0079
0.81000, 0.344, 0.0652, 0.0392, 0.0086
0.81506, 0.344, 0.0656, 0.0402, 0.0079
0.82000, 0.344, 0.0660, 0.0413, 0.0079
0.82506, 0.344, 0.0664, 0.0424, 0.0063
0.83000, 0.344, 0.0668, 0.0434, 0.0063
0.83506, 0.344, 0.0672, 0.0445, 0.0063
0.84000, 0.344, 0.0676, 0.0455, 0.0039
0.84506, 0.344, 0.0680, 0.0466, 0.0047
0.85000, 0.344, 0.0684, 0.0477, 0.0031
0.85506, 0.344, 0.0688, 0.0488, 0.0024
0.86000, 0.344, 0.0692, 0.0499, 0.0008
0.86506, 0.236, 0.0696, 0.0510, 0.0024
0.87000, 0.344, 0.0700, 0.0520, 0.0000
0.87506, 0.344, 0.0704, 0.0532, 0.0008
0.88000, 0.344, 0.0708, 0.0542, -0.0008
0.88506, 0.344, 0.0712, 0.0553, -0.0016
0.89000, 0.236, 0.0716, 0.0563, -0.0031
0.89506, 0.236, 0.0720, 0.0574, -0.0024
0.90000, 0.344, 0.0724, 0.0584, -0.0024
0.90506, 0.344, 0.0728, 0.0595, -0.0039
0.91000, 0.344, 0.0732, 0.0605, -0.0047
0.91506, 0.344, 0.0736, 0.0616, -0.0047
0.92000, 0.344, 0.0740, 0.0626, -0.0055
0.92506, 0.344, 0.0744, 0.0637, -0.0063
0.93000, 0.236, 0.0748, 0.0647, -0.0063
0.93506, 0.236, 0.0752, 0.0658, -0.0079
0.94000, 0.236, 0.0756, 0.0669, -0.0086
0.94506, 0.236, 0.0760, 0.0679, -0.0094
0.95000, 0.236, 0.0764, 0.0689, -0.0086
0.95506, 0.236, 0.0768, 0.0699, -0.0094
0.96000, 0.236, 0.0772, 0.0709, -0.0110
0.96506, 0.236, 0.0776, 0.0719, -0.0110
0.97000, 0.236, 0.0780, 0.0728, -0.0110
0.97506, 0.344, 0.0784, 0.0737, -0.0110
0.98000, 0.344, 0.0788, 0.0747, -0.0110
0.98506, 0.344, 0.0792, 0.0756, -0.0118
0.99000, 0.344, 0.0796, 0.0765, -0.0118
0.99506, 0.344, 0.0800, 0.0775, -0.0126
1.00000, 0.236, 0.0804, 0.0784, -0.0126
1.00506, 0.236, 0.0808, 0.0794, -0.0134
1.01000, 0.236, 0.0812, 0.0803, -0.0141
1.01506, 0.236, 0.0816, 0.0813, -0.0141
1.02000, 0.236, 0.0820, 0.0822, -0.0149
1.02506, 0.236, 0.0824, 0.0831, -0.0149
1.03000, 0.236, 0.0828, 0.0839, -0.0149
1.03506, 0.236, 0.0832, 0.0848, -0.0157
1.04000, 0.236, 0.0836, 0.0856, -0.0157
1.04506, 0.236, 0.0840, 0.0865, -0.0165
1.05000, 0.236, 0.0844, 0.0873, -0.0165
1.05506, 0.236, 0.0848, 0.0881, -0.0165
1.06000, 0.236, 0.0852, 0.0889, -0.0165
1.06506, 0.236, 0.0856, 0.0897, -0.0173
1.07000, 0.236, 0.0860, 0.0904, -0.0165
1.07506, 0.236, 0.0864, 0.0912, -0.0173
1.08000, 0.236, 0.0868, 0.0919, -0.0165
1.08506, 0.236, 0.0872, 0.0926, -0.0173
1.09000, 0.236, 0.0876, 0.0934, -0.0173
1.09506, 0.236, 0.0880, 0.0941, -0.0173
1.10000, 0.236, 0.0884, 0.0947, -0.0165
1.10506, 0.236, 0.0888, 0.0954, -0.0173
1.11000, 0.236, 0.0892, 0.0961, -0.0165
1.11506, 0.344, 0.0896, 0.0967, -0.0165
1.12000, 0.344, 0.0900, 0.0973, -0.0173
1.12506, 0.236, 0.0904, 0.0980, -0.0165
1.13000, 0.236, 0.0908, 0.0986, -0.0165
1.13506, 0.236, 0.0912, 0.0993, -0.0165
1.14000, 0.236, 0.0916, 0.0998, -0.0165
1.14506, 0.236, 0.0920, 0.1005, -0.0157
1.15000, 0.236, 0.0924, 0.1010, -0.0165
1.15506, 0.236, 0.0928, 0.1016, -0.0157
1.16000, 0.236, 0.0932, 0.1022, -0.0157
1.16506, 0.236, 0.0936, 0.1027, -0.0157
1.17000, 0.344, 0.0940, 0.1032, -0.0149
1.17506, 0.344, 0.0944, 0.1038, -0.0149
1.18000, 0.344, 0.0948, 0.1043, -0.0141
1.18506, 0.344, 0.0952, 0.1048, -0.0141
1.19000, 0.344, 0.0956, 0.1054, -0.0141
1.19507, 0.344, 0.0960, 0.1059, -0.0141
1.20000, 0.236, 0.0964, 0.1066, -0.0141
1.20506, 0.236, 0.0968, 0.1072, -0.0141
1.21000, 0.236, 0.0972, 0.1077, -0.0141
1.21506, 0.236, 0.0976, 0.1083, -0.0141
1.22000, 0.236, 0.0980, 0.1089, -0.0141
1.22506, 0.236, 0.0984, 0.1095, -0.0141
1.23000, 0.236, 0.0988, 0.1100, -0.0134
1.23506, 0.236, 0.0992, 0.1105, -0.0141
1.24000, 0.236, 0.0996, 0.1111, -0.0134
1.24506, 0.236, 0.1000, 0.1116, -0.0141
1.25000, 0.236, 0.1004, 0.1121, -0.0126
1.25506, 0.236, 0.1008, 0.1126, -0.0134
1.26000, 0.344, 0.1012, 0.1131, -0.0126
1.26506, 0.344, 0.1016, 0.1136, -0.0118
1.27000, 0.344, 0.1020, 0.1141, -0.0126
1.27506, 0.344, 0.1024, 0.1146, -0.0126
1.28000, 0.236, 0.1028, 0.1151, -0.0110
1.28506, 0.236, 0.1032, 0.1156, -0.0126
1.29000, 0.236, 0.1036, 0.1162, -0.0118
1.29506, 0.236, 0.1040, 0.1167, -0.0118
1.30000, 0.236, 0.1044, 0.1172, -0.0110
1.30506, 0.236, 0.1048, 0.1177, -0.0126
1.31000, 0.236, 0.1052, 0.1181, -0.0102
1.31506, 0.344, 0.1056, 0.1185, -0.0102
1.32000, 0.344, 0.1060, 0.1190, -0.0118
1.32506, 0.236, 0.1064, 0.1194, -0.0102
1.33000, 0.236, 0.1068, 0.1199, -0.0102
1.33506, 0.236, 0.1072, 0.1204, -0.0110
1.34000, 0.236, 0.1076, 0.1208, -0.0110
1.34506, 0.236, 0.1080, 0.1212, -0.0086
1.35000, 0.344, 0.1084, 0.1216, -0.0102
1.35506, 0.236, 0.1088, 0.1221, -0.0102
1.36000, 0.236, 0.1092, 0.1224, -0.0086
1.36506, 0.344, 0.1096, 0.1228, -0.0086
1.37000, 0.344, 0.1100, 0.1232, -0.0086
1.37506, 0.344, 0.1104, 0.1236, -0.0079
1.38000, 0.344, 0.1108, 0.1239, -0.0071
1.38506, 0.344, 0.1112, 0.1243, -0.0086
1.39000, 0.344, 0.1116, 0.1248, -0.0071
1.39506, 0.344, 0.1120, 0.1252, -0.0063
1.40000, 0.344, 0.1124, 0.1256, -0.0071
1.40506, 0.236, 0.1128, 0.1261, -0.0079
1.41000, 0.236, 0.1132, 0.1265, -0.0063
1.41506, 0.236, 0.1136, 0.1270, -0.0063
1.42000, 0.236, 0.1140, 0.1274, -0.0079
1.42506, 0.236, 0.1144, 0.1278, -0.0055
1.43000, 0.344, 0.1148, 0.1282, -0.0063
1.43506, 0.344, 0.1152, 0.1286, -0.0063
1.44000, 0.344, 0.1156, 0.1290, -0.0063
1.44506, 0.344, 0.1160, 0.1294, -0.0047
1.45000, 0.344, 0.1164, 0.1299, -0.0055
1.45506, 0.344, 0.1168, 0.1304, -0.0055
1.46000, 0.344, 0.1172, 0.1308, -0.0047
1.46506, 0.344, 0.1176, 0.1313, -0.0055
1.47000, 0.236, 0.1180, 0.1318, -0.0063
1.47506, 0.236, 0.1184, 0.1323, -0.0047
1.48000, 0.236, 0.1188, 0.1328, -0.0047
1.48506, 0.236, 0.1192, 0.1333, -0.0055
1.49000, 0.236, 0.1196, 0.1337, -0.0055
1.49506, 0.344, 0.1200, 0.1341, -0.0039
1.50000, 0.344, 0.1204, 0.1346, -0.0055
1.50506, 0.344, 0.1208, 0.1351, -0.0055
1.51000, 0.236, 0.1212, 0.1355, -0.0039
1.51506, 0.344, 0.1216, 0.1361, -0.0055
1.52000, 0.236, 0.1220, 0.1366, -0.0055
1.52506, 0.236, 0.1224, 0.1370, -0.0047
1.53000, 0.236, 0.1228, 0.1375, -0.0047
1.53506, 0.236, 0.1232, 0.1380, -0.0063
1.54000, 0.236, 0.1236, 0.1384, -0.0047
1.54506, 0.236, 0.1240, 0.1388, -0.0047
1.55000, 0.236, 0.1244, 0.1393, -0.0063
1.55506, 0.236, 0.1248, 0.1397, -0.0055
1.56000, 0.236, 0.1252, 0.1400, -0.0039
1.56506, 0.344, 0.1256, 0.1405, -0.0055
1.57000, 0.236, 0.1260, 0.1409, -0.0055
1.57506, 0.236, 0.1264, 0.1412, -0.0031
1.58000, 0.344, 0.1268, 0.1416, -0.0047
1.58506, 0.344, 0.1272, 0.1420, -0.0047
1.59000, 0.344, 0.1276, 0.1423, -0.0031
1.59506, 0.344, 0.1280, 0.1428, -0.0031
1.60000, 0.344, 0.1284, 0.1432, -0.0047
1.60506, 0.236, 0.1288, 0.1436, -0.0031
1.61000, 0.236, 0.1292, 0.1440, -0.0031
1.61506, 0.236, 0.1296, 0.1445, -0.0047
1.62000, 0.236, 0.1300, 0.1449, -0.0039
1.62506, 0.236, 0.1304, 0.1453, -0.0024
1.63000, 0.236, 0.1308, 0.1457, -0.0047
1.63506, 0.236, 0.1312, 0.1461, -0.0031
1.64000, 0.344, 0.1316, 0.1465, -0.0024
1.64506, 0.344, 0.1320, 0.1469, -0.0031
1.65000, 0.344, 0.1324, 0.1472, -0.0039
1.65506, 0.236, 0.1328, 0.1476, -0.0016
1.66000, 0.344, 0.1332, 0.1480, -0.0031
1.66506, 0.236, 0.1336, 0.1484, -0.0031
1.67000, 0.236, 0.1340, 0.1488, -0.0016
1.67506, 0.344, 0.1344, 0.1492, -0.0024
1.68000, 0.344, 0.1348, 0.1496, -0.0024
1.68506, 0.344, 0.1352, 0.1500, -0.0016
1.69000, 0.344, 0.1356, 0.1505, -0.0024
1.69506, 0.236, 0.1360, 0.1509, -0.0031
1.70000, 0.236, 0.1364, 0.1514, -0.0016
1.70506, 0.236, 0.1368, 0.1518, -0.0031
1.71000, 0.236, 0.1372, 0.1522, -0.0031
1.71506, 0.236, 0.1376, 0.1526, -0.0024
1.72000, 0.236, 0.1380, 0.1530, -0.0016
1.72506, 0.236, 0.1384, 0.1534, -0.0031
1.73000, 0.236, 0.1388, 0.1538, -0.0016
1.73506, 0.344, 0.1392, 0.1542, -0.0008
1.74000, 0.344, 0.1396, 0.1546, -0.0024
1.74506, 0.344, 0.1400, 0.1550, -0.0016
1.75000, 0.344, 0.1404, 0.1554, -0.0016
1.75506, 0.344, 0.1408, 0.1558, -0.0024
1.76000, 0.236, 0.1412, 0.1562, -0.0024
1.76506, 0.236, 0.1416, 0.1566, -0.0008
1.77000, 0.236, 0.1420, 0.1569, -0.0016
1.77506, 0.236, 0.1424, 0.1573, -0.0016
1.78000, 0.344, 0.1428, 0.1576, 0.0000
1.78506, 0.344, 0.1432, 0.1579, -0.0008
1.79000, 0.344, 0.1436, 0.1583, -0.0016
1.79506, 0.344, 0.1440, 0.1587, -0.0008
1.80000, 0.344, 0.1444, 0.1591, -0.0008
1.80506, 0.236, 0.1448, 0.1595, -0.0008
1.81000, 0.236, 0.1452, 0.1599, -0.0008
1.81506, 0.236, 0.1456, 0.1603, 0.0000
1.82000, 0.344, 0.1460, 0.1607, -0.0016
1.82506, 0.236, 0.1464, 0.1612, -0.0008
1.83000, 0.236, 0.1468, 0.1616, 0.0000
1.83506, 0.344, 0.1472, 0.1620, -0.0008
1.84000, 0.344, 0.1476, 0.1624, -0.0008
1.84506, 0.344, 0.1480, 0.1628, -0.0008
1.85000, 0.236, 0.1484, 0.1632, 0.0000
1.85506, 0.344, 0.1488, 0.1636, -0.0008
1.86000, 0.236, 0.1492, 0.1641, 0.0000
1.86506, 0.344, 0.1496, 0.1645, -0.0008
1.87000, 0.236, 0.1500, 0.1650, -0.0008
1.87506, 0.236, 0.1504, 0.1654, -0.0016
1.88000, 0.236, 0.1508, 0.1658, 0.0000
1.88506, 0.236, 0.1512, 0.1662, -0.0016
1.89000, 0.236, 0.1516, 0.1666, -0.0008
1.89506, 0.236, 0.1520, 0.1669, -0.0008
1.90000, 0.236, 0.1524, 0.1673, -0.0008
1.90506, 0.344, 0.1528, 0.1676, 0.0000
1.91000, 0.344, 0.1532, 0.1680, 0.0000
1.91506, 0.344, 0.1536, 0.1683, 0.0000
1.92000, 0.344, 0.1540, 0.1687, 0.0000
1.92506, 0.344, 0.1544, 0.1691, 0.0000
1.93000, 0.344, 0.1548, 0.1695, 0.0000
1.93506, 0.236, 0.1552, 0.1700, -0.0008
1.94000, 0.236, 0.1556, 0.1704, 0.0008
1.94506, 0.236, 0.1560, 0.1709, -0.0008
1.95000, 0.236, 0.1564, 0.1713, 0.0000
1.95506, 0.236, 0.1568, 0.1716, 0.0000
1.96000, 0.236, 0.1572, 0.1720, 0.0000
1.96506, 0.344, 0.1576, 0.1724, 0.0000
1.97000, 0.344, 0.1580, 0.1728, 0.0000
1.97506, 0.344, 0.1584, 0.1731, 0.0008
1.98000, 0.344, 0.1588, 0.1735, 0.0000
1.98506, 0.344, 0.1592, 0.1739, 0.0008
1.99000, 0.344, 0.1596, 0.1742, 0.0008
1.99506, 0.344, 0.1600, 0.1746, 0.0008
2.00000, 0.344, 0.1604, 0.1749, 0.0016
2.00506, 0.344, 0.1608, 0.1753, 0.0008
2.01000, 0.344, 0.1612, 0.1757, 0.0008
2.01506, 0.236, 0.1616, 0.1761, 0.0008
2.02000, 0.236, 0.1620, 0.1765, 0.0008
2.02506, 0.236, 0.1624, 0.1769, 0.0008
2.03000, 0.344, 0.1628, 0.1772, 0.0016
2.03506, 0.344, 0.1632, 0.1776, 0.0024
2.04000, 0.344, 0.1636, 0.1779, 0.0008
2.04506, 0.344, 0.1640, 0.1783, 0.0016
2.05000, 0.344, 0.1644, 0.1787, 0.0016
2.05506, 0.344, 0.1648, 0.1791, 0.0016
2.06000, 0.344, 0.1652, 0.1796, 0.0016
2.06506, 0.344, 0.1656, 0.1800, 0.0024
2.07000, 0.344, 0.1660, 0.1804, 0.0008
2.07506, 0.344, 0.1664, 0.1809, 0.0016
2.08000, 0.344, 0.1668, 0.1813, 0.0016
2.08506, 0.236, 0.1672, 0.1817, 0.0008
2.09000, 0.236, 0.1676, 0.1821, 0.0008
2.09506, 0.236, 0.1680, 0.1826, 0.0016
2.10000, 0.344, 0.1684, 0.1830, 0.0008
2.10506, 0.344, 0.1688, 0.1834, 0.0008
2.11000, 0.344, 0.1692, 0.1838, 0.0016
2.11506, 0.344, 0.1696, 0.1842, 0.0008
2.12000, 0.344, 0.1700, 0.1847, 0.0008
2.12506, 0.344, 0.1704, 0.1851, 0.0016
2.13000, 0.344, 0.1708, 0.1856, 0.0008
2.13506, 0.344, 0.1712, 0.1860, 0.0016
2.14000, 0.344, 0.1716, 0.1865, 0.0008
2.14506, 0.344, 0.1720, 0.1870, 0.0000
2.15000, 0.236, 0.1724, 0.1875, 0.0008
2.15506, 0.236, 0.1728, 0.1880, -0.0008
2.16000, 0.236, 0.1732, 0.1885, 0.0008
2.16506, 0.236, 0.1736, 0.1890, 0.0000
2.17000, 0.344, 0.1740, 0.1895, -0.0008
2.17506, 0.236, 0.1744, 0.1900, -0.0008
2.18000, 0.236, 0.1748, 0.1905, -0.0008
2.18506, 0.236, 0.1752, 0.1910, -0.0008
2.19000, 0.236, 0.1756, 0.1914, -0.0024
2.19506, 0.236, 0.1760, 0.1919, -0.0008
2.20000, 0.236, 0.1764, 0.1923, -0.0016
2.20506, 0.236, 0.1768, 0.1927, -0.0016
2.21000, 0.344, 0.1772, 0.1931, -0.0008
2.21506, 0.344, 0.1776, 0.1936, -0.0016
2.22000, 0.344, 0.1780, 0.1939, -0.0016
2.22506, 0.344, 0.1784, 0.1944, -0.0016
2.23000, 0.236, 0.1788, 0.1948, -0.0008
2.23506, 0.236, 0.1792, 0.1952, -0.0024
2.24000, 0.236, 0.1796, 0.1956, -0.0008
2.24506, 0.344, 0.1800, 0.1960, -0.0016
2.25000, 0.344, 0.1804, 0.1964, -0.0008
2.25506, 0.344, 0.1808, 0.1968, -0.0016
2.26000, 0.344, 0.1812, 0.1973, -0.0016
2.26506, 0.236, 0.1816, 0.1977, -0.0016
2.27000, 0.236, 0.1820, 0.1981, -0.0024
2.27506, 0.236, 0.1824, 0.1985, -0.0016
2.28000, 0.236, 0.1828, 0.1990, -0.0016
2.28506, 0.236, 0.1832, 0.1993, -0.0016
2.29000, 0.344, 0.1836, 0.1997, -0.0016
2.29506, 0.344, 0.1840, 0.2000, -0.0008
2.30000, 0.344, 0.1844, 0.2004, -0.0016
2.30506, 0.344, 0.1848, 0.2007, -0.0008
2.31000, 0.344, 0.1852, 0.2011, 0.0000
2.31506, 0.344, 0.1856, 0.2015, -0.0016
2.32000, 0.344, 0.1860, 0.2019, -0.0016
2.32506, 0.236, 0.1864, 0.2024, 0.0000
2.33000, 0.236, 0.1868, 0.2028, -0.0024
2.33506, 0.236, 0.1872, 0.2033, -0.0016
2.34000, 0.236, 0.1876, 0.2037, -0.0008
2.34506, 0.236, 0.1880, 0.2041, -0.0016
2.35000, 0.236, 0.1884, 0.2044, -0.0016
2.35506, 0.344, 0.1888, 0.2048, 0.0000
2.36000, 0.344, 0.1892, 0.2052, -0.0016
2.36506, 0.344, 0.1896, 0.2055, -0.0024
2.37000, 0.236, 0.1900, 0.2059, -0.0008
2.37506, 0.236, 0.1904, 0.2063, -0.0016
2.38000, 0.236, 0.1908, 0.2067, -0.0016
2.38506, 0.236, 0.1912, 0.2071, -0.0016
2.39000, 0.236, 0.1916, 0.2075, 0.0000
2.39506, 0.344, 0.1920, 0.2079, -0.0024
2.40000, 0.344, 0.1924, 0.2082, -0.0008
2.40506, 0.344, 0.1928, 0.2086, 0.0000
2.41000, 0.344, 0.1932, 0.2090, -0.0016
2.41506, 0.344, 0.1936, 0.2094, -0.0008
2.42000, 0.344, 0.1940, 0.2098, 0.0000
2.42506, 0.344, 0.1944, 0.2102, -0.0016
2.43000, 0.236, 0.1948, 0.2107, -0.0016
2.43506, 0.236, 0.1952, 0.2111, -0.0008
2.44000, 0.236, 0.1956, 0.2116, -0.0008
2.44506, 0.236, 0.1960, 0.2120, -0.0024
2.45000, 0.236, 0.1964, 0.2124, -0.0008
2.45506, 0.236, 0.1968, 0.2128, -0.0016
2.46000, 0.236, 0.1972, 0.2132, -0.0016
2.46506, 0.236, 0.1976, 0.2136, -0.0016
2.47000, 0.236, 0.1980, 0.2139, -0.0008
2.47506, 0.344, 0.1984, 0.2142, -0.0024
2.48000, 0.236, 0.1988, 0.2146, -0.0008
2.48506, 0.344, 0.1992, 0.2148, -0.0008
2.49000, 0.344, 0.1996, 0.2152, -0.0008
