#time, current, target_x, x, q
0.00000, -1.435, 0.0004, -0.0003, -0.0872
0.00494, -1.435, 0.0008, -0.0005, -0.0872
0.00988, -1.327, 0.0012, -0.0009, -0.0848
0.01482, -1.111, 0.0016, -0.0014, -0.0825
0.01976, -0.896, 0.0020, -0.0022, -0.0809
0.02470, -0.680, 0.0024, -0.0031, -0.0770
0.02964, -0.464, 0.0028, -0.0042, -0.0754
0.03462, -0.356, 0.0032, -0.0052, -0.0723
0.03956, -0.248, 0.0036, -0.0064, -0.0683
0.04462, -0.248, 0.0040, -0.0075, -0.0652
0.04956, -0.248, 0.0044, -0.0084, -0.0628
0.05462, -0.248, 0.0048, -0.0094, -0.0605
0.05956, -0.356, 0.0052, -0.0104, -0.0573
0.06463, -0.464, 0.0056, -0.0113, -0.0550
0.06957, -0.464, 0.0060, -0.0122, -0.0518
0.07462, -0.464, 0.0064, -0.0132, -0.0495
0.07956, -0.464, 0.0068, -0.0141, -0.0463
0.08462, -0.464, 0.0072, -0.0151, -0.0456
0.08956, -0.464, 0.0076, -0.0161, -0.0416
0.09462, -0.464, 0.0080, -0.0172, -0.0385
0.09956, -0.356, 0.0084, -0.0181, -0.0369
0.10462, -0.356, 0.0088, -0.0192, -0.0330
0.10956, -0.248, 0.0092, -0.0202, -0.0306
0.11462, -0.248, 0.0096, -0.0212, -0.0283
0.11956, -0.248, 0.0100, -0.0222, -0.0251
0.12463, -0.248, 0.0104, -0.0231, -0.0212
0.12957, -0.248, 0.0108, -0.0240, -0.0196
0.13462, -0.248, 0.0112, -0.0249, -0.0173
0.13956, -0.248, 0.0116, -0.0257, -0.0141
0.14462, -0.248, 0.0120, -0.0265, -0.0126
0.14957, -0.248, 0.0124, -0.0273, -0.0102
0.15462, -0.248, 0.0128, -0.0280, -0.0071
0.15957, -0.248, 0.0132, -0.0287, -0.0055
0.16462, -0.248, 0.0136, -0.0294, -0.0047
0.16956, -0.248, 0.0140, -0.0301, -0.0016
0.17462, -0.248, 0.0144, -0.0307, 0.0000
0.17957, -0.248, 0.0148, -0.0313, 0.0016
0.18462, -0.248, 0.0152, -0.0318, 0.0031
0.18956, -0.248, 0.0156, -0.0324, 0.0055
0.19463, -0.248, 0.0160, -0.0329, 0.0063
0.19957, -0.248, 0.0164, -0.0334, 0.0086
0.20462, -0.248, 0.0168, -0.0339, 0.0102
0.20957, -0.248, 0.0172, -0.0343, 0.0118
0.21462, -0.248, 0.0176, -0.0347, 0.0126
0.21956, -0.248, 0.0180, -0.0350, 0.0149
0.22462, -0.140, 0.0184, -0.0355, 0.0157
0.22956, -0.140, 0.0188, -0.0358, 0.0173
0.23462, -0.140, 0.0192, -0.0361, 0.0181
0.23956, -0.248, 0.0196, -0.0363, 0.0188
0.24462, -0.248, 0.0200, -0.0366, 0.0204
0.24957, -0.248, 0.0204, -0.0367, 0.0212
0.25462, -0.248, 0.0208, -0.0368, 0.0212
0.25956, -0.248, 0.0212, -0.0370, 0.0228
0.26462, -0.248, 0.0216, -0.0371, 0.0236
0.26956, -0.248, 0.0220, -0.0372, 0.0236
0.27462, -0.248, 0.0224, -0.0372, 0.0251
0.27956, -0.248, 0.0228, -0.0374, 0.0259
0.28462, -0.140, 0.0232, -0.0374, 0.0267
0.28956, -0.140, 0.0236, -0.0375, 0.0275
0.29462, -0.140, 0.0240, -0.0375, 0.0283
0.29956, 0.452, 0.0244, -0.0375, 0.0291
0.30462, 0.452, 0.0248, -0.0374, 0.0298
0.30956, 0.560, 0.0252, -0.0373, 0.0298
0.31462, 0.560, 0.0256, -0.0371, 0.0306
0.31956, 0.452, 0.0260, -0.0367, 0.0298
0.32462, 0.452, 0.0264, -0.0363, 0.0298
0.32956, 0.344, 0.0268, -0.0358, 0.0298
0.33463, 0.344, 0.0272, -0.0352, 0.0291
0.33956, 0.344, 0.0276, -0.0346, 0.0291
0.34462, 0.344, 0.0280, -0.0341, 0.0275
0.34956, 0.236, 0.0284, -0.0334, 0.0275
0.35462, 0.236, 0.0288, -0.0328, 0.0267
0.35956, 0.236, 0.0292, -0.0322, 0.0259
0.36462, 0.236, 0.0296, -0.0315, 0.0251
0.36956, 0.236, 0.0300, -0.0309, 0.0259
0.37463, 0.236, 0.0304, -0.0303, 0.0243
0.37957, 0.236, 0.0308, -0.0297, 0.0243
0.38462, 0.344, 0.0312, -0.0292, 0.0243
0.38956, 0.344, 0.0316, -0.0286, 0.0228
0.39462, 0.344, 0.0320, -0.0280, 0.0236
0.39956, 0.344, 0.0324, -0.0274, 0.0220
0.40462, 0.236, 0.0328, -0.0268, 0.0228
0.40957, 0.236, 0.0332, -0.0262, 0.0212
0.41462, 0.236, 0.0336, -0.0255, 0.0220
0.41956, 0.344, 0.0340, -0.0249, 0.0204
0.42462, 0.236, 0.0344, -0.0242, 0.0204
0.42956, 0.236, 0.0348, -0.0236, 0.0188
0.43462, 0.236, 0.0352, -0.0229, 0.0204
0.43956, 0.236, 0.0356, -0.0223, 0.0181
0.44463, 0.236, 0.0360, -0.0216, 0.0188
0.44957, 0.236, 0.0364, -0.0211, 0.0188
0.45462, 0.344, 0.0368, -0.0204, 0.0181
0.45956, 0.236, 0.0372, -0.0198, 0.0165
0.46462, 0.236, 0.0376, -0.0192, 0.0181
0.46956, 0.344, 0.0380, -0.0186, 0.0173
0.47462, 0.344, 0.0384, -0.0179, 0.0157
0.47956, 0.236, 0.0388, -0.0174, 0.0173
0.48462, 0.236, 0.0392, -0.0167, 0.0165
0.48956, 0.236, 0.0396, -0.0160, 0.0149
0.49462, 0.236, 0.0400, -0.0154, 0.0157
0.49956, 0.236, 0.0404, -0.0148, 0.0157
0.50462, 0.236, 0.0408, -0.0142, 0.0141
0.50956, 0.236, 0.0412, -0.0136, 0.0149
0.51462, 0.236, 0.0416, -0.0130, 0.0157
0.51956, 0.344, 0.0420, -0.0124, 0.0141
0.52462, 0.344, 0.0424, -0.0118, 0.0141
0.52956, 0.344, 0.0428, -0.0113, 0.0149
0.53462, 0.344, 0.0432, -0.0106, 0.0141
0.53956, 0.344, 0.0436, -0.0100, 0.0141
0.54462, 0.344, 0.0440, -0.0093, 0.0149
0.54956, 0.344, 0.0444, -0.0087, 0.0141
0.55462, 0.344, 0.0448, -0.0080, 0.0126
0.55956, 0.236, 0.0452, -0.0073, 0.0141
0.56462, 0.236, 0.0456, -0.0066, 0.0126
0.56956, 0.236, 0.0460, -0.0059, 0.0126
0.57462, 0.236, 0.0464, -0.0053, 0.0126
0.57956, 0.236, 0.0468, -0.0047, 0.0126
0.58462, 0.236, 0.0472, -0.0041, 0.0118
0.58956, 0.344, 0.0476, -0.0035, 0.0126
0.59462, 0.344, 0.0480, -0.0029, 0.0126
0.59956, 0.344, 0.0484, -0.0023, 0.0118
0.60462, 0.344, 0.0488, -0.0016, 0.0118
0.60956, 0.344, 0.0492, -0.0010, 0.0126
0.61462, 0.344, 0.0496, -0.0004, 0.0110
0.61956, 0.344, 0.0500, 0.0002, 0.0126
0.62463, 0.344, 0.0504, 0.0008, 0.0126
0.62957, 0.344, 0.0508, 0.0015, 0.0110
0.63462, 0.344, 0.0512, 0.0021, 0.0118
0.63956, 0.344, 0.0516, 0.0028, 0.0126
0.64462, 0.344, 0.0520, 0.0034, 0.0110
0.64956, 0.344, 0.0524, 0.0040, 0.0118
0.65462, 0.344, 0.0528, 0.0047, 0.0126
0.65957, 0.344, 0.0532, 0.0053, 0.0110
0.66462, 0.344, 0.0536, 0.0059, 0.0110
0.66956, 0.344, 0.0540, 0.0066, 0.0126
0.67462, 0.344, 0.0544, 0.0072, 0.0110
0.67956, 0.344, 0.0548, 0.0079, 0.0110
0.68462, 0.344, 0.0552, 0.0085, 0.0118
0.68956, 0.344, 0.0556, 0.0091, 0.0118
0.69463, 0.344, 0.0560, 0.0098, 0.0110
0.69957, 0.344, 0.0564, 0.0104, 0.0126
0.70462, 0.344, 0.0568, 0.0110, 0.0118
0.70956, 0.344, 0.0572, 0.0117, 0.0110
0.71462, 0.344, 0.0576, 0.0123, 0.0126
0.71956, 0.344, 0.0580, 0.0129, 0.0126
0.72462, 0.344, 0.0584, 0.0136, 0.0118
0.72956, 0.344, 0.0588, 0.0142, 0.0118
0.73462, 0.344, 0.0592, 0.0148, 0.0134
0.73956, 0.452, 0.0596, 0.0155, 0.0118
0.74462, 0.344, 0.0600, 0.0162, 0.0126
0.74956, 0.344, 0.0604, 0.0168, 0.0126
0.75462, 0.344, 0.0608, 0.0175, 0.0126
0.75956, 0.344, 0.0612, 0.0182, 0.0118
0.76462, 0.344, 0.0616, 0.0189, 0.0141
0.76956, 0.452, 0.0620, 0.0195, 0.0126
0.77462, 0.452, 0.0624, 0.0203, 0.0118
0.77956, 0.344, 0.0628, 0.0210, 0.0134
0.78463, 0.344, 0.0632, 0.0217, 0.0118
0.78956, 0.344, 0.0636, 0.0225, 0.0126
0.79462, 0.344, 0.0640, 0.0232, 0.0126
0.79956, 0.344, 0.0644, 0.0239, 0.0134
0.80462, 0.344, 0.0648, 0.0247, 0.0102
0.80956, 0.344, 0.0652, 0.0255, 0.0126
0.81462, 0.344, 0.0656, 0.0262, 0.0126
0.81956, 0.452, 0.0660, 0.0270, 0.0118
0.82462, 0.344, 0.0664, 0.0278, 0.0118
0.82956, 0.344, 0.0668, 0.0286, 0.0118
0.83462, 0.344, 0.0672, 0.0294, 0.0110
0.83957, 0.344, 0.0676, 0.0302, 0.0110
0.84462, 0.344, 0.0680, 0.0311, 0.0118
0.84956, 0.344, 0.0684, 0.0319, 0.0102
0.85462, 0.344, 0.0688, 0.0328, 0.0110
0.85956, 0.344, 0.0692, 0.0336, 0.0102
0.86462, 0.344, 0.0696, 0.0345, 0.0102
0.86956, 0.344, 0.0700, 0.0353, 0.0102
0.87463, 0.344, 0.0704, 0.0362, 0.0102
0.87957, 0.344, 0.0708, 0.0370, 0.0086
0.88462, 0.344, 0.0712, 0.0379, 0.0086
0.88956, 0.344, 0.0716, 0.0388, 0.0094
0.89462, 0.344, 0.0720, 0.0397, 0.0086
0.89956, 0.344, 0.0724, 0.0406, 0.0086
0.90462, 0.344, 0.0728, 0.0415, 0.0086
0.90956, 0.344, 0.0732, 0.0425, 0.0079
0.91462, 0.344, 0.0736, 0.0434, 0.0071
0.91956, 0.344, 0.0740, 0.0443, 0.0079
0.92462, 0.344, 0.0744, 0.0453, 0.0079
0.92956, 0.344, 0.0748, 0.0462, 0.0063
0.93462, 0.344, 0.0752, 0.0472, 0.0055
0.93956, 0.344, 0.0756, 0.0481, 0.0055
0.94463, 0.344, 0.0760, 0.0491, 0.0047
0.94957, 0.344, 0.0764, 0.0501, 0.0047
0.95462, 0.344, 0.0768, 0.0511, 0.0039
0.95956, 0.344, 0.0772, 0.0521, 0.0031
0.96462, 0.344, 0.0776, 0.0531, 0.0031
0.96956, 0.344, 0.0780, 0.0541, 0.0024
0.97462, 0.344, 0.0784, 0.0552, 0.0016
0.97956, 0.344, 0.0788, 0.0562, 0.0008
0.98462, 0.236, 0.0792, 0.0572, 0.0008
0.98956, 0.236, 0.0796, 0.0582, -0.0008
0.99462, 0.236, 0.0800, 0.0593, 0.0000
0.99956, 0.344, 0.0804, 0.0602, -0.0008
1.00462, 0.344, 0.0808, 0.0613, -0.0008
1.00957, 0.344, 0.0812, 0.0622, -0.0024
1.01462, 0.344, 0.0816, 0.0633, -0.0016
1.01956, 0.344, 0.0820, 0.0643, -0.0031
1.02462, 0.344, 0.0824, 0.0653, -0.0031
1.02956, 0.344, 0.0828, 0.0663, -0.0031
1.03462, 0.344, 0.0832, 0.0674, -0.0039
1.03956, 0.344, 0.0836, 0.0684, -0.0047
1.04462, 0.344, 0.0840, 0.0694, -0.0047
1.04956, 0.344, 0.0844, 0.0704, -0.0047
1.05462, 0.344, 0.0848, 0.0715, -0.0071
1.05956, 0.236, 0.0852, 0.0725, -0.0071
1.06462, 0.236, 0.0856, 0.0735, -0.0071
1.06956, 0.236, 0.0860, 0.0746, -0.0079
1.07462, 0.236, 0.0864, 0.0755, -0.0079
1.07957, 0.236, 0.0868, 0.0765, -0.0079
1.08462, 0.344, 0.0872, 0.0774, -0.0086
1.08956, 0.344, 0.0876, 0.0784, -0.0094
1.09462, 0.344, 0.0880, 0.0793, -0.0086
1.09956, 0.344, 0.0884, 0.0802, -0.0102
1.10462, 0.344, 0.0888, 0.0812, -0.0102
1.10956, 0.344, 0.0892, 0.0821, -0.0094
1.11462, 0.344, 0.0896, 0.0831, -0.0110
1.11956, 0.236, 0.0900, 0.0841, -0.0118
1.12463, 0.236, 0.0904, 0.0851, -0.0118
1.12957, 0.236, 0.0908, 0.0860, -0.0118
1.13462, 0.236, 0.0912, 0.0870, -0.0134
1.13956, 0.236, 0.0916, 0.0879, -0.0126
1.14462, 0.236, 0.0920, 0.0888, -0.0134
1.14956, 0.236, 0.0924, 0.0897, -0.0149
1.15462, 0.236, 0.0928, 0.0906, -0.0141
1.15956, 0.236, 0.0932, 0.0914, -0.0141
1.16462, 0.236, 0.0936, 0.0923, -0.0157
1.16956, 0.236, 0.0940, 0.0931, -0.0149
1.17462, 0.236, 0.0944, 0.0940, -0.0149
1.17956, 0.236, 0.0948, 0.0948, -0.0157
1.18462, 0.236, 0.0952, 0.0956, -0.0157
1.18956, 0.236, 0.0956, 0.0963, -0.0165
1.19463, 0.236, 0.0960, 0.0971, -0.0157
1.19957, 0.236, 0.0964, 0.0979, -0.0165
1.20462, 0.236, 0.0968, 0.0986, -0.0157
1.20956, 0.236, 0.0972, 0.0993, -0.0157
1.21462, 0.236, 0.0976, 0.1001, -0.0165
1.21957, 0.236, 0.0980, 0.1008, -0.0157
1.22462, 0.236, 0.0984, 0.1015, -0.0165
1.22956, 0.236, 0.0988, 0.1022, -0.0149
1.23462, 0.344, 0.0992, 0.1029, -0.0157
1.23956, 0.344, 0.0996, 0.1036, -0.0165
1.24462, 0.236, 0.1000, 0.1042, -0.0157
1.24956, 0.236, 0.1004, 0.1049, -0.0157
1.25462, 0.236, 0.1008, 0.1056, -0.0157
1.25956, 0.236, 0.1012, 0.1062, -0.0165
1.26462, 0.236, 0.1016, 0.1069, -0.0157
1.26956, 0.236, 0.1020, 0.1075, -0.0165
1.27462, 0.236, 0.1024, 0.1082, -0.0157
1.27956, 0.236, 0.1028, 0.1087, -0.0149
1.28462, 0.236, 0.1032, 0.1094, -0.0165
1.28956, 0.236, 0.1036, 0.1099, -0.0157
1.29462, 0.236, 0.1040, 0.1105, -0.0149
1.29956, 0.236, 0.1044, 0.1110, -0.0157
1.30462, 0.236, 0.1048, 0.1116, -0.0141
1.30956, 0.344, 0.1052, 0.1121, -0.0141
1.31462, 0.344, 0.1056, 0.1126, -0.0141
1.31956, 0.344, 0.1060, 0.1131, -0.0149
1.32462, 0.236, 0.1064, 0.1136, -0.0134
1.32956, 0.236, 0.1068, 0.1141, -0.0141
1.33462, 0.236, 0.1072, 0.1146, -0.0126
1.33956, 0.344, 0.1076, 0.1151, -0.0134
1.34462, 0.344, 0.1080, 0.1157, -0.0126
1.34956, 0.344, 0.1084, 0.1161, -0.0118
1.35462, 0.344, 0.1088, 0.1167, -0.0118
1.35956, 0.344, 0.1092, 0.1171, -0.0118
1.36462, 0.344, 0.1096, 0.1177, -0.0118
1.36956, 0.236, 0.1100, 0.1182, -0.0118
1.37463, 0.236, 0.1104, 0.1187, -0.0126
1.37957, 0.236, 0.1108, 0.1193, -0.0110
1.38462, 0.236, 0.1112, 0.1198, -0.0118
1.38956, 0.236, 0.1116, 0.1203, -0.0118
1.39462, 0.236, 0.1120, 0.1208, -0.0118
1.39956, 0.236, 0.1124, 0.1212, -0.0102
1.40462, 0.344, 0.1128, 0.1217, -0.0110
1.40956, 0.344, 0.1132, 0.1221, -0.0102
1.41462, 0.344, 0.1136, 0.1225, -0.0094
1.41956, 0.344, 0.1140, 0.1230, -0.0094
1.42462, 0.344, 0.1144, 0.1234, -0.0094
1.42956, 0.344, 0.1148, 0.1239, -0.0086
1.43462, 0.344, 0.1152, 0.1244, -0.0086
1.43956, 0.344, 0.1156, 0.1248, -0.0094
1.44463, 0.344, 0.1160, 0.1253, -0.0079
1.44957, 0.344, 0.1164, 0.1258, -0.0079
1.45462, 0.344, 0.1168, 0.1263, -0.0079
1.45956, 0.344, 0.1172, 0.1268, -0.0086
1.46462, 0.236, 0.1176, 0.1273, -0.0063
1.46956, 0.344, 0.1180, 0.1278, -0.0086
1.47462, 0.236, 0.1184, 0.1283, -0.0079
1.47956, 0.236, 0.1188, 0.1288, -0.0071
1.48462, 0.344, 0.1192, 0.1293, -0.0071
1.48956, 0.344, 0.1196, 0.1298, -0.0071
1.49462, 0.344, 0.1200, 0.1302, -0.0079
1.49956, 0.344, 0.1204, 0.1307, -0.0063
1.50462, 0.344, 0.1208, 0.1312, -0.0086
1.50956, 0.236, 0.1212, 0.1318, -0.0071
1.51462, 0.236, 0.1216, 0.1322, -0.0055
1.51956, 0.344, 0.1220, 0.1328, -0.0079
1.52462, 0.344, 0.1224, 0.1332, -0.0071
1.52956, 0.344, 0.1228, 0.1337, -0.0063
1.53462, 0.344, 0.1232, 0.1342, -0.0063
1.53956, 0.344, 0.1236, 0.1348, -0.0079
1.54462, 0.236, 0.1240, 0.1354, -0.0063
1.54956, 0.236, 0.1244, 0.1359, -0.0071
1.55462, 0.236, 0.1248, 0.1365, -0.0079
1.55956, 0.236, 0.1252, 0.1370, -0.0071
1.56462, 0.236, 0.1256, 0.1376, -0.0071
1.56956, 0.236, 0.1260, 0.1381, -0.0071
1.57462, 0.236, 0.1264, 0.1385, -0.0079
1.57956, 0.236, 0.1268, 0.1391, -0.0063
1.58462, 0.344, 0.1272, 0.1395, -0.0079
1.58956, 0.236, 0.1276, 0.1401, -0.0079
1.59462, 0.236, 0.1280, 0.1405, -0.0079
1.59956, 0.236, 0.1284, 0.1410, -0.0071
1.60462, 0.236, 0.1288, 0.1415, -0.0079
1.60956, 0.236, 0.1292, 0.1420, -0.0079
1.61462, 0.236, 0.1296, 0.1424, -0.0071
1.61956, 0.236, 0.1300, 0.1429, -0.0079
1.62463, 0.236, 0.1304, 0.1433, -0.0071
1.62957, 0.236, 0.1308, 0.1437, -0.0071
1.63462, 0.236, 0.1312, 0.1441, -0.0071
1.63956, 0.236, 0.1316, 0.1444, -0.0071
1.64462, 0.344, 0.1320, 0.1448, -0.0055
1.64956, 0.344, 0.1324, 0.1452, -0.0063
1.65462, 0.344, 0.1328, 0.1457, -0.0063
1.65956, 0.344, 0.1332, 0.1461, -0.0063
1.66462, 0.236, 0.1336, 0.1465, -0.0063
1.66956, 0.236, 0.1340, 0.1470, -0.0063
1.67462, 0.236, 0.1344, 0.1474, -0.0063
1.67956, 0.236, 0.1348, 0.1478, -0.0055
1.68462, 0.236, 0.1352, 0.1482, -0.0063
1.68956, 0.236, 0.1356, 0.1486, -0.0063
1.69463, 0.236, 0.1360, 0.1490, -0.0055
1.69957, 0.236, 0.1364, 0.1493, -0.0047
1.70462, 0.344, 0.1368, 0.1497, -0.0055
1.70956, 0.344, 0.1372, 0.1501, -0.0047
1.71462, 0.344, 0.1376, 0.1505, -0.0047
1.71956, 0.344, 0.1380, 0.1510, -0.0055
1.72462, 0.236, 0.1384, 0.1514, -0.0047
1.72956, 0.236, 0.1388, 0.1518, -0.0047
1.73462, 0.236, 0.1392, 0.1523, -0.0055
1.73957, 0.236, 0.1396, 0.1527, -0.0055
1.74462, 0.236, 0.1400, 0.1531, -0.0047
1.74956, 0.236, 0.1404, 0.1535, -0.0055
1.75462, 0.236, 0.1408, 0.1539, -0.0047
1.75956, 0.236, 0.1412, 0.1543, -0.0039
1.76462, 0.236, 0.1416, 0.1546, -0.0047
1.76956, 0.236, 0.1420, 0.1550, -0.0047
1.77462, 0.236, 0.1424, 0.1554, -0.0039
1.77956, 0.344, 0.1428, 0.1557, -0.0039
1.78462, 0.344, 0.1432, 0.1561, -0.0047
1.78956, 0.236, 0.1436, 0.1565, -0.0031
1.79462, 0.236, 0.1440, 0.1569, -0.0039
1.79956, 0.236, 0.1444, 0.1572, -0.0039
1.80463, 0.236, 0.1448, 0.1576, -0.0031
1.80957, 0.236, 0.1452, 0.1579, -0.0031
1.81462, 0.236, 0.1456, 0.1581, -0.0031
1.81956, 0.236, 0.1460, 0.1584, -0.0024
1.82462, 0.344, 0.1464, 0.1587, -0.0016
1.82956, 0.344, 0.1468, 0.1590, -0.0024
1.83462, 0.344, 0.1472, 0.1592, -0.0016
1.83957, 0.344, 0.1476, 0.1595, -0.0016
1.84462, 0.344, 0.1480, 0.1599, -0.0016
1.84956, 0.236, 0.1484, 0.1602, -0.0016
1.85462, 0.236, 0.1488, 0.1605, -0.0008
1.85956, 0.236, 0.1492, 0.1609, -0.0016
1.86462, 0.236, 0.1496, 0.1612, -0.0016
1.86956, 0.236, 0.1500, 0.1615, 0.0000
1.87463, 0.236, 0.1504, 0.1619, -0.0008
1.87957, 0.344, 0.1508, 0.1621, -0.0008
1.88462, 0.344, 0.1512, 0.1624, 0.0008
1.88956, 0.344, 0.1516, 0.1627, 0.0008
1.89462, 0.344, 0.1520, 0.1630, 0.0000
1.89956, 0.344, 0.1524, 0.1633, 0.0008
1.90462, 0.344, 0.1528, 0.1637, 0.0024
1.90956, 0.344, 0.1532, 0.1641, 0.0008
1.91462, 0.344, 0.1536, 0.1644, 0.0008
1.91956, 0.344, 0.1540, 0.1648, 0.0024
1.92462, 0.344, 0.1544, 0.1652, 0.0008
1.92956, 0.236, 0.1548, 0.1656, 0.0008
1.93462, 0.236, 0.1552, 0.1660, 0.0016
1.93956, 0.236, 0.1556, 0.1664, 0.0016
1.94462, 0.236, 0.1560, 0.1669, 0.0008
1.94956, 0.236, 0.1564, 0.1672, 0.0016
1.95462, 0.344, 0.1568, 0.1675, 0.0016
1.95956, 0.344, 0.1572, 0.1679, 0.0008
1.96462, 0.344, 0.1576, 0.1683, 0.0024
1.96956, 0.344, 0.1580, 0.1687, 0.0024
1.97462, 0.344, 0.1584, 0.1691, 0.0008
1.97956, 0.236, 0.1588, 0.1695, 0.0024
1.98462, 0.344, 0.1592, 0.1699, 0.0024
1.98956, 0.344, 0.1596, 0.1704, 0.0016
1.99462, 0.344, 0.1600, 0.1708, 0.0016
1.99956, 0.236, 0.1604, 0.1712, 0.0024
2.00462, 0.236, 0.1608, 0.1717, 0.0008
2.00956, 0.236, 0.1612, 0.1721, 0.0008
2.01462, 0.236, 0.1616, 0.1725, 0.0016
2.01956, 0.236, 0.1620, 0.1729, 0.0016
2.02462, 0.236, 0.1624, 0.1733, 0.0008
2.02956, 0.236, 0.1628, 0.1736, 0.0016
2.03463, 0.344, 0.1632, 0.1740, 0.0024
2.03957, 0.344, 0.1636, 0.1743, 0.0008
2.04462, 0.344, 0.1640, 0.1747, 0.0024
2.04956, 0.344, 0.1644, 0.1750, 0.0024
2.05463, 0.344, 0.1648, 0.1754, 0.0016
2.05957, 0.344, 0.1652, 0.1758, 0.0024
2.06462, 0.344, 0.1656, 0.1762, 0.0031
2.06956, 0.344, 0.1660, 0.1766, 0.0016
2.07462, 0.344, 0.1664, 0.1770, 0.0024
2.07956, 0.344, 0.1668, 0.1774, 0.0031
2.08462, 0.344, 0.1672, 0.1779, 0.0016
2.08957, 0.236, 0.1676, 0.1783, 0.0024
2.09462, 0.236, 0.1680, 0.1788, 0.0016
2.09956, 0.236, 0.1684, 0.1793, 0.0016
2.10462, 0.236, 0.1688, 0.1797, 0.0008
2.10956, 0.236, 0.1692, 0.1801, 0.0024
2.11462, 0.236, 0.1696, 0.1805, 0.0008
2.11956, 0.236, 0.1700, 0.1809, 0.0016
2.12463, 0.344, 0.1704, 0.1812, 0.0024
2.12957, 0.344, 0.1708, 0.1816, 0.0024
2.13462, 0.344, 0.1712, 0.1820, 0.0016
2.13956, 0.344, 0.1716, 0.1824, 0.0024
2.14462, 0.344, 0.1720, 0.1828, 0.0016
2.14956, 0.344, 0.1724, 0.1832, 0.0016
2.15462, 0.344, 0.1728, 0.1836, 0.0024
2.15956, 0.344, 0.1732, 0.1841, 0.0024
2.16462, 0.236, 0.1736, 0.1846, 0.0008
2.16956, 0.236, 0.1740, 0.1850, 0.0016
2.17462, 0.236, 0.1744, 0.1855, 0.0016
2.17956, 0.236, 0.1748, 0.1859, 0.0008
2.18462, 0.236, 0.1752, 0.1863, 0.0016
2.18956, 0.236, 0.1756, 0.1866, 0.0016
2.19462, 0.344, 0.1760, 0.1870, 0.0008
2.19956, 0.344, 0.1764, 0.1874, 0.0016
2.20462, 0.344, 0.1768, 0.1878, 0.0016
2.20957, 0.344, 0.1772, 0.1882, 0.0016
2.21462, 0.344, 0.1776, 0.1887, 0.0008
2.21956, 0.344, 0.1780, 0.1891, 0.0024
2.22462, 0.344, 0.1784, 0.1895, 0.0016
2.22956, 0.344, 0.1788, 0.1900, 0.0008
2.23462, 0.236, 0.1792, 0.1904, 0.0016
2.23956, 0.236, 0.1796, 0.1909, 0.0016
2.24463, 0.236, 0.1800, 0.1913, 0.0008
2.24956, 0.236, 0.1804, 0.1917, 0.0016
2.25462, 0.344, 0.1808, 0.1921, 0.0016
2.25956, 0.344, 0.1812, 0.1926, 0.0008
2.26462, 0.344, 0.1816, 0.1930, 0.0008
2.26956, 0.236, 0.1820, 0.1934, 0.0008
2.27462, 0.236, 0.1824, 0.1939, 0.0016
2.27956, 0.344, 0.1828, 0.1943, 0.0008
2.28462, 0.344, 0.1832, 0.1947, 0.0016
2.28956, 0.344, 0.1836, 0.1951, 0.0008
2.29462, 0.344, 0.1840, 0.1955, 0.0008
2.29956, 0.236, 0.1844, 0.1959, 0.0008
2.30463, 0.236, 0.1848, 0.1963, 0.0008
2.30957, 0.236, 0.1852, 0.1966, 0.0016
2.31462, 0.344, 0.1856, 0.1970, 0.0008
2.31956, 0.344, 0.1860, 0.1973, 0.0016
2.32462, 0.344, 0.1864, 0.1977, 0.0016
2.32956, 0.344, 0.1868, 0.1981, 0.0016
2.33462, 0.344, 0.1872, 0.1985, 0.0016
2.33957, 0.344, 0.1876, 0.1989, 0.0008
2.34462, 0.344, 0.1880, 0.1994, 0.0016
2.34956, 0.344, 0.1884, 0.1998, 0.0016
2.35462, 0.344, 0.1888, 0.2002, 0.0016
2.35956, 0.344, 0.1892, 0.2006, 0.0016
2.36462, 0.344, 0.1896, 0.2011, 0.0016
2.36956, 0.236, 0.1900, 0.2015, 0.0000
2.37463, 0.236, 0.1904, 0.2020, 0.0016
2.37957, 0.236, 0.1908, 0.2024, 0.0008
2.38462, 0.236, 0.1912, 0.2030, 0.0000
2.38956, 0.236, 0.1916, 0.2034, 0.0008
2.39462, 0.344, 0.1920, 0.2038, 0.0016
2.39956, 0.344, 0.1924, 0.2042, 0.0000
2.40462, 0.344, 0.1928, 0.2046, 0.0000
2.40956, 0.344, 0.1932, 0.2050, 0.0024
2.41462, 0.344, 0.1936, 0.2054, -0.0008
2.41956, 0.236, 0.1940, 0.2059, 0.0000
2.42462, 0.236, 0.1944, 0.2062, 0.0016
2.42956, 0.344, 0.1948, 0.2067, 0.0000
2.43462, 0.344, 0.1952, 0.2071, 0.0000
2.43956, 0.344, 0.1956, 0.2076, 0.0016
2.44462, 0.344, 0.1960, 0.2080, 0.0008
2.44956, 0.344, 0.1964, 0.2086, -0.0008
2.45462, 0.236, 0.1968, 0.2090, 0.0008
2.45956, 0.344, 0.1972, 0.2095, 0.0008
2.46462, 0.236, 0.1976, 0.2100, -0.0016
2.46956, 0.236, 0.1980, 0.2105, 0.0000
2.47462, 0.236, 0.1984, 0.2109, 0.0000
2.47956, 0.236, 0.1988, 0.2113, -0.0016
2.48462, 0.236, 0.1992, 0.2118, -0.0016
2.48956, 0.236, 0.1996, 0.2121, 0.0008
